,Hour,OffenseType_Aggravated Assault,OffenseType_Auto Theft,OffenseType_Burglary,OffenseType_Murder,OffenseType_Rape,OffenseType_Robbery,OffenseType_Theft,game
2011-04-26,23,1,0,0,0,0,0,0,No Game
2011-04-27,1,1,0,0,0,0,0,0,No Game
2011-04-27,17,0,0,1,0,0,0,0,No Game
2011-04-28,2,1,0,0,0,0,0,0,No Game
2011-04-28,4,0,0,0,0,0,0,1,No Game
2011-04-28,7,0,0,1,0,0,0,0,No Game
2011-04-28,8,0,0,0,0,0,0,1,No Game
2011-04-28,15,1,0,0,0,0,0,0,No Game
2011-04-28,16,0,0,0,0,0,0,1,No Game
2011-04-28,16,0,0,0,0,0,0,1,No Game
2011-04-29,11,0,0,0,0,0,0,1,No Game
2011-04-29,18,0,0,0,0,0,0,1,No Game
2011-04-29,20,1,0,0,0,0,0,0,No Game
2011-04-29,22,0,0,0,0,0,0,1,No Game
2011-04-30,0,0,0,0,0,0,0,1,No Game
2011-04-30,1,0,0,0,0,0,1,0,No Game
2011-04-30,6,0,0,1,0,0,0,0,No Game
2011-04-30,7,0,0,1,0,0,0,0,No Game
2011-04-30,21,0,0,1,0,0,0,0,No Game
2011-04-30,21,0,1,0,0,0,0,0,No Game
2011-04-30,22,1,0,0,0,0,0,0,No Game
2011-05-01,10,0,0,0,0,0,0,1,No Game
2011-05-01,11,0,0,0,0,0,0,1,No Game
2011-05-01,17,0,0,0,0,0,0,1,No Game
2011-05-01,21,0,1,0,0,0,0,0,No Game
2011-05-02,8,0,0,0,0,0,0,1,No Game
2011-05-02,12,0,0,0,0,0,0,1,No Game
2011-05-02,20,0,0,0,0,0,1,0,No Game
2011-05-02,21,0,0,0,0,0,1,0,No Game
2011-05-03,9,0,0,0,0,0,0,1,No Game
2011-05-03,19,1,0,0,0,0,0,0,No Game
2011-05-03,23,0,0,1,0,0,0,0,No Game
2011-05-04,13,0,0,0,0,0,0,1,No Game
2011-05-04,17,0,0,0,0,0,0,1,No Game
2011-05-05,5,0,1,0,0,0,0,0,No Game
2011-05-05,12,0,0,0,0,0,1,0,No Game
2011-05-05,21,1,0,0,0,0,0,0,No Game
2011-05-05,22,1,0,0,0,0,0,0,No Game
2011-05-05,23,0,0,0,0,0,0,1,No Game
2011-05-06,0,0,0,1,0,0,0,0,No Game
2011-05-06,0,0,0,1,0,0,0,0,No Game
2011-05-06,21,0,0,0,0,0,1,0,No Game
2011-05-06,21,0,0,0,0,0,0,1,No Game
2011-05-07,0,0,0,0,0,0,0,1,No Game
2011-05-07,9,0,0,0,0,0,0,1,No Game
2011-05-07,16,0,0,0,0,0,0,1,No Game
2011-05-07,21,1,0,0,0,0,0,0,No Game
2011-05-08,0,1,0,0,0,0,0,0,No Game
2011-05-08,18,0,0,0,0,0,0,1,No Game
2011-05-09,0,1,0,0,0,0,0,0,No Game
2011-05-09,0,0,0,0,0,0,0,1,No Game
2011-05-09,23,0,0,0,0,0,0,1,No Game
2011-05-11,20,0,0,0,0,0,0,1,No Game
2011-05-11,22,0,0,0,0,0,0,1,No Game
2011-05-12,0,0,0,0,0,0,0,1,No Game
2011-05-12,0,0,0,0,0,0,0,1,No Game
2011-05-12,8,0,0,1,0,0,0,0,No Game
2011-05-12,11,0,0,0,0,0,0,1,No Game
2011-05-12,13,0,0,0,0,0,0,1,No Game
2011-05-12,15,0,0,0,0,0,0,1,No Game
2011-05-12,16,0,0,1,0,0,0,0,No Game
2011-05-12,21,0,0,0,0,0,1,0,No Game
2011-05-13,19,0,0,0,0,0,1,0,No Game
2011-05-14,14,1,0,0,0,0,0,0,No Game
2011-05-15,0,0,0,0,0,0,0,1,No Game
2011-05-15,0,0,0,0,0,0,0,1,No Game
2011-05-15,13,0,0,0,0,0,0,1,No Game
2011-05-15,21,1,0,0,0,0,0,0,No Game
2011-05-16,1,0,0,1,0,0,0,0,No Game
2011-05-16,4,0,0,1,0,0,0,0,No Game
2011-05-16,7,0,0,1,0,0,0,0,No Game
2011-05-16,16,1,0,0,0,0,0,0,No Game
2011-05-16,18,0,0,0,0,0,0,1,No Game
2011-05-17,0,1,0,0,0,0,0,0,No Game
2011-05-17,4,0,0,1,0,0,0,0,No Game
2011-05-17,10,0,0,0,0,0,0,1,No Game
2011-05-17,11,0,0,0,0,0,0,1,No Game
2011-05-17,12,0,0,0,0,0,0,1,No Game
2011-05-17,13,0,0,0,0,0,1,0,No Game
2011-05-17,18,0,0,1,0,0,0,0,No Game
2011-05-17,21,0,0,0,0,0,0,1,No Game
2011-05-18,10,0,0,0,0,0,0,1,No Game
2011-05-18,21,0,0,0,0,0,0,1,No Game
2011-05-18,21,0,0,0,0,0,0,1,No Game
2011-05-19,10,0,0,0,0,0,0,1,No Game
2011-05-19,22,0,0,0,0,0,0,1,No Game
2011-05-20,9,0,0,1,0,0,0,0,No Game
2011-05-20,10,0,0,0,0,0,0,1,No Game
2011-05-20,13,0,0,0,0,0,0,1,No Game
2011-05-20,14,1,0,0,0,0,0,0,No Game
2011-05-20,16,0,0,0,0,0,0,1,No Game
2011-05-20,16,0,0,0,0,0,1,0,No Game
2011-05-20,16,0,0,0,0,0,0,1,No Game
2011-05-20,16,0,0,0,0,0,0,1,No Game
2011-05-20,16,0,0,0,0,0,0,1,No Game
2011-05-20,17,0,0,0,0,0,0,1,No Game
2011-05-20,18,0,0,0,0,0,0,1,No Game
2011-05-20,22,0,0,0,0,0,1,0,No Game
2011-05-21,0,0,0,0,0,0,1,0,No Game
2011-05-21,1,1,0,0,0,0,0,0,No Game
2011-05-21,23,0,0,1,0,0,0,0,No Game
2011-05-22,16,1,0,0,0,0,0,0,No Game
2011-05-23,7,0,0,0,0,0,0,1,No Game
2011-05-23,16,0,1,0,0,0,0,0,No Game
2011-05-24,0,0,0,1,0,0,0,0,No Game
2011-05-24,4,0,0,0,1,0,0,0,No Game
2011-05-24,11,0,0,0,0,0,0,1,No Game
2011-05-24,15,0,0,0,0,0,0,1,No Game
2011-05-24,19,0,0,0,0,0,0,1,No Game
2011-05-24,21,0,0,0,0,0,0,1,No Game
2011-05-25,5,0,0,1,0,0,0,0,No Game
2011-05-25,7,0,0,1,0,0,0,0,No Game
2011-05-25,11,0,0,0,0,0,0,1,No Game
2011-05-25,18,0,0,0,0,0,0,1,No Game
2011-05-25,20,0,0,0,0,0,0,1,No Game
2011-05-25,23,0,0,0,0,0,0,1,No Game
2011-05-26,14,0,0,1,0,0,0,0,No Game
2011-05-26,18,0,0,0,0,0,0,1,No Game
2011-05-27,0,0,0,0,0,0,0,1,No Game
2011-05-27,15,0,0,0,0,0,0,1,No Game
2011-05-28,9,0,0,0,0,0,0,1,No Game
2011-05-28,13,0,0,0,0,0,0,1,No Game
2011-05-28,16,0,0,0,0,0,0,1,No Game
2011-05-28,17,1,0,0,0,0,0,0,No Game
2011-05-28,21,0,0,1,0,0,0,0,No Game
2011-05-28,23,0,0,0,0,1,0,0,No Game
2011-05-28,23,0,0,0,0,0,0,1,No Game
2011-05-29,5,0,0,0,0,0,1,0,No Game
2011-05-29,10,0,0,1,0,0,0,0,No Game
2011-05-29,16,0,0,0,0,0,0,1,No Game
2011-05-29,17,0,0,0,0,0,0,1,No Game
2011-05-29,18,0,0,0,0,0,0,1,No Game
2011-05-29,22,1,0,0,0,0,0,0,No Game
2011-05-30,13,0,0,0,0,0,1,0,No Game
2011-05-30,17,0,0,0,0,0,0,1,No Game
2011-05-30,20,0,0,0,0,0,0,1,No Game
2011-05-30,22,0,0,1,0,0,0,0,No Game
2011-05-31,0,0,0,0,0,0,1,0,No Game
2011-05-31,1,0,0,0,0,0,1,0,No Game
2011-05-31,12,0,1,0,0,0,0,0,No Game
2011-05-31,13,0,0,1,0,0,0,0,No Game
2011-05-31,15,0,0,0,0,0,0,1,No Game
2011-05-31,16,0,0,0,0,0,0,1,No Game
2011-05-31,23,0,0,1,0,0,0,0,No Game
2011-06-01,23,1,0,0,0,0,0,0,No Game
2011-06-02,1,0,0,0,0,0,1,0,No Game
2011-06-02,10,0,0,0,0,0,0,1,No Game
2011-06-02,11,0,0,0,0,0,0,1,No Game
2011-06-03,0,0,0,0,0,0,0,1,No Game
2011-06-03,8,0,0,1,0,0,0,0,No Game
2011-06-03,10,0,0,0,0,0,0,1,No Game
2011-06-04,0,0,0,0,0,0,0,1,No Game
2011-06-04,1,1,0,0,0,0,0,0,No Game
2011-06-05,16,1,0,0,0,0,0,0,No Game
2011-06-05,20,0,0,1,0,0,0,0,No Game
2011-06-05,21,0,0,0,0,0,1,0,No Game
2011-06-06,10,0,0,0,0,0,1,0,No Game
2011-06-06,23,1,0,0,0,0,0,0,No Game
2011-06-07,2,0,1,0,0,0,0,0,No Game
2011-06-07,7,0,0,0,0,0,0,1,No Game
2011-06-08,18,1,0,0,0,0,0,0,No Game
2011-06-08,21,0,0,0,0,0,0,1,No Game
2011-06-08,23,0,0,0,0,0,0,1,No Game
2011-06-09,16,0,0,1,0,0,0,0,No Game
2011-06-09,19,0,0,0,0,0,0,1,No Game
2011-06-10,0,0,0,0,0,0,0,1,No Game
2011-06-10,7,0,0,1,0,0,0,0,No Game
2011-06-10,14,0,0,0,0,0,0,1,No Game
2011-06-10,15,0,0,0,0,0,0,1,No Game
2011-06-10,21,0,0,1,0,0,0,0,No Game
2011-06-11,18,0,0,0,0,0,0,1,No Game
2011-06-11,20,0,0,0,0,0,0,1,No Game
2011-06-11,23,0,0,0,0,0,0,1,No Game
2011-06-12,0,1,0,0,0,0,0,0,No Game
2011-06-13,17,0,0,0,0,0,1,0,No Game
2011-06-14,6,0,0,1,0,0,0,0,No Game
2011-06-14,13,0,0,1,0,0,0,0,No Game
2011-06-14,15,0,0,1,0,0,0,0,No Game
2011-06-14,23,0,0,1,0,0,0,0,No Game
2011-06-14,23,0,0,0,0,0,0,1,No Game
2011-06-15,4,0,0,1,0,0,0,0,No Game
2011-06-15,12,0,0,0,0,0,0,1,No Game
2011-06-15,23,0,0,0,0,0,0,1,No Game
2011-06-16,0,0,1,0,0,0,0,0,No Game
2011-06-16,12,0,0,0,0,0,0,1,No Game
2011-06-16,14,0,0,0,0,0,0,1,No Game
2011-06-16,14,0,0,1,0,0,0,0,No Game
2011-06-17,2,1,0,0,0,0,0,0,No Game
2011-06-17,22,0,0,0,0,0,0,1,No Game
2011-06-18,20,0,0,0,0,0,0,1,No Game
2011-06-19,14,0,0,0,0,0,1,0,No Game
2011-06-19,19,0,0,0,0,0,0,1,No Game
2011-06-20,10,0,0,0,0,0,0,1,No Game
2011-06-20,16,0,0,0,0,0,0,1,No Game
2011-06-20,21,0,0,1,0,0,0,0,No Game
2011-06-21,0,0,0,0,0,0,0,1,No Game
2011-06-21,1,0,0,0,0,0,0,1,No Game
2011-06-21,7,0,0,0,0,0,0,1,No Game
2011-06-21,8,0,0,1,0,0,0,0,No Game
2011-06-21,13,0,0,0,0,0,0,1,No Game
2011-06-21,18,0,0,1,0,0,0,0,No Game
2011-06-22,5,0,0,0,0,0,0,1,No Game
2011-06-22,21,0,0,0,0,0,1,0,No Game
2011-06-23,0,0,0,0,0,0,0,1,No Game
2011-06-23,4,0,0,1,0,0,0,0,No Game
2011-06-23,20,0,0,0,0,0,0,1,No Game
2011-06-24,8,0,1,0,0,0,0,0,No Game
2011-06-25,2,0,0,0,0,0,0,1,No Game
2011-06-25,11,0,0,1,0,0,0,0,No Game
2011-06-25,13,1,0,0,0,0,0,0,No Game
2011-06-25,15,0,0,0,0,0,0,1,No Game
2011-06-25,23,0,0,0,0,0,1,0,No Game
2011-06-26,0,1,0,0,0,0,0,0,No Game
2011-06-26,21,0,0,1,0,0,0,0,No Game
2011-06-26,23,0,0,1,0,0,0,0,No Game
2011-06-27,6,0,0,1,0,0,0,0,No Game
2011-06-27,11,0,0,0,0,0,0,1,No Game
2011-06-27,16,1,0,0,0,0,0,0,No Game
2011-06-27,23,1,0,0,0,0,0,0,No Game
2011-06-28,2,0,1,0,0,0,0,0,No Game
2011-06-28,3,0,0,0,0,0,0,1,No Game
2011-06-28,16,1,0,0,0,0,0,0,No Game
2011-06-28,18,0,1,0,0,0,0,0,No Game
2011-06-29,7,0,0,1,0,0,0,0,No Game
2011-06-29,17,0,0,0,0,0,0,1,No Game
2011-06-29,17,0,0,0,0,0,0,1,No Game
2011-06-29,20,0,0,0,0,0,0,1,No Game
2011-06-30,0,0,0,1,0,0,0,0,No Game
2011-06-30,0,0,0,1,0,0,0,0,No Game
2011-06-30,18,0,0,1,0,0,0,0,No Game
2011-07-01,0,0,0,0,0,0,1,0,No Game
2011-07-01,0,0,0,0,0,0,0,1,No Game
2011-07-01,11,0,0,0,0,0,0,1,No Game
2011-07-01,12,0,0,0,0,0,0,1,No Game
2011-07-01,12,0,0,1,0,0,0,0,No Game
2011-07-01,19,0,0,0,0,0,0,1,No Game
2011-07-02,1,0,0,0,0,0,0,1,No Game
2011-07-02,7,0,0,0,0,0,0,1,No Game
2011-07-02,15,0,0,0,0,0,0,1,No Game
2011-07-02,23,0,0,0,0,0,0,1,No Game
2011-07-03,2,0,0,0,0,0,1,0,No Game
2011-07-03,11,0,0,0,0,0,0,1,No Game
2011-07-03,13,1,0,0,0,0,0,0,No Game
2011-07-03,13,0,0,0,0,0,0,1,No Game
2011-07-03,19,0,0,0,0,0,0,1,No Game
2011-07-04,3,0,0,0,0,0,0,1,No Game
2011-07-04,8,0,0,0,0,0,0,1,No Game
2011-07-04,9,1,0,0,0,0,0,0,No Game
2011-07-04,16,0,0,1,0,0,0,0,No Game
2011-07-05,19,0,0,0,0,0,0,1,No Game
2011-07-06,7,0,0,1,0,0,0,0,No Game
2011-07-06,12,1,0,0,0,0,0,0,No Game
2011-07-06,12,0,0,1,0,0,0,0,No Game
2011-07-06,23,0,0,0,0,0,0,1,No Game
2011-07-07,9,0,0,0,0,0,0,1,No Game
2011-07-07,18,0,0,0,0,0,0,1,No Game
2011-07-07,21,0,0,0,0,0,0,1,No Game
2011-07-08,1,0,0,0,0,0,1,0,No Game
2011-07-09,16,0,0,0,0,0,1,0,No Game
2011-07-09,17,0,0,0,0,0,0,1,No Game
2011-07-10,0,0,0,0,0,0,0,1,No Game
2011-07-10,1,0,0,0,0,0,1,0,No Game
2011-07-10,8,0,0,0,0,0,0,1,No Game
2011-07-10,21,1,0,0,0,0,0,0,No Game
2011-07-10,22,0,0,0,0,0,0,1,No Game
2011-07-11,5,0,0,1,0,0,0,0,No Game
2011-07-11,19,0,0,0,0,0,0,1,No Game
2011-07-11,20,0,0,0,0,0,0,1,No Game
2011-07-11,22,1,0,0,0,0,0,0,No Game
2011-07-12,3,0,0,1,0,0,0,0,No Game
2011-07-12,10,0,0,1,0,0,0,0,No Game
2011-07-12,11,0,0,0,0,0,0,1,No Game
2011-07-12,20,0,0,0,0,0,0,1,No Game
2011-07-13,0,0,0,0,0,1,0,0,No Game
2011-07-13,7,0,0,0,0,0,0,1,No Game
2011-07-14,13,0,0,0,0,0,0,1,No Game
2011-07-15,0,0,0,0,0,0,1,0,No Game
2011-07-15,10,0,0,1,0,0,0,0,No Game
2011-07-15,16,0,0,1,0,0,0,0,No Game
2011-07-15,19,0,0,0,0,0,1,0,No Game
2011-07-16,0,0,0,0,0,0,0,1,No Game
2011-07-16,16,0,0,0,0,0,0,1,No Game
2011-07-16,17,0,1,0,0,0,0,0,No Game
2011-07-17,7,0,0,0,0,0,0,1,No Game
2011-07-17,13,0,0,0,0,0,0,1,No Game
2011-07-17,16,0,0,0,0,0,0,1,No Game
2011-07-17,19,0,0,0,0,0,0,1,No Game
2011-07-17,22,0,0,0,0,0,1,0,No Game
2011-07-18,5,0,0,0,0,0,1,0,No Game
2011-07-18,11,0,0,0,0,0,1,0,No Game
2011-07-18,12,0,1,0,0,0,0,0,No Game
2011-07-18,14,0,0,0,0,0,0,1,No Game
2011-07-19,7,0,0,1,0,0,0,0,No Game
2011-07-19,8,0,0,0,0,0,0,1,No Game
2011-07-19,10,0,0,1,0,0,0,0,No Game
2011-07-19,17,0,1,0,0,0,0,0,No Game
2011-07-19,20,0,0,1,0,0,0,0,No Game
2011-07-19,21,0,0,0,0,0,1,0,No Game
2011-07-19,23,0,0,0,0,0,1,0,No Game
2011-07-20,18,0,0,0,0,0,0,1,No Game
2011-07-20,21,0,1,0,0,0,0,0,No Game
2011-07-20,23,1,0,0,0,0,0,0,No Game
2011-07-20,23,0,0,0,0,0,0,1,No Game
2011-07-21,4,1,0,0,0,0,0,0,No Game
2011-07-21,15,0,0,0,0,0,0,1,No Game
2011-07-21,20,0,0,0,0,0,1,0,No Game
2011-07-21,21,0,0,0,0,0,1,0,No Game
2011-07-22,17,0,0,0,0,0,0,1,No Game
2011-07-22,19,1,0,0,0,0,0,0,No Game
2011-07-22,20,0,0,0,0,0,0,1,No Game
2011-07-24,1,0,0,0,0,0,0,1,No Game
2011-07-24,9,1,0,0,0,0,0,0,No Game
2011-07-24,12,0,0,1,0,0,0,0,No Game
2011-07-24,21,0,0,0,0,0,0,1,No Game
2011-07-25,2,0,0,1,0,0,0,0,No Game
2011-07-25,3,0,0,1,0,0,0,0,No Game
2011-07-25,11,0,0,0,0,0,0,1,No Game
2011-07-25,16,0,0,1,0,0,0,0,No Game
2011-07-25,20,0,0,0,0,0,0,1,No Game
2011-07-25,23,0,0,0,0,0,0,1,No Game
2011-07-26,7,0,0,1,0,0,0,0,No Game
2011-07-26,13,0,0,0,0,0,0,1,No Game
2011-07-27,2,0,0,0,0,0,1,0,No Game
2011-07-27,5,0,0,0,0,0,1,0,No Game
2011-07-27,12,0,1,0,0,0,0,0,No Game
2011-07-27,16,0,0,0,0,0,0,1,No Game
2011-07-27,19,1,0,0,0,0,0,0,No Game
2011-07-27,21,0,0,0,0,0,0,1,No Game
2011-07-28,0,1,0,0,0,0,0,0,No Game
2011-07-28,17,0,0,0,0,0,1,0,No Game
2011-07-28,20,0,0,0,0,0,0,1,No Game
2011-07-29,8,0,0,1,0,0,0,0,No Game
2011-07-29,8,0,0,1,0,0,0,0,No Game
2011-07-29,17,0,0,0,0,0,0,1,No Game
2011-07-29,21,0,0,0,0,0,0,1,No Game
2011-07-29,23,0,0,1,0,0,0,0,No Game
2011-07-29,23,0,0,0,0,0,0,1,No Game
2011-07-30,16,0,0,0,0,0,0,1,No Game
2011-07-30,19,0,0,0,0,0,0,1,No Game
2011-07-30,21,0,1,0,0,0,0,0,No Game
2011-07-30,22,0,0,0,0,0,0,1,No Game
2011-07-31,3,1,0,0,0,0,0,0,No Game
2011-07-31,20,0,0,0,0,0,0,1,No Game
2011-08-01,9,0,0,0,0,0,0,1,No Game
2011-08-01,18,0,0,1,0,0,0,0,No Game
2011-08-01,20,0,0,0,0,0,1,0,No Game
2011-08-01,23,1,0,0,0,0,0,0,No Game
2011-08-02,7,0,0,0,0,0,0,1,No Game
2011-08-02,15,0,1,0,0,0,0,0,No Game
2011-08-02,22,0,0,0,0,0,0,1,No Game
2011-08-03,17,0,0,1,0,0,0,0,No Game
2011-08-03,20,0,0,1,0,0,0,0,No Game
2011-08-03,22,1,0,0,0,0,0,0,No Game
2011-08-04,15,0,0,1,0,0,0,0,No Game
2011-08-04,17,0,0,0,0,0,0,1,No Game
2011-08-04,19,0,0,0,0,0,0,1,No Game
2011-08-04,21,0,0,0,0,0,0,1,No Game
2011-08-04,21,0,0,1,0,0,0,0,No Game
2011-08-05,0,0,0,0,0,0,0,1,No Game
2011-08-05,10,1,0,0,0,0,0,0,No Game
2011-08-05,22,1,0,0,0,0,0,0,No Game
2011-08-06,2,0,0,0,0,0,0,1,No Game
2011-08-06,3,0,0,0,0,1,0,0,No Game
2011-08-06,9,0,0,0,0,0,0,1,No Game
2011-08-06,12,1,0,0,0,0,0,0,No Game
2011-08-06,21,0,0,0,0,0,0,1,No Game
2011-08-07,12,0,1,0,0,0,0,0,No Game
2011-08-07,15,0,0,0,0,0,0,1,No Game
2011-08-07,16,1,0,0,0,0,0,0,No Game
2011-08-07,17,1,0,0,0,0,0,0,No Game
2011-08-07,22,0,0,0,0,0,0,1,No Game
2011-08-07,22,0,1,0,0,0,0,0,No Game
2011-08-08,13,0,0,1,0,0,0,0,No Game
2011-08-08,15,0,0,0,0,0,0,1,No Game
2011-08-08,18,0,0,0,0,0,1,0,No Game
2011-08-09,15,1,0,0,0,0,0,0,No Game
2011-08-09,15,0,0,0,0,0,0,1,No Game
2011-08-09,16,1,0,0,0,0,0,0,No Game
2011-08-09,21,0,0,1,0,0,0,0,No Game
2011-08-11,7,0,0,0,0,0,0,1,No Game
2011-08-11,13,0,0,0,0,0,0,1,No Game
2011-08-11,14,1,0,0,0,0,0,0,No Game
2011-08-11,14,0,0,0,0,0,0,1,No Game
2011-08-11,16,0,1,0,0,0,0,0,No Game
2011-08-11,22,0,0,0,0,0,0,1,No Game
2011-08-12,4,0,1,0,0,0,0,0,No Game
2011-08-12,20,0,0,0,0,0,0,1,No Game
2011-08-12,23,0,0,0,1,0,0,0,No Game
2011-08-13,5,1,0,0,0,0,0,0,No Game
2011-08-13,13,0,0,0,0,0,1,0,No Game
2011-08-13,19,0,0,0,0,0,0,1,No Game
2011-08-14,1,0,0,0,0,0,1,0,No Game
2011-08-14,9,0,0,0,0,0,0,1,No Game
2011-08-14,13,0,0,1,0,0,0,0,No Game
2011-08-14,17,0,0,0,0,0,0,1,No Game
2011-08-14,18,0,0,0,0,0,0,1,No Game
2011-08-15,7,0,0,1,0,0,0,0,No Game
2011-08-15,8,0,0,1,0,0,0,0,No Game
2011-08-15,13,1,0,0,0,0,0,0,No Game
2011-08-16,0,0,0,0,0,0,0,1,No Game
2011-08-16,0,0,0,1,0,0,0,0,No Game
2011-08-16,3,0,0,0,0,0,1,0,No Game
2011-08-16,10,0,0,0,0,0,0,1,No Game
2011-08-16,12,0,0,0,0,0,0,1,No Game
2011-08-17,3,0,0,0,0,0,0,1,No Game
2011-08-17,3,0,0,1,0,0,0,0,No Game
2011-08-17,19,0,0,1,0,0,0,0,No Game
2011-08-18,8,1,0,0,0,0,0,0,No Game
2011-08-18,13,0,0,0,0,0,0,1,No Game
2011-08-18,13,1,0,0,0,0,0,0,No Game
2011-08-18,14,0,0,1,0,0,0,0,No Game
2011-08-18,21,0,0,0,0,0,0,1,No Game
2011-08-19,2,0,0,1,0,0,0,0,No Game
2011-08-19,7,0,0,1,0,0,0,0,No Game
2011-08-19,8,0,0,0,0,0,0,1,No Game
2011-08-19,11,0,0,0,0,0,0,1,No Game
2011-08-19,11,1,0,0,0,0,0,0,No Game
2011-08-19,13,0,0,0,0,0,0,1,No Game
2011-08-19,16,0,1,0,0,0,0,0,No Game
2011-08-20,16,0,0,1,0,0,0,0,No Game
2011-08-20,23,0,0,0,0,0,0,1,No Game
2011-08-21,0,0,0,0,0,0,0,1,No Game
2011-08-21,0,0,0,0,0,0,0,1,No Game
2011-08-21,1,0,0,0,0,0,0,1,No Game
2011-08-21,9,0,0,0,0,0,1,0,No Game
2011-08-22,5,1,0,0,0,0,0,0,No Game
2011-08-22,13,1,0,0,0,0,0,0,No Game
2011-08-22,14,0,0,0,0,0,0,1,No Game
2011-08-22,19,0,0,0,0,0,0,1,No Game
2011-08-22,19,0,0,0,0,0,0,1,No Game
2011-08-22,21,0,0,1,0,0,0,0,No Game
2011-08-23,2,1,0,0,0,0,0,0,No Game
2011-08-23,13,0,0,0,0,0,0,1,No Game
2011-08-23,16,0,0,0,0,0,0,1,No Game
2011-08-24,14,0,0,0,0,0,0,1,No Game
2011-08-24,16,1,0,0,0,0,0,0,No Game
2011-08-24,18,0,0,0,0,0,0,1,No Game
2011-08-24,19,0,0,0,0,0,0,1,No Game
2011-08-24,20,0,0,1,0,0,0,0,No Game
2011-08-24,22,0,0,0,0,0,0,1,No Game
2011-08-25,0,1,0,0,0,0,0,0,No Game
2011-08-25,6,0,0,1,0,0,0,0,No Game
2011-08-25,11,1,0,0,0,0,0,0,No Game
2011-08-25,23,0,0,1,0,0,0,0,No Game
2011-08-26,0,0,0,0,0,0,0,1,No Game
2011-08-27,19,1,0,0,0,0,0,0,No Game
2011-08-27,23,0,0,0,0,0,0,1,No Game
2011-08-28,0,0,0,0,0,0,0,1,No Game
2011-08-28,10,0,0,1,0,0,0,0,No Game
2011-08-29,11,0,0,0,0,0,0,1,No Game
2011-08-29,12,1,0,0,0,0,0,0,No Game
2011-08-29,13,1,0,0,0,0,0,0,No Game
2011-08-29,14,1,0,0,0,0,0,0,No Game
2011-08-29,17,1,0,0,0,0,0,0,No Game
2011-08-29,19,0,0,0,0,0,0,1,No Game
2011-08-29,23,1,0,0,0,0,0,0,No Game
2011-08-29,23,1,0,0,0,0,0,0,No Game
2011-08-30,13,0,0,1,0,0,0,0,No Game
2011-08-30,18,0,0,1,0,0,0,0,No Game
2011-08-30,19,0,0,0,0,0,0,1,No Game
2011-08-30,21,1,0,0,0,0,0,0,No Game
2011-08-31,12,0,0,0,0,0,0,1,No Game
2011-09-01,3,0,0,0,0,1,0,0,No Game
2011-09-01,6,0,0,0,0,0,0,1,No Game
2011-09-01,18,0,0,0,0,0,0,1,No Game
2011-09-02,12,0,0,1,0,0,0,0,No Game
2011-09-02,14,0,1,0,0,0,0,0,No Game
2011-09-02,20,0,0,0,0,0,0,1,No Game
2011-09-02,20,0,0,1,0,0,0,0,No Game
2011-09-02,22,0,0,1,0,0,0,0,No Game
2011-09-03,0,0,0,0,0,0,0,1,Won Game
2011-09-03,13,0,0,0,0,0,0,1,Won Game
2011-09-03,17,0,0,0,0,0,0,1,Won Game
2011-09-04,4,0,0,0,0,0,1,0,No Game
2011-09-05,4,0,0,1,0,0,0,0,No Game
2011-09-05,8,0,1,0,0,0,0,0,No Game
2011-09-05,17,0,0,1,0,0,0,0,No Game
2011-09-06,15,0,1,0,0,0,0,0,No Game
2011-09-06,18,1,0,0,0,0,0,0,No Game
2011-09-06,18,0,0,1,0,0,0,0,No Game
2011-09-06,22,0,1,0,0,0,0,0,No Game
2011-09-07,0,0,0,0,0,0,0,1,No Game
2011-09-07,9,0,0,0,0,0,0,1,No Game
2011-09-07,11,0,0,1,0,0,0,0,No Game
2011-09-07,14,1,0,0,0,0,0,0,No Game
2011-09-07,19,0,0,0,0,0,0,1,No Game
2011-09-08,6,0,0,1,0,0,0,0,No Game
2011-09-08,8,0,0,1,0,0,0,0,No Game
2011-09-08,13,0,0,0,0,0,0,1,No Game
2011-09-08,19,1,0,0,0,0,0,0,No Game
2011-09-09,20,0,0,1,0,0,0,0,No Game
2011-09-09,23,0,0,0,0,0,0,1,No Game
2011-09-10,0,0,0,1,0,0,0,0,No Game
2011-09-10,1,0,0,0,0,0,0,1,No Game
2011-09-10,6,0,0,0,0,0,0,1,No Game
2011-09-10,19,0,0,0,0,0,1,0,No Game
2011-09-10,20,0,0,0,0,0,1,0,No Game
2011-09-11,9,1,0,0,0,0,0,0,No Game
2011-09-11,9,1,0,0,0,0,0,0,No Game
2011-09-12,5,0,0,0,0,0,0,1,No Game
2011-09-12,14,1,0,0,0,0,0,0,No Game
2011-09-12,18,1,0,0,0,0,0,0,No Game
2011-09-13,10,0,1,0,0,0,0,0,No Game
2011-09-13,17,0,0,1,0,0,0,0,No Game
2011-09-13,17,0,0,1,0,0,0,0,No Game
2011-09-13,17,0,0,1,0,0,0,0,No Game
2011-09-14,12,0,0,0,0,0,0,1,No Game
2011-09-15,5,1,0,0,0,0,0,0,No Game
2011-09-15,21,0,0,0,0,0,0,1,No Game
2011-09-16,10,0,0,0,0,0,0,1,No Game
2011-09-16,14,0,0,1,0,0,0,0,No Game
2011-09-16,15,0,0,0,0,0,1,0,No Game
2011-09-16,21,1,0,0,0,0,0,0,No Game
2011-09-16,23,1,0,0,0,0,0,0,No Game
2011-09-18,13,1,0,0,0,0,0,0,No Game
