,Beat,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,lat,lon,full_address,dist_stadium,game
2010-01-01,15E40x,Aggravated Assault,apartment,1.0,23.0,1.0,Friday,Jan,2010.0,29.6823316,-95.4169951,"2550 Westridge St, Houston, TX 77054, USA",0.4055340434637791,No Game
2010-01-01,15E40x,Aggravated Assault,apartment,1.0,23.0,1.0,Friday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-01,15E40x,Theft,convenience store,1.0,23.0,1.0,Friday,Jan,2010.0,29.6823316,-95.4169951,"2550 Westridge St, Houston, TX 77054, USA",0.4055340434637791,No Game
2010-01-01,15E40x,Theft,convenience store,1.0,23.0,1.0,Friday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-02,15E40x,Theft,other/unknown,1.0,0.0,2.0,Saturday,Jan,2010.0,29.6856544,-95.4256395,"3050 Murworth Dr, Houston, TX 77025, USA",0.892807079677978,No Game
2010-01-02,15E40x,Theft,hotel/motel/etc.,1.0,12.0,2.0,Saturday,Jan,2010.0,29.679291100000004,-95.403154,"1650 S Loop W, Houston, TX 77054, USA",0.5943285051269078,No Game
2010-01-03,15E40x,Auto Theft,apartment parking lot,1.0,0.0,3.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,Won Game
2010-01-03,15E40x,Burglary,apartment,1.0,1.0,3.0,Sunday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,Won Game
2010-01-03,15E40x,Auto Theft,apartment parking lot,1.0,17.0,3.0,Sunday,Jan,2010.0,29.68943239999999,-95.4192344,"8850 S Main St, Houston, TX 77025, USA",0.6004641895020073,Won Game
2010-01-03,15E40x,Theft,other parking lot,1.0,21.0,3.0,Sunday,Jan,2010.0,29.6663441,-95.3986119,"10750 Almeda Rd, Houston, TX 77045, USA",1.4637708392154807,Won Game
2010-01-03,15E40x,Theft,hotel/motel parking lot,1.0,22.0,3.0,Sunday,Jan,2010.0,29.6783768,-95.4144804,"2350 S Loop W, Houston, TX 77054, USA",0.4890060163205061,Won Game
2010-01-04,15E40x,Robbery,apartment,1.0,9.0,4.0,Monday,Jan,2010.0,29.6826402,-95.4202601,"2650 Westridge St, Houston, TX 77054, USA",0.5848248317100726,No Game
2010-01-04,15E40x,Theft,apartment parking lot,1.0,18.0,4.0,Monday,Jan,2010.0,29.6820484,-95.3872539,"8350 El Mundo St, Houston, TX 77054, USA",1.4300288082143584,No Game
2010-01-05,15E40x,Theft,drug store/medical supply,1.0,10.0,5.0,Tuesday,Jan,2010.0,29.6922457,-95.40187879999999,"7750 Fannin St, Houston, TX 77054, USA",0.7473508771398538,No Game
2010-01-05,15E40x,Auto Theft,other parking lot,1.0,12.0,5.0,Tuesday,Jan,2010.0,29.67808119999999,-95.4192213,"2650 S Loop W, Houston, TX 77054, USA",0.6809873874104293,No Game
2010-01-05,15E40x,Burglary,apartment,1.0,18.0,5.0,Tuesday,Jan,2010.0,29.6694014,-95.4201861,"9150 Lakes at 610 Dr, Houston, TX 77054, USA",1.1958277615639732,No Game
2010-01-05,15E40x,Burglary,factory/manufacturing/industrial,1.0,19.0,5.0,Tuesday,Jan,2010.0,29.67080109999999,-95.3940997,"2350 Holmes Rd, Houston, TX 77051, USA",1.390072131165481,No Game
2010-01-06,15E40x,Theft,commercial parking lot/garage,1.0,9.0,6.0,Wednesday,Jan,2010.0,29.6919222,-95.4167746,"8250 Braesmain Dr, Houston, TX 77025, USA",0.6112535284678793,No Game
2010-01-06,15E40x,Theft,apartment parking lot,1.0,11.0,6.0,Wednesday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-06,15E40x,Theft,office building,1.0,12.0,6.0,Wednesday,Jan,2010.0,29.674078,-95.3848604,"2850 Holmes Rd, Houston, TX 77051, USA",1.7256154577530745,No Game
2010-01-06,15E40x,Theft,apartment,1.0,13.0,6.0,Wednesday,Jan,2010.0,29.683528000000006,-95.39602,"8450 Cambridge St, Houston, TX 77054, USA",0.8946823661119043,No Game
2010-01-06,15E40x,Theft,apartment laundry,1.0,17.0,6.0,Wednesday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-06,15E40x,Burglary,residence/house,1.0,19.0,6.0,Wednesday,Jan,2010.0,29.6821078,-95.3960597,"2250 Naomi St, Houston, TX 77054, USA",0.9065742487090737,No Game
2010-01-07,15E40x,Theft,hotel/motel parking lot,1.0,6.0,7.0,Thursday,Jan,2010.0,29.6899253,-95.4143501,"8150 Kirby Dr, Houston, TX 77054, USA",0.4161537803516811,No Game
2010-01-07,15E40x,Burglary,apartment,1.0,11.0,7.0,Thursday,Jan,2010.0,29.6974303,-95.4049427,"7750 Greenbriar Dr, Houston, TX 77030, USA",0.9442750508272854,No Game
2010-01-07,15E40x,Auto Theft,commercial parking lot/garage,1.0,16.0,7.0,Thursday,Jan,2010.0,29.6733752,-95.3997759,"8950 Knight Rd, Houston, TX 77045, USA",1.0261934257818734,No Game
2010-01-08,15E40x,Theft,strip business center parking lot,1.0,9.0,8.0,Friday,Jan,2010.0,29.6927966,-95.4082459,"8050 N Stadium Dr, Houston, TX 77054, USA",0.5775098155852604,No Game
2010-01-08,15E40x,Theft,"electronics store, electrical sup.",1.0,13.0,8.0,Friday,Jan,2010.0,29.695383000000003,-95.4142729,"7850 S Main St, Houston, TX 77030, USA",0.7628852332918156,No Game
2010-01-08,15E40x,Theft,garage/carport,1.0,18.0,8.0,Friday,Jan,2010.0,29.679291100000004,-95.403154,"1650 S Loop W, Houston, TX 77054, USA",0.5943285051269078,No Game
2010-01-08,15E40x,Robbery,department/discount store,1.0,20.0,8.0,Friday,Jan,2010.0,29.6834862,-95.4243652,"9450 S Main St, Houston, TX 77025, USA",0.8183029236642225,No Game
2010-01-08,15E40x,Robbery,department/discount store,1.0,20.0,8.0,Friday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-08,15E40x,Auto Theft,other/unknown,1.0,20.0,8.0,Friday,Jan,2010.0,29.6834862,-95.4243652,"9450 S Main St, Houston, TX 77025, USA",0.8183029236642225,No Game
2010-01-08,15E40x,Auto Theft,other/unknown,1.0,20.0,8.0,Friday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-08,15E40x,Aggravated Assault,apartment,1.0,23.0,8.0,Friday,Jan,2010.0,29.6826402,-95.4202601,"2650 Westridge St, Houston, TX 77054, USA",0.5848248317100726,No Game
2010-01-09,15E40x,Theft,nursing home,1.0,8.0,9.0,Saturday,Jan,2010.0,29.6846066,-95.4008471,"2050 Holly Hall St, Houston, TX 77054, USA",0.6006289175336859,No Game
2010-01-09,15E40x,Theft,hotel/motel parking lot,1.0,17.0,9.0,Saturday,Jan,2010.0,29.6899253,-95.4143501,"8150 Kirby Dr, Houston, TX 77054, USA",0.4161537803516811,No Game
2010-01-09,15E40x,Theft,other parking lot,1.0,18.0,9.0,Saturday,Jan,2010.0,29.68949839999999,-95.4136259,"8450 Kirby Dr, Houston, TX 77054, USA",0.36938391941079624,No Game
2010-01-09,15E40x,Auto Theft,apartment/rental office,1.0,19.0,9.0,Saturday,Jan,2010.0,29.6931889,-95.4110869,"1350 Old Spanish Trail, Houston, TX 77054, USA",0.583376805081283,No Game
2010-01-09,15E40x,Theft,other/unknown,1.0,21.0,9.0,Saturday,Jan,2010.0,29.68949839999999,-95.4136259,"8450 Kirby Dr, Houston, TX 77054, USA",0.36938391941079624,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria,1.0,3.0,10.0,Sunday,Jan,2010.0,29.6839264,-95.4233614,"9350 S Main St, Houston, TX 77025, USA",0.7554810247162898,No Game
2010-01-10,15E40x,Robbery,restaurant/cafeteria parking lot,1.0,9.0,10.0,Sunday,Jan,2010.0,29.6778947,-95.4254324,"3050 S Loop W, Houston, TX 77025, USA",0.9960632846231989,No Game
2010-01-10,15E40x,Theft,department/discount store,1.0,10.0,10.0,Sunday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-10,15E40x,Auto Theft,grocery/supermarket parking lot,1.0,12.0,10.0,Sunday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6834472,-95.3844529,"8150 El Mundo St, Houston, TX 77054, USA",1.5890003013360146,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Theft,restaurant/cafeteria parking lot,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6834472,-95.3844529,"8150 El Mundo St, Houston, TX 77054, USA",1.5890003013360146,No Game
2010-01-10,15E40x,Burglary,condominium,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Burglary,condominium,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6781263,-95.4180171,"2550 S Loop W, Houston, TX 77054, USA",0.6269594842347209,No Game
2010-01-10,15E40x,Burglary,condominium,1.0,14.0,10.0,Sunday,Jan,2010.0,29.6834472,-95.3844529,"8150 El Mundo St, Houston, TX 77054, USA",1.5890003013360146,No Game
2010-01-10,15E40x,Theft,apartment,1.0,15.0,10.0,Sunday,Jan,2010.0,29.6851906,-95.3985319,"2150 Holly Hall St, Houston, TX 77054, USA",0.7405196580948493,No Game
2010-01-10,15E40x,Theft,convenience store,1.0,19.0,10.0,Sunday,Jan,2010.0,29.6839264,-95.4233614,"9350 S Main St, Houston, TX 77025, USA",0.7554810247162898,No Game
2010-01-10,15E40x,Theft,convenience store,1.0,19.0,10.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-10,15E40x,Burglary,apartment,1.0,19.0,10.0,Sunday,Jan,2010.0,29.6839264,-95.4233614,"9350 S Main St, Houston, TX 77025, USA",0.7554810247162898,No Game
2010-01-10,15E40x,Burglary,apartment,1.0,19.0,10.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-11,15E40x,Theft,department/discount store,1.0,17.0,11.0,Monday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-11,15E40x,Theft,apartment parking lot,1.0,19.0,11.0,Monday,Jan,2010.0,29.685277000000006,-95.3926649,"2450 Holly Hall St, Houston, TX 77054, USA",1.0933385872442476,No Game
2010-01-11,15E40x,Auto Theft,apartment parking lot,1.0,21.0,11.0,Monday,Jan,2010.0,29.6856544,-95.4256395,"3050 Murworth Dr, Houston, TX 77025, USA",0.892807079677978,No Game
2010-01-11,15E40x,Theft,apartment parking lot,1.0,22.0,11.0,Monday,Jan,2010.0,29.685277000000006,-95.3926649,"2450 Holly Hall St, Houston, TX 77054, USA",1.0933385872442476,No Game
2010-01-11,15E40x,Robbery,convenience store parking lot,1.0,23.0,11.0,Monday,Jan,2010.0,29.6825452,-95.423208,"2950 Westridge St, Houston, TX 77054, USA",0.7592217813015613,No Game
2010-01-12,15E40x,Burglary,apartment,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-12,15E40x,Burglary,apartment,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-12,15E40x,Burglary,apartment,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.67808119999999,-95.4192213,"2650 S Loop W, Houston, TX 77054, USA",0.6809873874104293,No Game
2010-01-12,15E40x,Theft,department/discount store,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-12,15E40x,Theft,department/discount store,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-12,15E40x,Theft,department/discount store,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.67808119999999,-95.4192213,"2650 S Loop W, Houston, TX 77054, USA",0.6809873874104293,No Game
2010-01-12,15E40x,Auto Theft,commercial parking lot/garage,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-12,15E40x,Auto Theft,commercial parking lot/garage,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-12,15E40x,Auto Theft,commercial parking lot/garage,1.0,8.0,12.0,Tuesday,Jan,2010.0,29.67808119999999,-95.4192213,"2650 S Loop W, Houston, TX 77054, USA",0.6809873874104293,No Game
2010-01-12,15E40x,Theft,other/unknown,1.0,10.0,12.0,Tuesday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-12,15E40x,Burglary,apartment,1.0,12.0,12.0,Tuesday,Jan,2010.0,29.6986054,-95.4032943,"7650 Phoenix Dr, Houston, TX 77030, USA",1.0582794006493335,No Game
2010-01-12,15E40x,Burglary,apartment,1.0,15.0,12.0,Tuesday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-12,15E40x,Theft,restaurant/cafeteria parking lot,1.0,19.0,12.0,Tuesday,Jan,2010.0,29.67808119999999,-95.4192213,"2650 S Loop W, Houston, TX 77054, USA",0.6809873874104293,No Game
2010-01-12,15E40x,Robbery,road/street/sidewalk,1.0,21.0,12.0,Tuesday,Jan,2010.0,29.7025038,-95.4026005,"7050 Fannin St, Houston, TX 77030, USA",1.3210399300218238,No Game
2010-01-13,15E40x,Theft,convenience store,1.0,1.0,13.0,Wednesday,Jan,2010.0,29.6814768,-95.4253667,"9550 S Main St, Houston, TX 77025, USA",0.9022316564277509,No Game
2010-01-13,15E40x,Burglary,apartment,1.0,8.0,13.0,Wednesday,Jan,2010.0,29.6890022,-95.3990941,"1850 El Paseo St, Houston, TX 77054, USA",0.7650717477006265,No Game
2010-01-13,15E40x,Auto Theft,road/street/sidewalk,1.0,12.0,13.0,Wednesday,Jan,2010.0,29.680448,-95.4204284,"2850 S Bartell Dr, Houston, TX 77054, USA",0.647848480236643,No Game
2010-01-13,15E40x,Theft,grocery/supermarket parking lot,1.0,17.0,13.0,Wednesday,Jan,2010.0,29.6899253,-95.4143501,"8150 Kirby Dr, Houston, TX 77054, USA",0.4161537803516811,No Game
2010-01-13,15E40x,Theft,convenience store,1.0,21.0,13.0,Wednesday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-14,15E40x,Theft,apartment parking lot,1.0,0.0,14.0,Thursday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-14,15E40x,Theft,convenience store,1.0,1.0,14.0,Thursday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-14,15E40x,Theft,commercial parking lot/garage,1.0,6.0,14.0,Thursday,Jan,2010.0,29.66740159999999,-95.4113362,"9350 E Point Dr, Houston, TX 77054, USA",1.1933633703195627,No Game
2010-01-14,15E40x,Burglary,apartment,1.0,9.0,14.0,Thursday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-14,15E40x,Theft,grocery/supermarket parking lot,1.0,13.0,14.0,Thursday,Jan,2010.0,29.6687684,-95.4138365,"9350 Kirby Dr, Houston, TX 77054, USA",1.113589171646446,No Game
2010-01-14,15E40x,Auto Theft,apartment parking lot,1.0,16.0,14.0,Thursday,Jan,2010.0,29.6788017,-95.4159768,"2450 S Loop W, Houston, TX 77054, USA",0.5118484671343657,No Game
2010-01-15,15E40x,Burglary,apartment,1.0,6.0,15.0,Friday,Jan,2010.0,29.6694014,-95.4201861,"9150 Lakes at 610 Dr, Houston, TX 77054, USA",1.1958277615639732,No Game
2010-01-16,15E40x,Theft,apartment parking lot,1.0,6.0,16.0,Saturday,Jan,2010.0,29.687567699999995,-95.3964961,"8250 Cambridge St, Houston, TX 77054, USA",0.8842404940017518,No Game
2010-01-16,15E40x,Theft,hotel/motel parking lot,1.0,7.0,16.0,Saturday,Jan,2010.0,29.6899253,-95.4143501,"8150 Kirby Dr, Houston, TX 77054, USA",0.4161537803516811,No Game
2010-01-16,15E40x,Theft,hotel/motel parking lot,1.0,20.0,16.0,Saturday,Jan,2010.0,29.6907997,-95.4112862,"1350 La Concha Ln, Houston, TX 77054, USA",0.4195016537594773,No Game
2010-01-16,15E40x,Theft,restaurant/cafeteria parking lot,1.0,21.0,16.0,Saturday,Jan,2010.0,29.6921817,-95.4148064,"1050 Old Spanish Trail, Houston, TX 77054, USA",0.5666538689011138,No Game
2010-01-16,15E40x,Theft,restaurant/cafeteria parking lot,1.0,21.0,16.0,Saturday,Jan,2010.0,29.6904454,-95.4184871,"8750 S Main St, Houston, TX 77025, USA",0.6060530693650311,No Game
2010-01-16,15E40x,Theft,restaurant/cafeteria parking lot,1.0,21.0,16.0,Saturday,Jan,2010.0,29.6921817,-95.4148064,"1050 Old Spanish Trail, Houston, TX 77054, USA",0.5666538689011138,No Game
2010-01-16,15E40x,Theft,restaurant/cafeteria parking lot,1.0,21.0,16.0,Saturday,Jan,2010.0,29.6904454,-95.4184871,"8750 S Main St, Houston, TX 77025, USA",0.6060530693650311,No Game
2010-01-16,15E40x,Theft,apartment parking lot,1.0,22.0,16.0,Saturday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6852115,-95.4198265,"2550 Murworth Dr, Houston, TX 77054, USA",0.5419391294002172,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6852115,-95.4198265,"2550 Murworth Dr, Houston, TX 77054, USA",0.5419391294002172,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6852115,-95.4198265,"2550 Murworth Dr, Houston, TX 77054, USA",0.5419391294002172,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6852115,-95.4198265,"2550 Murworth Dr, Houston, TX 77054, USA",0.5419391294002172,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6852115,-95.4198265,"2550 Murworth Dr, Houston, TX 77054, USA",0.5419391294002172,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6869435,-95.4033102,"8150 Fannin St, Houston, TX 77054, USA",0.477607642192256,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.68490329999999,-95.3970744,"2250 Holly Hall St, Houston, TX 77054, USA",0.8275686830771158,No Game
2010-01-17,15E40x,Theft,apartment parking lot,1.0,0.0,17.0,Sunday,Jan,2010.0,29.6952081,-95.39316180000002,"7550 Cambridge St, Houston, TX 77054, USA",1.284932959261379,No Game
2010-01-17,15E40x,Theft,bar/night club parking lot,1.0,1.0,17.0,Sunday,Jan,2010.0,29.6846937,-95.4227707,"9250 S Main St, Houston, TX 77025, USA",0.7179646596673087,No Game
2010-01-17,15E40x,Theft,road/street/sidewalk,1.0,2.0,17.0,Sunday,Jan,2010.0,29.6814768,-95.4253667,"9550 S Main St, Houston, TX 77025, USA",0.9022316564277509,No Game
2010-01-17,15E40x,Burglary,apartment,1.0,11.0,17.0,Sunday,Jan,2010.0,29.6820484,-95.3872539,"8350 El Mundo St, Houston, TX 77054, USA",1.4300288082143584,No Game
2010-01-18,15E40x,Theft,other parking lot,1.0,1.0,18.0,Monday,Jan,2010.0,29.694288300000004,-95.3922781,"7650 Cambridge St, Houston, TX 77054, USA",1.2958957250281171,No Game
2010-01-18,15E40x,Burglary,apartment,1.0,7.0,18.0,Monday,Jan,2010.0,29.6694014,-95.4201861,"9150 Lakes at 610 Dr, Houston, TX 77054, USA",1.1958277615639732,No Game
2010-01-18,15E40x,Theft,department/discount store,1.0,14.0,18.0,Monday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
2010-01-18,15E40x,Theft,department/discount store,1.0,16.0,18.0,Monday,Jan,2010.0,29.691111300000006,-95.4126675,"8250 Kirby Dr, Houston, TX 77054, USA",0.4536963497212339,No Game
2010-01-18,15E40x,Theft,restaurant/cafeteria parking lot,1.0,19.0,18.0,Monday,Jan,2010.0,29.6921817,-95.4148064,"1050 Old Spanish Trail, Houston, TX 77054, USA",0.5666538689011138,No Game
2010-01-18,15E40x,Theft,convenience store,1.0,20.0,18.0,Monday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-18,15E40x,Theft,convenience store,1.0,20.0,18.0,Monday,Jan,2010.0,29.6856359,-95.4221913,"9150 S Main St, Houston, TX 77025, USA",0.6860063777156816,No Game
2010-01-18,15E40x,Robbery,restaurant/cafeteria,1.0,20.0,18.0,Monday,Jan,2010.0,29.6845315,-95.4003129,"8350 Knight Rd, Houston, TX 77054, USA",0.6328406843075778,No Game
2010-01-18,15E40x,Robbery,restaurant/cafeteria,1.0,20.0,18.0,Monday,Jan,2010.0,29.6856359,-95.4221913,"9150 S Main St, Houston, TX 77025, USA",0.6860063777156816,No Game
2010-01-19,15E40x,Theft,apartment parking lot,1.0,0.0,19.0,Tuesday,Jan,2010.0,29.68759009999999,-95.4213276,"2850 Broadmead Dr, Houston, TX 77025, USA",0.6613543125433523,No Game
2010-01-19,15E40x,Theft,apartment parking lot,1.0,5.0,19.0,Tuesday,Jan,2010.0,29.6856544,-95.4256395,"3050 Murworth Dr, Houston, TX 77025, USA",0.892807079677978,No Game
2010-01-19,15E40x,Robbery,service/gas station,1.0,8.0,19.0,Tuesday,Jan,2010.0,29.692434,-95.4140321,"1150 Old Spanish Trail, Houston, TX 77054, USA",0.564950678477232,No Game
2010-01-19,15E40x,Theft,department/discount store,1.0,11.0,19.0,Tuesday,Jan,2010.0,29.690411600000004,-95.4176631,"8550 S Main St, Houston, TX 77025, USA",0.5677170391579041,No Game
