Date_Hour,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,block,address,tup_add
2016-02-07 15:00:00,1.5000000000000001e+41,8300-8399,CAMBRIDGE,Theft,residence/house,1,15,7,Sunday,Feb,2016,8350,8350 CAMBRIDGE,"((29.6848021, -95.39565370000001), '8350 Cambridge St, Houston, TX 77054, USA')"
2016-02-08 10:00:00,1.5000000000000001e+41,2200-2299,LOOP,Theft,restaurant or cafeteria,1,10,8,Monday,Feb,2016,2250,2250 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-08 15:00:00,1.5000000000000001e+41,1600-1699,LOOP,Theft,service or gas station,1,15,8,Monday,Feb,2016,1650,1650 LOOP,"((29.75136479999999, -95.4564523), '1650 West Loop S, Houston, TX 77027, USA')"
2016-02-08 17:00:00,1.5000000000000001e+41,3100-3199,PEMBERTON,Theft,residence/house,1,17,8,Monday,Feb,2016,3150,3150 PEMBERTON,"((29.682404, -95.426678), '3150 Pemberton Walk, Houston, TX 77025, USA')"
2016-02-09 04:00:00,1.5000000000000001e+41,7600-7699,PHOENIX,Auto Theft,apartment parking lot,1,4,9,Tuesday,Feb,2016,7650,7650 PHOENIX,"((29.6986054, -95.4032943), '7650 Phoenix Dr, Houston, TX 77030, USA')"
2016-02-09 12:00:00,1.5000000000000001e+41,7500-7599,FANNIN,Aggravated Assault,no label,1,12,9,Tuesday,Feb,2016,7550,7550 FANNIN,"((29.693928, -95.4006878), '7550 Fannin St, Houston, TX 77054, USA')"
2016-02-09 15:00:00,1.5000000000000001e+41,2200-2299,LOOP,Theft,restaurant/cafeteria parking lot,1,15,9,Tuesday,Feb,2016,2250,2250 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-09 16:00:00,1.5000000000000001e+41,7600-7699,FANNIN,Theft,hospital,1,16,9,Tuesday,Feb,2016,7650,7650 FANNIN,"((29.6922799, -95.4018356), '7650 Fannin St, Houston, TX 77054, USA')"
2016-02-09 18:00:00,1.5000000000000001e+41,2400-2499,LOOP,Auto Theft,apartment parking lot,1,18,9,Tuesday,Feb,2016,2450,2450 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-10 08:00:00,1.5000000000000001e+41,7900-7999,FANNIN,Theft,hotel or motel parking lot,1,8,10,Wednesday,Feb,2016,7950,7950 FANNIN,"((29.6895882, -95.40336339999999), '7950 Fannin St, Houston, TX 77054, USA')"
2016-02-10 09:00:00,1.5000000000000001e+41,3100-3199,BELLFORT,Burglary,maintenance or building services,1,9,10,Wednesday,Feb,2016,3150,3150 BELLFORT,"((29.6722268, -95.4293407), '3150 W Bellfort Blvd, Houston, TX 77054, USA')"
2016-02-10 13:00:00,1.5000000000000001e+41,8500-8599,MAIN,Theft,other parking lot,1,13,10,Wednesday,Feb,2016,8550,8550 MAIN,"((29.6904116, -95.4176631), '8550 S Main St, Houston, TX 77025, USA')"
2016-02-10 17:00:00,1.5000000000000001e+41,2100-2199,HOLLY HALL,Burglary,apartment,1,17,10,Wednesday,Feb,2016,2150,2150 HOLLY HALL,"((29.6851906, -95.3985319), '2150 Holly Hall St, Houston, TX 77054, USA')"
2016-02-10 19:00:00,1.5000000000000001e+41,7600-7699,PHOENIX,Burglary,apartment,1,19,10,Wednesday,Feb,2016,7650,7650 PHOENIX,"((29.6986054, -95.4032943), '7650 Phoenix Dr, Houston, TX 77030, USA')"
2016-02-11 09:00:00,1.5000000000000001e+41,8300-8399,CAMBRIDGE,Theft,garage or carport,1,9,11,Thursday,Feb,2016,8350,8350 CAMBRIDGE,"((29.6848021, -95.39565370000001), '8350 Cambridge St, Houston, TX 77054, USA')"
2016-02-11 13:00:00,1.5000000000000001e+41,9900-9999,BUFFALO SPEEDWAY,Theft,apartment parking lot,1,13,11,Thursday,Feb,2016,9950,9950 BUFFALO SPEEDWAY,"((29.6745626, -95.4248057), '9950 Buffalo Speedway, Houston, TX 77054, USA')"
2016-02-11 14:00:00,1.5000000000000001e+41,8500-8599,MAIN,Robbery,grocery store or supermarket,1,14,11,Thursday,Feb,2016,8550,8550 MAIN,"((29.6904116, -95.4176631), '8550 S Main St, Houston, TX 77025, USA')"
2016-02-12 08:00:00,1.5000000000000001e+41,8500-8599,ALMEDA,Auto Theft,hotel or motel parking lot,1,8,12,Friday,Feb,2016,8550,8550 ALMEDA,"((29.6813553, -95.39340299999999), '8550 Almeda Rd, Houston, TX 77054, USA')"
2016-02-12 08:00:00,1.5000000000000001e+41,2200-2299,NAOMI,Theft,driveway,1,8,12,Friday,Feb,2016,2250,2250 NAOMI,"((29.6821078, -95.3960597), '2250 Naomi St, Houston, TX 77054, USA')"
2016-02-12 09:00:00,1.5000000000000001e+41,8300-8399,KNIGHT,Theft,convenience store,1,9,12,Friday,Feb,2016,8350,8350 KNIGHT,"((29.6845315, -95.40031289999999), '8350 Knight Rd, Houston, TX 77054, USA')"
2016-02-12 14:00:00,1.5000000000000001e+41,8300-8399,CAMBRIDGE,Theft,apartment parking lot,1,14,12,Friday,Feb,2016,8350,8350 CAMBRIDGE,"((29.6848021, -95.39565370000001), '8350 Cambridge St, Houston, TX 77054, USA')"
2016-02-12 19:00:00,1.5000000000000001e+41,2600-2699,MURWORTH,Theft,apartment,1,19,12,Friday,Feb,2016,2650,2650 MURWORTH,"((29.6852115, -95.41982650000001), '2650 Murworth Dr, Houston, TX 77054, USA')"
2016-02-13 08:00:00,1.5000000000000001e+41,9400-9499,MAIN,Theft,hotel or motel parking lot,1,8,13,Saturday,Feb,2016,9450,9450 MAIN,"((29.6834862, -95.4243652), '9450 S Main St, Houston, TX 77025, USA')"
2016-02-13 10:00:00,1.5000000000000001e+41,10000-10099,FANNIN,Burglary,miscellaneous business (non-specific),1,10,13,Saturday,Feb,2016,10050,10050 FANNIN,"((29.6593036, -95.4058316), '10050 Fannin St, Houston, TX 77045, USA')"
2016-02-13 11:00:00,1.5000000000000001e+41,9400-9499,MAIN,Theft,bar or night club parking lot,1,11,13,Saturday,Feb,2016,9450,9450 MAIN,"((29.6834862, -95.4243652), '9450 S Main St, Houston, TX 77025, USA')"
2016-02-13 16:00:00,1.5000000000000001e+41,7900-7999,MAIN,Theft,no label,1,16,13,Saturday,Feb,2016,7950,7950 MAIN,"((29.6944445, -95.41566850000001), '7950 S Main St, Houston, TX 77025, USA')"
2016-02-14 02:00:00,1.5000000000000001e+41,2900-2999,WESTRIDGE,Theft,strip business center parking lot,1,2,14,Sunday,Feb,2016,2950,2950 WESTRIDGE,"((29.6825452, -95.423208), '2950 Westridge St, Houston, TX 77054, USA')"
2016-02-14 13:00:00,1.5000000000000001e+41,3000-3099,MURWORTH,Burglary,apartment,1,13,14,Sunday,Feb,2016,3050,3050 MURWORTH,"((29.6856544, -95.4256395), '3050 Murworth Dr, Houston, TX 77025, USA')"
2016-02-14 16:00:00,1.5000000000000001e+41,9400-9499,MAIN,Auto Theft,strip business center parking lot,1,16,14,Sunday,Feb,2016,9450,9450 MAIN,"((29.6834862, -95.4243652), '9450 S Main St, Houston, TX 77025, USA')"
2016-02-15 14:00:00,1.5000000000000001e+41,2900-2999,LOOP,Theft,vehicle/auto sales/lease/auto parts store,1,14,15,Monday,Feb,2016,2950,2950 LOOP,"((29.8049225, -95.4486483), '2950 N Loop W, Houston, TX 77092, USA')"
2016-02-15 14:00:00,1.5000000000000001e+41,9100-9199,LAKES AT 610,Burglary,apartment,1,14,15,Monday,Feb,2016,9150,9150 LAKES AT 610,"((29.6694014, -95.4201861), '9150 Lakes at 610 Dr, Houston, TX 77054, USA')"
2016-02-15 20:00:00,1.5000000000000001e+41,2500-2599,LOOP,Theft,restaurant/cafeteria parking lot,1,20,15,Monday,Feb,2016,2550,2550 LOOP,"((29.8082368, -95.44456679999999), '2550 N Loop W #4006, Houston, TX 77092, USA')"
2016-02-15 20:00:00,1.5000000000000001e+41,2500-2599,LOOP,Theft,restaurant/cafeteria parking lot,1,20,15,Monday,Feb,2016,2550,2550 LOOP,"((29.8082368, -95.44456679999999), '2550 N Loop W #4006, Houston, TX 77092, USA')"
2016-02-15 21:00:00,1.5000000000000001e+41,2600-2699,LOOP,Theft,restaurant/cafeteria parking lot,1,21,15,Monday,Feb,2016,2650,2650 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-16 09:00:00,1.5000000000000001e+41,10600-10699,MAIN,Robbery,rental storage facility,1,9,16,Tuesday,Feb,2016,10650,10650 MAIN,"((29.6730191, -95.4310141), '10650 S Main St, Houston, TX 77054, USA')"
2016-02-16 12:00:00,1.5000000000000001e+41,8500-8599,MAIN,Theft,department/discount store,1,12,16,Tuesday,Feb,2016,8550,8550 MAIN,"((29.6904116, -95.4176631), '8550 S Main St, Houston, TX 77025, USA')"
2016-02-16 15:00:00,1.5000000000000001e+41,3000-3099,MURWORTH,Burglary,apartment,1,15,16,Tuesday,Feb,2016,3050,3050 MURWORTH,"((29.6856544, -95.4256395), '3050 Murworth Dr, Houston, TX 77025, USA')"
2016-02-16 18:00:00,1.5000000000000001e+41,8200-8299,CAMBRIDGE,Auto Theft,apartment parking lot,1,18,16,Tuesday,Feb,2016,8250,8250 CAMBRIDGE,"((29.6875677, -95.3964961), '8250 Cambridge St, Houston, TX 77054, USA')"
2016-02-17 06:00:00,1.5000000000000001e+41,8100-8199,KIRBY,Theft,hotel or motel parking lot,1,6,17,Wednesday,Feb,2016,8150,8150 KIRBY,"((29.6899253, -95.4143501), '8150 Kirby Dr, Houston, TX 77054, USA')"
2016-02-17 08:00:00,1.5000000000000001e+41,2400-2499,WESTRIDGE,Burglary,apartment,1,8,17,Wednesday,Feb,2016,2450,2450 WESTRIDGE,"((29.6821382, -95.41636129999999), '2450 Westridge St, Houston, TX 77054, USA')"
2016-02-17 17:00:00,1.5000000000000001e+41,7600-7699,PHOENIX,Burglary,apartment,1,17,17,Wednesday,Feb,2016,7650,7650 PHOENIX,"((29.6986054, -95.4032943), '7650 Phoenix Dr, Houston, TX 77030, USA')"
2016-02-18 14:00:00,1.5000000000000001e+41,8400-8499,KIRBY,Theft,other parking lot,1,14,18,Thursday,Feb,2016,8450,8450 KIRBY,"((29.68949839999999, -95.4136259), '8450 Kirby Dr, Houston, TX 77054, USA')"
2016-02-18 14:00:00,1.5000000000000001e+41,8300-8399,EL MUNDO,Burglary,apartment,1,14,18,Thursday,Feb,2016,8350,8350 EL MUNDO,"((29.6820484, -95.38725389999999), '8350 El Mundo St, Houston, TX 77054, USA')"
2016-02-19 06:00:00,1.5000000000000001e+41,2600-2699,LOOP,Theft,"physician, doctor, dentist's office",1,6,19,Friday,Feb,2016,2650,2650 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-19 12:00:00,1.5000000000000001e+41,2400-2499,BRAESWOOD,Theft,hospital,1,12,19,Friday,Feb,2016,2450,2450 BRAESWOOD,"((29.6969088, -95.41809719999999), '2450 S Braeswood Blvd, Houston, TX 77025, USA')"
2016-02-19 19:00:00,1.5000000000000001e+41,2600-2699,LOOP,Auto Theft,other parking lot,1,19,19,Friday,Feb,2016,2650,2650 LOOP,"((29.7604267, -95.3698028), 'Houston, TX, USA')"
2016-02-19 21:00:00,1.5000000000000001e+41,9300-9399,MAIN,Robbery,restaurant or cafeteria,1,21,19,Friday,Feb,2016,9350,9350 MAIN,"((29.6839264, -95.42336139999999), '9350 S Main St, Houston, TX 77025, USA')"
2016-02-20 09:00:00,1.5000000000000001e+41,9400-9499,MAIN,Auto Theft,miscellaneous business (non-specific),1,9,20,Saturday,Feb,2016,9450,9450 MAIN,"((29.6834862, -95.4243652), '9450 S Main St, Houston, TX 77025, USA')"
2016-02-20 09:00:00,1.5000000000000001e+41,10000-10099,MAIN,Theft,"hotel, motel, inn, etc.",1,9,20,Saturday,Feb,2016,10050,10050 MAIN,"((29.6765877, -95.4292556), '10050 S Main St, Houston, TX 77025, USA')"
