date,sum_crimes,weekday,month,mode_hr,game,seasons
2011-05-27,12,Friday,May,7,Lost Game,Regular
2011-05-28,8,Saturday,May,18,Lost Game,Regular
2011-05-29,6,Sunday,May,5,Lost Game,Regular
2011-05-30,7,Monday,May,4,No Game,No game
2011-05-31,7,Tuesday,May,17,No Game,No game
2011-06-01,8,Wednesday,Jun,8,No Game,No game
2011-06-02,3,Thursday,Jun,6,No Game,No game
2011-06-03,13,Friday,Jun,18,No Game,No game
2011-06-04,8,Saturday,Jun,16,No Game,No game
2011-06-05,9,Sunday,Jun,19,No Game,No game
2011-06-06,8,Monday,Jun,17,No Game,No game
2011-06-07,11,Tuesday,Jun,16,Lost Game,Regular
2011-06-08,8,Wednesday,Jun,15,Won Game,Regular
2011-06-09,17,Thursday,Jun,17,Lost Game,Regular
2011-06-10,6,Friday,Jun,19,Lost Game,Regular
2011-06-11,17,Saturday,Jun,17,Lost Game,Regular
2011-06-12,12,Sunday,Jun,0,Lost Game,Regular
2011-06-13,7,Monday,Jun,2,Won Game,Regular
2011-06-14,6,Tuesday,Jun,21,Lost Game,Regular
2011-06-15,10,Wednesday,Jun,0,Lost Game,Regular
2011-06-16,13,Thursday,Jun,13,Lost Game,Regular
2011-06-17,11,Friday,Jun,18,No Game,No game
2011-06-18,12,Saturday,Jun,0,No Game,No game
2011-06-19,7,Sunday,Jun,18,No Game,No game
2011-06-20,8,Monday,Jun,0,No Game,No game
2011-06-21,11,Tuesday,Jun,21,No Game,No game
2011-06-22,4,Wednesday,Jun,0,No Game,No game
2011-06-23,6,Thursday,Jun,7,No Game,No game
2011-06-24,5,Friday,Jun,7,Lost Game,Regular
2011-06-25,8,Saturday,Jun,0,Lost Game,Regular
2011-06-26,10,Sunday,Jun,0,Lost Game,Regular
2011-06-27,5,Monday,Jun,3,No Game,No game
2011-06-28,7,Tuesday,Jun,4,Lost Game,Regular
2011-06-29,7,Wednesday,Jun,18,Lost Game,Regular
2011-06-30,7,Thursday,Jun,7,Won Game,Regular
2011-07-01,7,Friday,Jul,16,Lost Game,Regular
2011-07-02,9,Saturday,Jul,20,Lost Game,Regular
2011-07-03,11,Sunday,Jul,0,Lost Game,Regular
2011-07-04,6,Monday,Jul,0,No Game,No game
2011-07-05,8,Tuesday,Jul,9,No Game,No game
2011-07-06,12,Wednesday,Jul,12,No Game,No game
2011-07-07,8,Thursday,Jul,8,No Game,No game
2011-07-08,16,Friday,Jul,22,No Game,No game
2011-07-09,16,Saturday,Jul,0,No Game,No game
2011-07-10,4,Sunday,Jul,2,No Game,No game
2011-07-11,8,Monday,Jul,14,No Game,No game
2011-07-12,5,Tuesday,Jul,1,No Game,No game
2011-07-13,8,Wednesday,Jul,1,No Game,No game
2011-07-14,9,Thursday,Jul,17,No Game,No game
2011-07-15,10,Friday,Jul,13,Lost Game,Regular
2011-07-16,9,Saturday,Jul,18,Won Game,Regular
2011-07-17,15,Sunday,Jul,1,Lost Game,Regular
2011-07-18,13,Monday,Jul,21,Lost Game,Regular
2011-07-19,9,Tuesday,Jul,19,Won Game,Regular
2011-07-20,5,Wednesday,Jul,9,Won Game,Regular
2011-07-21,7,Thursday,Jul,7,No Game,No game
2011-07-22,11,Friday,Jul,7,No Game,No game
2011-07-23,11,Saturday,Jul,0,No Game,No game
2011-07-24,9,Sunday,Jul,0,No Game,No game
2011-07-25,9,Monday,Jul,1,No Game,No game
2011-07-26,6,Tuesday,Jul,9,No Game,No game
2011-07-27,7,Wednesday,Jul,8,No Game,No game
2011-07-28,11,Thursday,Jul,13,No Game,No game
2011-07-29,5,Friday,Jul,10,No Game,No game
2011-07-30,7,Saturday,Jul,22,No Game,No game
2011-07-31,4,Sunday,Jul,1,No Game,No game
2011-08-01,11,Monday,Aug,0,Won Game,Regular
2011-08-02,6,Tuesday,Aug,22,Lost Game,Regular
2011-08-03,4,Wednesday,Aug,14,Won Game,Regular
2011-08-04,7,Thursday,Aug,16,No Game,No game
2011-08-05,6,Friday,Aug,18,Lost Game,Regular
2011-08-06,9,Saturday,Aug,17,Lost Game,Regular
2011-08-07,8,Sunday,Aug,1,Lost Game,Regular
2011-08-08,2,Monday,Aug,2,No Game,No game
2011-08-09,8,Tuesday,Aug,8,No Game,No game
2011-08-10,6,Wednesday,Aug,16,No Game,No game
2011-08-11,9,Thursday,Aug,17,No Game,No game
2011-08-12,10,Friday,Aug,17,No Game,No game
2011-08-13,3,Saturday,Aug,2,No Game,No game
2011-08-14,8,Sunday,Aug,0,No Game,No game
2011-08-15,3,Monday,Aug,8,Lost Game,Regular
2011-08-16,6,Tuesday,Aug,14,Won Game,Regular
2011-08-17,6,Wednesday,Aug,15,Won Game,Regular
2011-08-18,12,Thursday,Aug,8,No Game,No game
2011-08-19,7,Friday,Aug,10,Won Game,Regular
2011-08-20,12,Saturday,Aug,1,Won Game,Regular
2011-08-21,6,Sunday,Aug,15,Lost Game,Regular
2011-08-22,5,Monday,Aug,14,No Game,No game
2011-08-23,11,Tuesday,Aug,13,No Game,No game
2011-08-24,2,Wednesday,Aug,9,No Game,No game
2011-08-25,10,Thursday,Aug,21,No Game,No game
2011-08-26,12,Friday,Aug,23,No Game,No game
2011-08-27,12,Saturday,Aug,1,No Game,No game
2011-08-28,6,Sunday,Aug,1,No Game,No game
2011-08-29,14,Monday,Aug,20,Won Game,Regular
2011-08-30,5,Tuesday,Aug,14,Won Game,Regular
2011-08-31,6,Wednesday,Aug,0,Won Game,Regular
2011-09-01,6,Thursday,Sep,0,No Game,No game
2011-09-02,5,Friday,Sep,0,Lost Game,Regular
2011-09-03,12,Saturday,Sep,14,Lost Game,Regular
2011-09-04,8,Sunday,Sep,0,Lost Game,Regular
2011-09-06,8,Tuesday,Sep,9,No Game,No game
2011-09-07,6,Wednesday,Sep,7,No Game,No game
2011-09-08,7,Thursday,Sep,3,No Game,No game
2011-09-09,6,Friday,Sep,23,No Game,No game
2011-09-10,10,Saturday,Sep,7,No Game,No game
2011-09-11,5,Sunday,Sep,2,No Game,No game
2011-09-12,3,Monday,Sep,0,Won Game,Regular
2011-09-13,8,Tuesday,Sep,9,Won Game,Regular
2011-09-14,2,Wednesday,Sep,9,Lost Game,Regular
2011-09-15,7,Thursday,Sep,7,No Game,No game
2011-09-16,7,Friday,Sep,22,No Game,No game
2011-09-17,9,Saturday,Sep,18,No Game,No game
2011-09-18,11,Sunday,Sep,1,No Game,No game
2011-09-19,7,Monday,Sep,1,No Game,No game
2011-09-20,5,Tuesday,Sep,9,No Game,No game
2011-09-21,8,Wednesday,Sep,16,No Game,No game
2011-09-22,6,Thursday,Sep,12,Won Game,Regular
2011-09-23,12,Friday,Sep,17,Won Game,Regular
2011-09-24,15,Saturday,Sep,15,Lost Game,Regular
2011-09-25,7,Sunday,Sep,0,Lost Game,Regular
2011-09-26,8,Monday,Sep,18,Won Game,Regular
2011-09-27,2,Tuesday,Sep,18,Lost Game,Regular
2011-09-28,8,Wednesday,Sep,9,Lost Game,Regular
2011-09-29,5,Thursday,Sep,2,No Game,No game
2011-09-30,4,Friday,Sep,0,No Game,No game
2011-10-01,10,Saturday,Oct,22,No Game,No game
2011-10-02,8,Sunday,Oct,1,No Game,No game
2011-10-03,11,Monday,Oct,18,No Game,No game
2011-10-04,4,Tuesday,Oct,0,No Game,No game
2011-10-05,3,Wednesday,Oct,4,No Game,No game
2011-10-06,6,Thursday,Oct,17,No Game,No game
2011-10-07,4,Friday,Oct,12,No Game,No game
2011-10-08,2,Saturday,Oct,12,No Game,No game
2011-10-09,6,Sunday,Oct,0,No Game,No game
2011-10-10,4,Monday,Oct,5,No Game,No game
2011-10-11,8,Tuesday,Oct,13,No Game,No game
2011-10-12,12,Wednesday,Oct,22,No Game,No game
2011-10-13,3,Thursday,Oct,15,No Game,No game
2011-10-14,5,Friday,Oct,23,No Game,No game
2011-10-15,11,Saturday,Oct,22,No Game,No game
2011-10-16,9,Sunday,Oct,18,No Game,No game
2011-10-17,4,Monday,Oct,8,No Game,No game
2011-10-18,6,Tuesday,Oct,16,No Game,No game
2011-10-19,4,Wednesday,Oct,0,No Game,No game
2011-10-20,6,Thursday,Oct,11,No Game,No game
2011-10-21,14,Friday,Oct,12,No Game,No game
2011-10-22,7,Saturday,Oct,23,No Game,No game
2011-10-23,10,Sunday,Oct,2,No Game,No game
2011-10-24,4,Monday,Oct,0,No Game,No game
2011-10-25,16,Tuesday,Oct,0,No Game,No game
2011-10-26,10,Wednesday,Oct,10,No Game,No game
2011-10-27,8,Thursday,Oct,0,No Game,No game
2011-10-28,6,Friday,Oct,22,No Game,No game
2011-10-29,10,Saturday,Oct,23,No Game,No game
2011-10-30,14,Sunday,Oct,3,No Game,No game
2011-10-31,3,Monday,Oct,12,No Game,No game
2011-11-01,7,Tuesday,Nov,1,No Game,No game
2011-11-02,5,Wednesday,Nov,1,No Game,No game
2011-11-03,12,Thursday,Nov,9,No Game,No game
2011-11-04,12,Friday,Nov,16,No Game,No game
2011-11-05,13,Saturday,Nov,18,No Game,No game
2011-11-06,5,Sunday,Nov,4,No Game,No game
2011-11-07,7,Monday,Nov,0,No Game,No game
2011-11-08,8,Tuesday,Nov,8,No Game,No game
2011-11-09,1,Wednesday,Nov,12,No Game,No game
2011-11-10,7,Thursday,Nov,2,No Game,No game
2011-11-11,13,Friday,Nov,11,No Game,No game
2011-11-12,9,Saturday,Nov,18,No Game,No game
2011-11-13,10,Sunday,Nov,18,No Game,No game
2011-11-14,12,Monday,Nov,21,No Game,No game
2011-11-15,4,Tuesday,Nov,14,No Game,No game
2011-11-16,3,Wednesday,Nov,7,No Game,No game
2011-11-17,9,Thursday,Nov,0,No Game,No game
2011-11-18,9,Friday,Nov,12,No Game,No game
2011-11-19,8,Saturday,Nov,0,No Game,No game
2011-11-20,13,Sunday,Nov,0,No Game,No game
2011-11-21,8,Monday,Nov,7,No Game,No game
2011-11-22,13,Tuesday,Nov,7,No Game,No game
2011-11-23,7,Wednesday,Nov,15,No Game,No game
2011-11-24,6,Thursday,Nov,1,No Game,No game
2011-11-25,5,Friday,Nov,10,No Game,No game
2011-11-26,8,Saturday,Nov,0,No Game,No game
2011-11-27,8,Sunday,Nov,0,No Game,No game
2011-11-28,5,Monday,Nov,6,No Game,No game
2011-11-29,4,Tuesday,Nov,0,No Game,No game
2011-11-30,3,Wednesday,Nov,12,No Game,No game
2011-12-01,11,Thursday,Dec,1,No Game,No game
2011-12-02,7,Friday,Dec,15,No Game,No game
2011-12-03,6,Saturday,Dec,0,No Game,No game
2011-12-04,7,Sunday,Dec,2,No Game,No game
2011-12-05,11,Monday,Dec,19,No Game,No game
2011-12-06,6,Tuesday,Dec,0,No Game,No game
2011-12-07,6,Wednesday,Dec,19,No Game,No game
2011-12-08,5,Thursday,Dec,8,No Game,No game
2011-12-09,6,Friday,Dec,12,No Game,No game
2011-12-10,6,Saturday,Dec,4,No Game,No game
2011-12-11,6,Sunday,Dec,0,No Game,No game
2011-12-12,4,Monday,Dec,6,No Game,No game
2011-12-13,6,Tuesday,Dec,11,No Game,No game
2011-12-14,6,Wednesday,Dec,3,No Game,No game
2011-12-15,4,Thursday,Dec,11,No Game,No game
2011-12-16,4,Friday,Dec,15,No Game,No game
2011-12-17,9,Saturday,Dec,9,No Game,No game
2011-12-18,6,Sunday,Dec,1,No Game,No game
2011-12-19,8,Monday,Dec,0,No Game,No game
2011-12-20,5,Tuesday,Dec,5,No Game,No game
2011-12-21,5,Wednesday,Dec,6,No Game,No game
2011-12-22,5,Thursday,Dec,17,No Game,No game
2011-12-23,8,Friday,Dec,0,No Game,No game
2011-12-24,2,Saturday,Dec,12,No Game,No game
2011-12-25,4,Sunday,Dec,6,No Game,No game
2011-12-26,6,Monday,Dec,3,No Game,No game
2011-12-27,7,Tuesday,Dec,16,No Game,No game
2011-12-28,4,Wednesday,Dec,15,No Game,No game
2011-12-29,11,Thursday,Dec,4,No Game,No game
2011-12-31,8,Saturday,Dec,2,No Game,No game
2012-01-01,17,Sunday,Jan,0,No Game,No game
2012-01-02,4,Monday,Jan,10,No Game,No game
2012-01-03,2,Tuesday,Jan,13,No Game,No game
2012-01-04,7,Wednesday,Jan,6,No Game,No game
2012-01-05,5,Thursday,Jan,0,No Game,No game
2012-01-06,6,Friday,Jan,16,No Game,No game
2012-01-07,6,Saturday,Jan,0,No Game,No game
2012-01-08,11,Sunday,Jan,2,No Game,No game
2012-01-09,4,Monday,Jan,6,No Game,No game
2012-01-10,4,Tuesday,Jan,16,No Game,No game
2012-01-11,4,Wednesday,Jan,9,No Game,No game
2012-01-12,10,Thursday,Jan,9,No Game,No game
2012-01-13,7,Friday,Jan,1,No Game,No game
2012-01-14,8,Saturday,Jan,1,No Game,No game
2012-01-15,6,Sunday,Jan,11,No Game,No game
2012-01-16,9,Monday,Jan,20,No Game,No game
2012-01-17,10,Tuesday,Jan,8,No Game,No game
2012-01-18,6,Wednesday,Jan,8,No Game,No game
2012-01-19,15,Thursday,Jan,14,No Game,No game
2012-01-20,12,Friday,Jan,21,No Game,No game
2012-01-21,6,Saturday,Jan,23,No Game,No game
2012-01-22,5,Sunday,Jan,0,No Game,No game
2012-01-23,16,Monday,Jan,11,No Game,No game
2012-01-24,6,Tuesday,Jan,0,No Game,No game
2012-01-25,6,Wednesday,Jan,19,No Game,No game
2012-01-26,15,Thursday,Jan,8,No Game,No game
2012-01-27,6,Friday,Jan,15,No Game,No game
2012-01-28,6,Saturday,Jan,4,No Game,No game
2012-01-29,2,Sunday,Jan,12,No Game,No game
2012-01-30,6,Monday,Jan,15,No Game,No game
2012-01-31,3,Tuesday,Jan,1,No Game,No game
2012-02-01,3,Wednesday,Feb,0,No Game,No game
2012-02-02,7,Thursday,Feb,0,No Game,No game
2012-02-03,1,Friday,Feb,0,No Game,No game
2012-02-04,7,Saturday,Feb,2,No Game,No game
2012-02-05,8,Sunday,Feb,0,No Game,No game
2012-02-06,5,Monday,Feb,3,No Game,No game
2012-02-07,7,Tuesday,Feb,0,No Game,No game
2012-02-08,6,Wednesday,Feb,13,No Game,No game
2012-02-09,8,Thursday,Feb,4,No Game,No game
2012-02-10,5,Friday,Feb,1,No Game,No game
2012-02-11,7,Saturday,Feb,4,No Game,No game
2012-02-12,4,Sunday,Feb,13,No Game,No game
2012-02-13,6,Monday,Feb,0,No Game,No game
2012-02-14,6,Tuesday,Feb,18,No Game,No game
2012-02-15,5,Wednesday,Feb,7,No Game,No game
2012-02-16,5,Thursday,Feb,9,No Game,No game
2012-02-17,3,Friday,Feb,16,No Game,No game
2012-02-18,8,Saturday,Feb,0,No Game,No game
2012-02-19,3,Sunday,Feb,9,No Game,No game
2012-02-20,5,Monday,Feb,8,No Game,No game
2012-02-21,7,Tuesday,Feb,7,No Game,No game
2012-02-22,6,Wednesday,Feb,10,No Game,No game
2012-02-23,4,Thursday,Feb,7,No Game,No game
2012-02-24,5,Friday,Feb,18,No Game,No game
2012-02-25,5,Saturday,Feb,0,No Game,No game
2012-02-26,3,Sunday,Feb,1,No Game,No game
2012-02-27,3,Monday,Feb,11,No Game,No game
2012-02-28,6,Tuesday,Feb,6,No Game,No game
2012-02-29,7,Wednesday,Feb,15,No Game,No game
2012-03-02,4,Friday,Mar,2,No Game,No game
2012-03-03,11,Saturday,Mar,10,No Game,No game
2012-03-04,8,Sunday,Mar,2,No Game,No game
2012-03-05,6,Monday,Mar,9,No Game,No game
2012-03-06,2,Tuesday,Mar,5,No Game,No game
2012-03-07,8,Wednesday,Mar,8,No Game,No game
2012-03-08,6,Thursday,Mar,9,No Game,No game
2012-03-09,7,Friday,Mar,0,No Game,No game
2012-03-10,9,Saturday,Mar,2,No Game,No game
2012-03-11,8,Sunday,Mar,21,No Game,No game
2012-03-12,5,Monday,Mar,14,No Game,No game
2012-03-13,6,Tuesday,Mar,0,No Game,No game
2012-03-14,7,Wednesday,Mar,9,No Game,No game
2012-03-15,8,Thursday,Mar,15,No Game,No game
2012-03-16,7,Friday,Mar,13,No Game,No game
2012-03-17,11,Saturday,Mar,0,No Game,No game
2012-03-18,11,Sunday,Mar,1,No Game,No game
2012-03-19,7,Monday,Mar,14,No Game,No game
2012-03-20,9,Tuesday,Mar,21,No Game,No game
2012-03-21,3,Wednesday,Mar,12,No Game,No game
2012-03-22,7,Thursday,Mar,10,No Game,No game
2012-03-23,5,Friday,Mar,18,No Game,No game
2012-03-24,8,Saturday,Mar,3,No Game,No game
2012-03-25,13,Sunday,Mar,17,No Game,No game
2012-03-26,5,Monday,Mar,23,No Game,No game
2012-03-27,6,Tuesday,Mar,18,No Game,No game
2012-03-28,5,Wednesday,Mar,11,No Game,No game
2012-03-29,1,Thursday,Mar,20,No Game,No game
2012-03-30,3,Friday,Mar,2,No Game,No game
2012-03-31,10,Saturday,Mar,11,No Game,No game
2012-04-01,13,Sunday,Apr,0,No Game,No game
2012-04-02,10,Monday,Apr,11,No Game,No game
2012-04-03,9,Tuesday,Apr,0,No Game,No game
2012-04-04,6,Wednesday,Apr,2,No Game,No game
2012-04-05,11,Thursday,Apr,15,No Game,No game
2012-04-06,7,Friday,Apr,2,Lost Game,Regular
2012-04-07,8,Saturday,Apr,3,Won Game,Regular
2012-04-08,11,Sunday,Apr,22,Won Game,Regular
2012-04-09,3,Monday,Apr,3,Won Game,Regular
2012-04-10,9,Tuesday,Apr,12,Lost Game,Regular
2012-04-11,9,Wednesday,Apr,17,Lost Game,Regular
2012-04-12,4,Thursday,Apr,6,No Game,No game
2012-04-13,10,Friday,Apr,2,No Game,No game
2012-04-14,12,Saturday,Apr,20,No Game,No game
2012-04-15,3,Sunday,Apr,10,No Game,No game
2012-04-16,4,Monday,Apr,0,No Game,No game
2012-04-17,5,Tuesday,Apr,0,No Game,No game
2012-04-18,6,Wednesday,Apr,8,No Game,No game
2012-04-19,9,Thursday,Apr,3,No Game,No game
2012-04-20,7,Friday,Apr,0,Lost Game,Regular
2012-04-21,7,Saturday,Apr,0,Lost Game,Regular
2012-04-22,14,Sunday,Apr,10,Won Game,Regular
2012-04-23,4,Monday,Apr,1,No Game,No game
2012-04-24,9,Tuesday,Apr,11,No Game,No game
2012-04-25,8,Wednesday,Apr,0,No Game,No game
2012-04-26,9,Thursday,Apr,21,No Game,No game
2012-04-27,11,Friday,Apr,0,No Game,No game
2012-04-28,7,Saturday,Apr,15,No Game,No game
2012-04-29,5,Sunday,Apr,16,No Game,No game
2012-04-30,7,Monday,Apr,8,Won Game,Regular
2012-05-01,7,Tuesday,May,8,Won Game,Regular
2012-05-02,8,Wednesday,May,3,Won Game,Regular
2012-05-03,6,Thursday,May,14,No Game,No game
2012-05-04,5,Friday,May,0,Won Game,Regular
2012-05-05,8,Saturday,May,0,Won Game,Regular
2012-05-06,5,Sunday,May,1,Lost Game,Regular
2012-05-07,6,Monday,May,1,Lost Game,Regular
2012-05-08,7,Tuesday,May,1,Won Game,Regular
2012-05-09,7,Wednesday,May,12,Lost Game,Regular
2012-05-10,6,Thursday,May,12,No Game,No game
2012-05-11,8,Friday,May,0,No Game,No game
2012-05-12,7,Saturday,May,23,No Game,No game
2012-05-13,3,Sunday,May,8,No Game,No game
2012-05-14,9,Monday,May,8,No Game,No game
2012-05-15,3,Tuesday,May,5,No Game,No game
2012-05-16,6,Wednesday,May,17,Won Game,Regular
2012-05-17,11,Thursday,May,6,Won Game,Regular
2012-05-18,8,Friday,May,3,Lost Game,Regular
2012-05-19,11,Saturday,May,0,Won Game,Regular
2012-05-20,7,Sunday,May,0,Lost Game,Regular
2012-05-21,5,Monday,May,11,Won Game,Regular
2012-05-22,6,Tuesday,May,8,Won Game,Regular
2012-05-23,1,Wednesday,May,13,Won Game,Regular
2012-05-24,10,Thursday,May,7,No Game,No game
2012-05-25,8,Friday,May,17,No Game,No game
2012-05-26,6,Saturday,May,6,No Game,No game
2012-05-27,2,Sunday,May,12,No Game,No game
2012-05-28,5,Monday,May,18,No Game,No game
2012-05-29,6,Tuesday,May,12,No Game,No game
2012-05-30,9,Wednesday,May,0,No Game,No game
2012-05-31,6,Thursday,May,8,No Game,No game
2012-06-01,11,Friday,Jun,10,Lost Game,Regular
2012-06-02,7,Saturday,Jun,22,Lost Game,Regular
2012-06-03,10,Sunday,Jun,12,Won Game,Regular
2012-06-04,8,Monday,Jun,20,No Game,No game
2012-06-05,10,Tuesday,Jun,0,Won Game,Regular
2012-06-06,8,Wednesday,Jun,14,Lost Game,Regular
2012-06-07,8,Thursday,Jun,19,Lost Game,Regular
2012-06-08,7,Friday,Jun,12,No Game,No game
2012-06-09,3,Saturday,Jun,13,No Game,No game
2012-06-10,4,Sunday,Jun,10,No Game,No game
2012-06-11,7,Monday,Jun,19,No Game,No game
2012-06-12,5,Tuesday,Jun,8,No Game,No game
2012-06-13,2,Wednesday,Jun,8,No Game,No game
2012-06-14,8,Thursday,Jun,0,No Game,No game
2012-06-15,11,Friday,Jun,3,No Game,No game
2012-06-16,9,Saturday,Jun,22,No Game,No game
2012-06-17,8,Sunday,Jun,3,No Game,No game
2012-06-18,9,Monday,Jun,22,Won Game,Regular
2012-06-19,6,Tuesday,Jun,18,Lost Game,Regular
2012-06-20,4,Wednesday,Jun,6,Lost Game,Regular
2012-06-21,6,Thursday,Jun,21,No Game,No game
2012-06-22,12,Friday,Jun,7,Lost Game,Regular
2012-06-23,8,Saturday,Jun,0,Won Game,Regular
2012-06-24,6,Sunday,Jun,23,Won Game,Regular
2012-06-25,6,Monday,Jun,2,Lost Game,Regular
2012-06-26,7,Tuesday,Jun,11,Won Game,Regular
2012-06-27,7,Wednesday,Jun,0,Won Game,Regular
2012-06-28,9,Thursday,Jun,2,Lost Game,Regular
2012-06-29,9,Friday,Jun,2,No Game,No game
2012-06-30,10,Saturday,Jun,0,No Game,No game
2012-07-01,9,Sunday,Jul,1,No Game,No game
2012-07-02,3,Monday,Jul,7,No Game,No game
2012-07-03,7,Tuesday,Jul,17,No Game,No game
2012-07-04,9,Wednesday,Jul,0,No Game,No game
2012-07-05,5,Thursday,Jul,0,No Game,No game
2012-07-06,6,Friday,Jul,13,Lost Game,Regular
2012-07-07,3,Saturday,Jul,0,Won Game,Regular
2012-07-08,11,Sunday,Jul,17,Lost Game,Regular
2012-07-09,5,Monday,Jul,13,No Game,No game
2012-07-10,5,Tuesday,Jul,17,No Game,No game
2012-07-11,7,Wednesday,Jul,13,No Game,No game
2012-07-12,6,Thursday,Jul,17,No Game,No game
2012-07-13,4,Friday,Jul,3,No Game,No game
2012-07-14,7,Saturday,Jul,3,No Game,No game
2012-07-15,11,Sunday,Jul,1,No Game,No game
2012-07-16,10,Monday,Jul,14,No Game,No game
2012-07-17,6,Tuesday,Jul,0,No Game,No game
2012-07-18,10,Wednesday,Jul,0,No Game,No game
2012-07-19,9,Thursday,Jul,8,No Game,No game
2012-07-20,9,Friday,Jul,23,No Game,No game
2012-07-21,18,Saturday,Jul,0,No Game,No game
2012-07-22,6,Sunday,Jul,0,No Game,No game
2012-07-23,9,Monday,Jul,11,Lost Game,Regular
2012-07-24,8,Tuesday,Jul,8,Lost Game,Regular
2012-07-25,6,Wednesday,Jul,0,Lost Game,Regular
2012-07-26,10,Thursday,Jul,16,Lost Game,Regular
2012-07-27,9,Friday,Jul,10,Lost Game,Regular
2012-07-28,11,Saturday,Jul,17,Lost Game,Regular
2012-07-29,6,Sunday,Jul,9,Won Game,Regular
2012-07-30,5,Monday,Jul,0,No Game,No game
2012-07-31,7,Tuesday,Jul,21,No Game,No game
2012-08-01,11,Wednesday,Aug,20,No Game,No game
2012-08-02,17,Thursday,Aug,22,No Game,No game
2012-08-03,11,Friday,Aug,8,No Game,No game
2012-08-04,7,Saturday,Aug,12,No Game,No game
2012-08-05,6,Sunday,Aug,13,No Game,No game
2012-08-06,7,Monday,Aug,0,Lost Game,Regular
2012-08-07,5,Tuesday,Aug,0,Lost Game,Regular
2012-08-08,7,Wednesday,Aug,0,Lost Game,Regular
2012-08-09,12,Thursday,Aug,19,Lost Game,Regular
2012-08-10,11,Friday,Aug,23,Won Game,Regular
2012-08-11,11,Saturday,Aug,0,Won Game,Regular
2012-08-12,14,Sunday,Aug,13,Lost Game,Regular
2012-08-13,10,Monday,Aug,1,No Game,No game
2012-08-14,7,Tuesday,Aug,6,No Game,No game
2012-08-15,3,Wednesday,Aug,8,No Game,No game
2012-08-16,12,Thursday,Aug,22,No Game,No game
2012-08-17,8,Friday,Aug,18,Lost Game,Regular
2012-08-18,8,Saturday,Aug,19,Lost Game,Regular
2012-08-19,7,Sunday,Aug,0,Lost Game,Regular
2012-08-20,7,Monday,Aug,20,No Game,No game
2012-08-21,9,Tuesday,Aug,8,No Game,No game
2012-08-22,10,Wednesday,Aug,0,No Game,No game
2012-08-23,10,Thursday,Aug,8,No Game,No game
2012-08-24,10,Friday,Aug,2,No Game,No game
2012-08-25,13,Saturday,Aug,11,No Game,No game
2012-08-26,6,Sunday,Aug,6,No Game,No game
2012-08-27,9,Monday,Aug,14,No Game,No game
2012-08-28,8,Tuesday,Aug,14,Lost Game,Regular
2012-08-29,9,Wednesday,Aug,0,Lost Game,Regular
2012-08-30,5,Thursday,Aug,0,Lost Game,Regular
2012-08-31,21,Friday,Aug,17,Lost Game,Regular
2012-09-01,18,Saturday,Sep,0,Won Game,Regular
2012-09-02,13,Sunday,Sep,15,Lost Game,Regular
2012-09-03,4,Monday,Sep,2,No Game,No game
2012-09-04,5,Tuesday,Sep,0,No Game,No game
2012-09-05,4,Wednesday,Sep,0,No Game,No game
2012-09-06,9,Thursday,Sep,19,No Game,No game
2012-09-07,7,Friday,Sep,15,No Game,No game
2012-09-08,9,Saturday,Sep,0,No Game,No game
2012-09-09,8,Sunday,Sep,0,No Game,No game
2012-09-10,3,Monday,Sep,8,Lost Game,Regular
2012-09-11,8,Tuesday,Sep,3,Won Game,Regular
2012-09-12,6,Wednesday,Sep,0,Lost Game,Regular
2012-09-13,21,Thursday,Sep,23,Won Game,Regular
2012-09-14,9,Friday,Sep,23,Lost Game,Regular
2012-09-15,13,Saturday,Sep,0,Won Game,Regular
2012-09-16,9,Sunday,Sep,0,Won Game,Regular
2012-09-17,11,Monday,Sep,10,No Game,No game
2012-09-18,9,Tuesday,Sep,8,No Game,No game
2012-09-19,6,Wednesday,Sep,5,No Game,No game
2012-09-20,11,Thursday,Sep,18,No Game,No game
2012-09-21,8,Friday,Sep,18,Won Game,Regular
2012-09-22,18,Saturday,Sep,22,Won Game,Regular
2012-09-23,13,Sunday,Sep,1,Lost Game,Regular
2012-09-24,5,Monday,Sep,18,Lost Game,Regular
2012-09-25,8,Tuesday,Sep,8,Lost Game,Regular
2012-09-26,11,Wednesday,Sep,12,Won Game,Regular
2012-09-27,6,Thursday,Sep,1,No Game,No game
2012-09-28,7,Friday,Sep,7,No Game,No game
2012-09-29,7,Saturday,Sep,3,No Game,No game
2012-09-30,14,Sunday,Sep,1,No Game,No game
2012-10-01,7,Monday,Oct,2,No Game,No game
2012-10-02,5,Tuesday,Oct,8,No Game,No game
2012-10-03,8,Wednesday,Oct,10,No Game,No game
2012-10-04,7,Thursday,Oct,23,No Game,No game
2012-10-05,11,Friday,Oct,11,No Game,No game
2012-10-06,14,Saturday,Oct,19,No Game,No game
2012-10-07,14,Sunday,Oct,0,No Game,No game
2012-10-08,8,Monday,Oct,4,No Game,No game
2012-10-09,5,Tuesday,Oct,6,No Game,No game
2012-10-10,9,Wednesday,Oct,12,No Game,No game
2012-10-11,8,Thursday,Oct,1,No Game,No game
2012-10-12,6,Friday,Oct,15,No Game,No game
2012-10-13,12,Saturday,Oct,1,No Game,No game
2012-10-14,13,Sunday,Oct,2,No Game,No game
2012-10-15,9,Monday,Oct,8,No Game,No game
2012-10-16,4,Tuesday,Oct,2,No Game,No game
