Date_Hour,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year
2010-01-03 16:00:00,10H80,2400-2499,SOUTH,Theft,"gym,recreat,club hse,indr pool,spa",1,16,3,Sunday,Jan,2010
2010-01-03 17:00:00,10H80,5100-5199,MORNINGSIDE,Burglary,"garden supply, nursery, florist",1,17,3,Sunday,Jan,2010
2010-01-03 22:00:00,10H80,1800-1899,MILFORD,Theft,driveway,1,22,3,Sunday,Jan,2010
2010-01-03 22:00:00,10H80,1900-1999,VASSAR,Theft,driveway,1,22,3,Sunday,Jan,2010
2010-01-04 17:00:00,10H80,2400-2499,UNIVERSITY,Theft,clothing store,1,17,4,Monday,Jan,2010
2010-01-04 18:00:00,10H80,2300-2399,WORDSWORTH,Theft,garage/carport,1,18,4,Monday,Jan,2010
2010-01-05 13:00:00,10H80,800-899,ROSEDALE,Theft,driveway,1,13,5,Tuesday,Jan,2010
2010-01-05 15:00:00,10H80,2500-2599,ROBINHOOD,Theft,condominium,1,15,5,Tuesday,Jan,2010
2010-01-05 20:00:00,10H80,2300-2399,SWIFT,Burglary,garage/carport,1,20,5,Tuesday,Jan,2010
2010-01-06 00:00:00,10H80,2300-2399,SHERIDAN,Theft,other/unknown,1,0,6,Wednesday,Jan,2010
2010-01-06 10:00:00,10H80,2500-2599,TIMES,Theft,strip business center parking lot,1,10,6,Wednesday,Jan,2010
2010-01-06 22:00:00,10H80,6900-6999,MAIN,Robbery,hotel/motel/etc.,1,22,6,Wednesday,Jan,2010
2010-01-07 12:00:00,10H80,2500-2599,UNIVERSITY,Theft,department/discount store,1,12,7,Thursday,Jan,2010
2010-01-09 08:00:00,10H80,5200-5299,MONTROSE,Theft,misc. business (non-specific),1,8,9,Saturday,Jan,2010
2010-01-09 15:00:00,10H80,4100-4199,GREENBRIAR,Theft,apartment parking lot,1,15,9,Saturday,Jan,2010
2010-01-09 20:00:00,10H80,2200-2299,BELLEFONTAINE,Burglary,condominium,1,20,9,Saturday,Jan,2010
2010-01-10 03:00:00,10H80,5600-5699,MORNINGSIDE,Theft,bar/night club,1,3,10,Sunday,Jan,2010
2010-01-11 08:00:00,10H80,2500-2599,SOUTHWEST,Theft,restaurant/cafeteria parking lot,1,8,11,Monday,Jan,2010
2010-01-11 16:00:00,10H80,5000-5099,MORNINGSIDE,Theft,other parking lot,1,16,11,Monday,Jan,2010
2010-01-12 02:00:00,10H80,2000-2099,ADDISON,Burglary,garage/carport,1,2,12,Tuesday,Jan,2010
2010-01-12 13:00:00,10H80,7400-7499,MAIN,Theft,hospital,1,13,12,Tuesday,Jan,2010
2010-01-13 02:00:00,10H80,0-99,REMINGTON,Burglary,residence/house,1,2,13,Wednesday,Jan,2010
2010-01-13 18:00:00,10H80,2500-2599,SHERIDAN,Burglary,residence/house,1,18,13,Wednesday,Jan,2010
2010-01-14 22:00:00,10H80,6600-6699,TRAVIS,Theft,hotel/motel/etc.,1,22,14,Thursday,Jan,2010
2010-01-15 21:00:00,10H80,2400-2499,DORRINGTON,Burglary,residence/house,1,21,15,Friday,Jan,2010
2010-01-16 00:00:00,10H80,5700-5799,MAIN,Theft,hotel/motel parking lot,1,0,16,Saturday,Jan,2010
2010-01-16 13:00:00,10H80,0-99,CHELSEA,Theft,misc. business (non-specific),1,13,16,Saturday,Jan,2010
2010-01-17 09:00:00,10H80,2500-2599,UNIVERSITY,Theft,department/discount store,1,9,17,Sunday,Jan,2010
2010-01-17 12:00:00,10H80,2500-2599,UNIVERSITY,Theft,clothing store,1,12,17,Sunday,Jan,2010
2010-01-17 12:00:00,10H80,2500-2599,UNIVERSITY,Theft,"gym,recreat,club hse,indr pool,spa",1,12,17,Sunday,Jan,2010
2010-01-18 08:00:00,10H80,2300-2399,SOUTHWEST,Burglary,vacant building (commercial),1,8,18,Monday,Jan,2010
2010-01-18 20:00:00,10H80,2200-2299,WROXTON,Theft,road/street/sidewalk,1,20,18,Monday,Jan,2010
2010-01-18 22:00:00,10H80,4100-4199,GREENBRIAR,Theft,apartment,1,22,18,Monday,Jan,2010
2010-01-18 23:00:00,10H80,1600-1699,VASSAR,Theft,driveway,1,23,18,Monday,Jan,2010
2010-01-19 17:00:00,10H80,1900-1999,SOUTHWEST,Theft,commercial parking lot/garage,1,17,19,Tuesday,Jan,2010
2010-01-20 12:00:00,10H80,4100-4199,GREENBRIAR,Theft,other parking lot,1,12,20,Wednesday,Jan,2010
2010-01-20 12:00:00,10H80,2300-2399,DUNSTAN,Burglary,residence/house,1,12,20,Wednesday,Jan,2010
2010-01-20 17:00:00,10H80,1700-1799,SUNSET,Burglary,other/unknown,1,17,20,Wednesday,Jan,2010
2010-01-21 11:00:00,10H80,2300-2399,SHERIDAN,Burglary,residence/house,1,11,21,Thursday,Jan,2010
