,Date_Hour,Beat,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year,lat,lon,full_address
0,2010-01-01 00:00:00,10H30,Theft,residence/house,1,0,1,Friday,Jan,2010,29.7390659,-95.3489751,"1750 Sampson St, Houston, TX 77003, USA"
1,2010-01-01 19:00:00,10H30,Theft,apartment parking lot,1,19,1,Friday,Jan,2010,29.753648300000002,-95.3510778,"550 Bastrop St, Houston, TX 77003, USA"
2,2010-01-01 20:00:00,10H30,Theft,residence/house,1,20,1,Friday,Jan,2010,29.7452984,-95.3593236,"1750 Hutchins St, Houston, TX 77003, USA"
3,2010-01-02 01:00:00,10H30,Theft,road/street/sidewalk,1,1,2,Saturday,Jan,2010,29.7466075,-95.3593348,"2050 Leeland St, Houston, TX 77003, USA"
4,2010-01-03 04:00:00,10H30,Theft,commercial parking lot/garage,1,4,3,Sunday,Jan,2010,29.7588305,-95.3514025,"1950 Commerce St, Houston, TX 77002, USA"
5,2010-01-03 18:00:00,10H30,Theft,construction site,1,18,3,Sunday,Jan,2010,29.751197700000002,-95.35618840000001,"2050 McKinney St, Houston, TX 77003, USA"
6,2010-01-04 08:00:00,10H30,Burglary,apartment,1,8,4,Monday,Jan,2010,29.741344,-95.3539779,"1750 Aden Mist Dr, Houston, TX 77003, USA"
7,2010-01-05 13:00:00,10H30,Theft,road/street/sidewalk,1,13,5,Tuesday,Jan,2010,29.7611979,-95.349207,"150 Chartres St, Houston, TX 77003, USA"
8,2010-01-05 18:00:00,10H30,Burglary,commercial building,1,18,5,Tuesday,Jan,2010,29.748863899999996,-95.3537793,"2350 Lamar St, Houston, TX 77003, USA"
9,2010-01-06 00:00:00,10H30,Theft,driveway,1,0,6,Wednesday,Jan,2010,29.7571808,-95.3652892,"950 McKinney St, Houston, TX 77002, USA"
10,2010-01-07 21:00:00,10H30,Theft,road/street/sidewalk,1,21,7,Thursday,Jan,2010,29.7502127,-95.350547,"2550 Rusk St, Houston, TX 77003, USA"
11,2010-01-08 08:00:00,10H30,Theft,other parking lot,1,8,8,Friday,Jan,2010,29.7430184,-95.3485319,"3150 Polk St, Houston, TX 77003, USA"
12,2010-01-08 16:00:00,10H30,Theft,road/street/sidewalk,1,16,8,Friday,Jan,2010,29.752322999999997,-95.3538247,"2150 Rusk St, Houston, TX 77003, USA"
13,2010-01-08 23:00:00,10H30,Theft,bar/night club parking lot,1,23,8,Friday,Jan,2010,29.7499994,-95.3558456,"2150 Lamar St, Houston, TX 77003, USA"
14,2010-01-08 23:00:00,10H30,Theft,bar/night club parking lot,1,23,8,Friday,Jan,2010,29.751197700000002,-95.35618840000001,"2050 McKinney St, Houston, TX 77003, USA"
15,2010-01-08 23:00:00,10H30,Theft,bar/night club parking lot,1,23,8,Friday,Jan,2010,29.7499994,-95.3558456,"2150 Lamar St, Houston, TX 77003, USA"
16,2010-01-08 23:00:00,10H30,Theft,bar/night club parking lot,1,23,8,Friday,Jan,2010,29.751197700000002,-95.35618840000001,"2050 McKinney St, Houston, TX 77003, USA"
17,2010-01-09 00:00:00,10H30,Burglary,misc. business (non-specific),1,0,9,Saturday,Jan,2010,29.7463608,-95.3546763,"2450 Polk St, Houston, TX 77003, USA"
18,2010-01-09 01:00:00,10H30,Theft,commercial parking lot/garage,1,1,9,Saturday,Jan,2010,29.7466075,-95.3593348,"2050 Leeland St, Houston, TX 77003, USA"
19,2010-01-11 18:00:00,10H30,Auto Theft,other/unknown,1,18,11,Monday,Jan,2010,29.736935,-95.3443579,"1850 Milby St, Houston, TX 77003, USA"
20,2010-01-11 20:00:00,10H30,Theft,residence/house,1,20,11,Monday,Jan,2010,29.7393956,-95.3433508,"1450 Milby St, Houston, TX 77003, USA"
21,2010-01-11 23:00:00,10H30,Theft,restaurant/cafeteria parking lot,1,23,11,Monday,Jan,2010,29.751197700000002,-95.35618840000001,"2050 McKinney St, Houston, TX 77003, USA"
22,2010-01-12 12:00:00,10H30,Burglary,residence/house,1,12,12,Tuesday,Jan,2010,29.7444096,-95.3523431,"2750 Clay St, Houston, TX 77003, USA"
23,2010-01-13 14:00:00,10H30,Theft,vacant building (commercial),1,14,13,Wednesday,Jan,2010,29.748863899999996,-95.3537793,"2350 Lamar St, Houston, TX 77003, USA"
24,2010-01-13 22:00:00,10H30,Robbery,road/street/sidewalk,1,22,13,Wednesday,Jan,2010,29.75480599999999,-95.404411,"1950 W Bell St, Houston, TX 77019, USA"
25,2010-01-15 14:00:00,10H30,Theft,other/unknown,1,14,15,Friday,Jan,2010,29.741094399999994,-95.3522058,"1750 Ennis St, Houston, TX 77003, USA"
26,2010-01-16 20:00:00,10H30,Theft,apartment parking lot,1,20,16,Saturday,Jan,2010,29.7574315,-95.40048360000002,"3250 W Dallas St, Houston, TX 77019, USA"
27,2010-01-16 21:00:00,10H30,Burglary,vehicle/auto sales/lease/auto parts store,1,21,16,Saturday,Jan,2010,29.7436105,-95.3580713,"2350 Jefferson St, Houston, TX 77003, USA"
28,2010-01-17 12:00:00,10H30,Theft,apartment,1,12,17,Sunday,Jan,2010,29.7488265,-95.3554452,"2250 Dallas St, Houston, TX 77003, USA"
29,2010-01-20 01:00:00,10H30,Auto Theft,road/street/sidewalk,1,1,20,Wednesday,Jan,2010,29.754006699999998,-95.3529071,"2150 Texas St, Houston, TX 77003, USA"
30,2010-01-22 19:00:00,10H30,Auto Theft,apartment parking lot,1,19,22,Friday,Jan,2010,29.7584223,-95.4056656,"3450 W Dallas St, Houston, TX 77019, USA"
31,2010-01-22 23:00:00,10H30,Theft,commercial parking lot/garage,1,23,22,Friday,Jan,2010,29.7588305,-95.3514025,"1950 Commerce St, Houston, TX 77002, USA"
32,2010-01-23 00:00:00,10H30,Theft,bar/night club parking lot,1,0,23,Saturday,Jan,2010,29.7578815,-95.3504221,"2050 Commerce St, Houston, TX 77002, USA"
33,2010-01-23 23:00:00,10H30,Theft,residence/house,1,23,23,Saturday,Jan,2010,29.750360600000004,-95.3501373,"750 Live Oak St, Houston, TX 77003, USA"
34,2010-01-24 03:00:00,10H30,Theft,bar/night club parking lot,1,3,24,Sunday,Jan,2010,29.7578815,-95.3504221,"2050 Commerce St, Houston, TX 77002, USA"
35,2010-01-24 21:00:00,10H30,Aggravated Assault,"multi-plex hme(duplex,triplex etc)",1,21,24,Sunday,Jan,2010,29.737989600000002,-95.34726009999999,"1850 Napoleon St, Houston, TX 77003, USA"
36,2010-01-24 21:00:00,10H30,Aggravated Assault,"multi-plex hme(duplex,triplex etc)",1,21,24,Sunday,Jan,2010,29.737989600000002,-95.34726009999999,"1850 Napoleon St, Houston, TX 77003, USA"
37,2010-01-24 21:00:00,10H30,Aggravated Assault,"multi-plex hme(duplex,triplex etc)",3,21,24,Sunday,Jan,2010,29.737989600000002,-95.34726009999999,"1850 Napoleon St, Houston, TX 77003, USA"
38,2010-01-24 21:00:00,10H30,Aggravated Assault,"multi-plex hme(duplex,triplex etc)",3,21,24,Sunday,Jan,2010,29.737989600000002,-95.34726009999999,"1850 Napoleon St, Houston, TX 77003, USA"
39,2010-01-24 23:00:00,10H30,Theft,road/street/sidewalk,1,23,24,Sunday,Jan,2010,29.748524800000002,-95.3477135,"2850 Rusk St, Houston, TX 77003, USA"
40,2010-01-26 17:00:00,10H30,Theft,construction site,1,17,26,Tuesday,Jan,2010,29.7584223,-95.4056656,"3450 W Dallas St, Houston, TX 77019, USA"
41,2010-01-26 19:00:00,10H30,Theft,other/unknown,1,19,26,Tuesday,Jan,2010,29.7496549,-95.3532726,"2350 McKinney St, Houston, TX 77003, USA"
42,2010-01-28 17:00:00,10H30,Theft,road/street/sidewalk,1,17,28,Thursday,Jan,2010,29.7530084,-95.35472359999999,"2050 Rusk St, Houston, TX 77003, USA"
43,2010-01-28 18:00:00,10H30,Burglary,residence/house,1,18,28,Thursday,Jan,2010,29.741782099999998,-95.3531809,"1750 Aden Dr, Houston, TX 77003, USA"
44,2010-01-29 23:00:00,10H30,Theft,road/street/sidewalk,1,23,29,Friday,Jan,2010,29.7499994,-95.3558456,"2150 Lamar St, Houston, TX 77003, USA"
45,2010-01-30 22:00:00,10H30,Robbery,road/street/sidewalk,1,22,30,Saturday,Jan,2010,29.7512776,-95.3495134,"650 Live Oak St, Houston, TX 77003, USA"
46,2010-01-31 02:00:00,10H30,Theft,bar/night club,1,2,31,Sunday,Jan,2010,29.7578815,-95.3504221,"2050 Commerce St, Houston, TX 77002, USA"
47,2010-01-31 23:00:00,10H30,Theft,"theatres,dinner theaters,auditor.",1,23,31,Sunday,Jan,2010,29.755043199999996,-95.35061479999999,"2250 Preston St, Houston, TX 77003, USA"
48,2010-02-01 09:00:00,10H30,Theft,driveway,1,9,1,Monday,Feb,2010,29.746961900000002,-95.3555075,"1350 Emancipation Ave, Houston, TX 77003, USA"
49,2010-02-02 23:00:00,10H30,Theft,road/street/sidewalk,1,23,2,Tuesday,Feb,2010,29.751717600000003,-95.3563681,"1950 McKinney St, Houston, TX 77003, USA"
50,2010-02-03 07:00:00,10H30,Burglary,residence/house,1,7,3,Wednesday,Feb,2010,29.7432383,-95.3470446,"1250 Roberts St, Houston, TX 77003, USA"
51,2010-02-03 09:00:00,10H30,Burglary,residence/house,1,9,3,Wednesday,Feb,2010,29.742749,-95.34642,"1250 Sampson St, Houston, TX 77003, USA"
