Date_Hour,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year
2010-01-01 00:00:00,10H60,2500-2599,SOUTHMORE,Burglary,apartment,1,0,1,Friday,Jan,2010
2010-01-01 00:00:00,10H60,3500-3599,MACGREGOR,Theft,apartment,1,0,1,Friday,Jan,2010
2010-01-01 04:00:00,10H60,4000-4099,CANFIELD,Robbery,bank/saving institution parking lot,1,4,1,Friday,Jan,2010
2010-01-01 06:00:00,10H60,3700-3799,ODIN,Theft,apartment,1,6,1,Friday,Jan,2010
2010-01-01 14:00:00,10H60,5500-5599,LIVE OAK,Theft,apartment,1,14,1,Friday,Jan,2010
2010-01-01 17:00:00,10H60,3200-3299,TAMPA,Burglary,residence/house,1,17,1,Friday,Jan,2010
2010-01-02 10:00:00,10H60,4400-4499,MACGREGOR,Burglary,apartment,1,10,2,Saturday,Jan,2010
2010-01-02 19:00:00,10H60,4300-4399,LIVE OAK,Theft,road/street/sidewalk,1,19,2,Saturday,Jan,2010
2010-01-02 22:00:00,10H60,3800-3899,ROSEDALE,Burglary,residence/house,1,22,2,Saturday,Jan,2010
2010-01-03 01:00:00,10H60,6500-6599,BOWLING GREEN,Aggravated Assault,road/street/sidewalk,1,1,3,Sunday,Jan,2010
2010-01-03 20:00:00,10H60,3100-3199,SOUTHMORE,Theft,other parking lot,1,20,3,Sunday,Jan,2010
2010-01-05 09:00:00,10H60,2400-2499,SOUTHMORE,Burglary,residence/house,1,9,5,Tuesday,Jan,2010
2010-01-05 09:00:00,10H60,2500-2599,MACGREGOR,Theft,road/street/sidewalk,1,9,5,Tuesday,Jan,2010
2010-01-05 13:00:00,10H60,2500-2599,OAKDALE,Theft,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1,13,5,Tuesday,Jan,2010
2010-01-06 02:00:00,10H60,2600-2699,CALUMET,Aggravated Assault,apartment,1,2,6,Wednesday,Jan,2010
2010-01-07 07:00:00,10H60,5000-5099,PAIGE,Theft,apartment parking lot,1,7,7,Thursday,Jan,2010
2010-01-07 10:00:00,10H60,3300-3399,PARKWOOD,Burglary,residence/house,1,10,7,Thursday,Jan,2010
2010-01-07 16:00:00,10H60,5500-5599,LIVE OAK,Theft,grocery/supermarket,1,16,7,Thursday,Jan,2010
2010-01-07 17:00:00,10H60,3800-3899,RUTH,Theft,driveway,1,17,7,Thursday,Jan,2010
2010-01-07 22:00:00,10H60,3300-3399,RALEIGH,Theft,bar/night club parking lot,1,22,7,Thursday,Jan,2010
2010-01-09 00:00:00,10H60,3400-3499,WICHITA,Auto Theft,road/street/sidewalk,1,0,9,Saturday,Jan,2010
2010-01-10 00:00:00,10H60,3900-3999,ENGLAND,Theft,residence/house,1,0,10,Sunday,Jan,2010
2010-01-10 04:00:00,10H60,3500-3599,DIXIE,Theft,apartment parking lot,1,4,10,Sunday,Jan,2010
2010-01-10 10:00:00,10H60,2500-2599,SOUTHMORE,Robbery,restaurant/cafeteria,1,10,10,Sunday,Jan,2010
2010-01-10 17:00:00,10H60,5900-5999,SCOTT,Robbery,department/discount store,1,17,10,Sunday,Jan,2010
2010-01-11 09:00:00,10H60,3000-3099,ARBOR,Theft,residence/house,1,9,11,Monday,Jan,2010
2010-01-11 23:00:00,10H60,3200-3299,MACGREGOR,Burglary,convenience store,1,23,11,Monday,Jan,2010
2010-01-12 09:00:00,10H60,3000-3099,WHEELER,Theft,road/street/sidewalk,1,9,12,Tuesday,Jan,2010
2010-01-12 15:00:00,10H60,2500-2599,MACGREGOR,Theft,bar/night club,1,15,12,Tuesday,Jan,2010
2010-01-12 18:00:00,10H60,6400-6499,DEL RIO,Burglary,apartment,1,18,12,Tuesday,Jan,2010
2010-01-12 20:00:00,10H60,6400-6499,DEL RIO,Auto Theft,field/woods,1,20,12,Tuesday,Jan,2010
2010-01-13 04:00:00,10H60,3000-3099,WICHITA,Theft,residence/house,1,4,13,Wednesday,Jan,2010
2010-01-13 06:00:00,10H60,3400-3499,ROSEDALE,Theft,apartment,1,6,13,Wednesday,Jan,2010
2010-01-13 11:00:00,10H60,4000-4099,GLEN COVE,Theft,residence/house,1,11,13,Wednesday,Jan,2010
2010-01-15 00:00:00,10H60,2500-2599,ROSEDALE,Theft,driveway,1,0,15,Friday,Jan,2010
2010-01-15 15:00:00,10H60,2300-2399,SOUTHMORE,Theft,service/gas station,1,15,15,Friday,Jan,2010
2010-01-15 17:00:00,10H60,2900-2999,PALM,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1,17,15,Friday,Jan,2010
2010-01-15 21:00:00,10H60,3500-3599,ROSEWOOD,Burglary,residence/house,1,21,15,Friday,Jan,2010
