,attendance,away.alias,away.game_number,away.id,away.name,broadcast.internet,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
1,66502,PHI,3.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,,,,INGEST,STL,2.0,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis Rams,7c774b08-97df-4e00-b9cd-64249dd83649,,,2002-01-27T21:27:06+00:00,24,29,"[{'period_type': 'quarter', 'id': '36618aef-27ed-4580-aa4f-fc35e268ec19', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': '5e0881c9-3324-4fd8-9e71-5056d030e1e1', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': '6d99986b-2285-4fcc-bf15-88469e2047ed', 'number': 3, 'sequence': 3, 'home_points': 9, 'away_points': 0}, {'period_type': 'quarter', 'id': '08617cf9-7df5-41d1-ad24-7044171f7c6e', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-6,701 Convention Plaza,66000,St. Louis,USA,e86a743f-ee77-490f-acfb-3187b7a9633e,Edward Jones Dome,dome,MO,artificial,63101,"Temp:  F, Wind:   mph"
0,72922,STL,3.0,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis Rams,,,,INGEST,NE,3.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,898bbbc7-b7c5-4d54-b566-a19414cfd7e2,,,2002-02-03T23:40:04+00:00,17,20,"[{'period_type': 'quarter', 'id': '38240596-c5cd-4e38-a499-2d3a27e1eb77', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'a3fb3761-86c6-4dcb-945a-f51c8a777adc', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '50712472-c987-4ba7-9033-36ee9cd92137', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '1c1f8fa6-093e-48a3-a6ee-67954a6ca662', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 14}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,"Temp: 56 F, Humidity: 29%, Wind: N 5 mph"
0,66318,NYG,1.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,SF,1.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,1b162b52-6637-4c56-9891-72ecf5b50d54,,,2003-01-05T21:47:11+00:00,38,39,"[{'period_type': 'quarter', 'id': '3546c771-a5cb-4153-8a7e-3c719e3caa48', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'ed621f12-2345-428b-b87b-255aea1c3874', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 21}, {'period_type': 'quarter', 'id': 'f913c3c0-b479-4b03-ad98-555528d9a89e', 'number': 3, 'sequence': 3, 'home_points': 8, 'away_points': 10}, {'period_type': 'quarter', 'id': 'e430a797-2155-4852-8842-dacec2ae325a', 'number': 4, 'sequence': 4, 'home_points': 17, 'away_points': 0}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,"sunny Temp: 53 F, Humidity: 96%, Wind: north 5 mph"
1,65358,ATL,1.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,,,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,98cfc11b-9aad-46fa-9f62-689ad6c073c1,,,2003-01-05T01:09:01+00:00,27,7,"[{'period_type': 'quarter', 'id': '99460c46-3a17-478b-a25f-a5129a8b9205', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '68e4390b-9d48-44e7-b0ca-6f31955645a7', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '76e92736-ea50-4fb4-b152-d12736e6c4c3', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '70f87b99-aba7-42b1-b342-7a1f153f1296', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 0}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,"Fallling temps., chance of flurries. Temp: 31 F, Humidity: 65%, Wind: SE 5 mph"
2,78524,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,NYJ,1.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,ae74f3a3-32fa-44f6-9261-165fd5f2f4c9,,,2003-01-04T21:41:17+00:00,0,41,"[{'period_type': 'quarter', 'id': '8981a495-7871-45d5-9470-61a5ec6e798d', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '48c79a69-738b-4dcb-a45c-39aa8de1bc0f', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': 'ca86fac8-0665-49ea-9ede-35fc709d07a3', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '9d6acb80-775a-4d8b-b72c-965f5206ca51', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,50 Route 120,80242,East Rutherford,,41397549-49d0-4e0f-aad3-6c82cf0214a7,Giants Stadium,outdoor,NJ,artificial,07073,"Cloudy Temp: 35 F, Humidity: 75%, Wind: NW 10 mph"
3,62595,CLE,1.0,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland Browns,,,,INGEST,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,c1f53f41-8019-460b-81a4-0ae5cb26a31d,,,2003-01-05T18:14:12+00:00,33,36,"[{'period_type': 'quarter', 'id': '74765f77-3b14-4360-b132-a56e47e5adbd', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '92cd6ba5-0993-4ff8-8190-a4cd40f5a743', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '9120aad9-8041-402c-b478-f666e8033e9c', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '41180ff2-bd03-471d-aac4-4f9e533ce027', 'number': 4, 'sequence': 4, 'home_points': 22, 'away_points': 9}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,"Light snow Temp: 27 F, Humidity: 90%, Wind: NE 5.2 kts mph"
0,66452,ATL,2.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,,,,INGEST,PHI,1.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,064108ff-3555-41af-a25a-fa00a15f4538,,,2003-01-12T01:21:45+00:00,6,20,"[{'period_type': 'quarter', 'id': '4a497e4c-41bb-40ee-8ed7-06b0b1acf790', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '4246a386-ef81-42dd-8c85-2dc24cfd1762', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 6}, {'period_type': 'quarter', 'id': '7635d16c-038a-4055-b0d2-2ceaa7e34e31', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'e7689902-71d3-45ec-9764-08253fb47e5c', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,3501 South Broad Street,65352,Philadelphia,,905f3091-107b-4e7d-af70-2e3822c09aee,Veterans Stadium,outdoor,PA,artificial,19148,"Clear Temp: 29 F, Humidity: 35%, Wind: West 10 mph"
1,62207,NYJ,2.0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,,,,INGEST,OAK,1.0,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland Raiders,2b4ce39e-be55-4e12-a0dd-a9fec7010ac8,,,2003-01-12T21:45:24+00:00,10,30,"[{'period_type': 'quarter', 'id': 'd864ddaf-9859-4660-a396-2370e3555b44', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '597d29f8-a287-44ab-9e13-056deb87f7c6', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '953c4011-e19c-4c7e-9c82-165efe32b5fb', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '9812662f-d641-4d8f-8074-39e28323f2a0', 'number': 4, 'sequence': 4, 'home_points': 13, 'away_points': 0}]",closed,-8,7000 Coliseum Way,53200,Oakland,USA,ba1ad00f-9130-462c-93f9-5612a0015117,Oakland Alameda Coliseum,outdoor,CA,turf,94621,"Mostly Cloudy Temp: 61 F, Humidity: 72%, Wind: South 13 mph"
2,65599,SF,2.0,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,,,,INGEST,TB,1.0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay Buccaneers,8279b72e-fa32-46ec-8e69-6f6a69926b91,,,2003-01-12T18:07:22+00:00,6,31,"[{'period_type': 'quarter', 'id': 'e862585b-53cf-43a9-9b42-98f42ebbcd6d', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '2ccc94f6-ebb9-4a32-ac9e-4f1518fa9cd4', 'number': 2, 'sequence': 2, 'home_points': 21, 'away_points': 3}, {'period_type': 'quarter', 'id': 'c2581587-5ebb-4477-bb8c-54559de90106', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '0e432210-cab4-41f6-966d-62459f139680', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 0}]",closed,-5,4201 North Dale Mabry Highway,65890,Tampa,USA,6fccc39c-80bc-4c81-83d9-2d5a848c8c09,Raymond James Stadium,outdoor,FL,turf,33607,"Partly cloudy, cool, chance of rain late Temp: 54 F, Humidity: 34%, Wind: NE 10 mph"
3,68809,PIT,2.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,,,,INGEST,TEN,1.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,bd780f17-59b1-4a29-be33-4097db0bee8f,,,2003-01-11T21:37:23+00:00,31,34,"[{'period_type': 'quarter', 'id': 'f213530c-0b20-4214-92b4-e2c7356736e3', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '52de6436-a909-4e24-a463-dbc4d767892c', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '82f06484-cb19-4e3d-8d2f-ab012a9f6946', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '83b701ca-ea4a-4c0f-a5ec-dfc0324b32ab', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 11}, {'period_type': 'overtime', 'id': '2a9abee4-5c27-44f0-9a94-3a635647106c', 'number': 1, 'sequence': 5, 'home_points': 3, 'away_points': 0}]",closed,-6,One Titans Way,69143,Nashville,USA,5295c1b7-c85c-49cb-9569-1707c65324e5,Nissan Stadium,outdoor,TN,turf,37213,"Sunny & Cold Temp: 34 F, Humidity: 31%, Wind: WNW 9 MPH mph"
0,66713,TB,2.0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay Buccaneers,,,,INGEST,PHI,2.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,088c0c62-f610-4204-959d-293035f4ea24,,,2003-01-19T20:08:15+00:00,27,10,"[{'period_type': 'quarter', 'id': '0cb55ec6-0bdb-4968-a51f-9106c70f9216', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '070c6635-f7e3-4c2b-8c75-f8001d1e14e8', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'f2d526fd-739e-4b4b-9cef-15bb5b0ff77c', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '3566cc2b-567f-4da7-809f-1310b74c337e', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-5,3501 South Broad Street,65352,Philadelphia,,905f3091-107b-4e7d-af70-2e3822c09aee,Veterans Stadium,outdoor,PA,artificial,19148,"Mostly Cloudy Temp: 26 F, Humidity: 48%, Wind: WNW 14 mph"
1,62544,TEN,2.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,,,,INGEST,OAK,2.0,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland Raiders,f3cbd0b6-95fd-43b5-bcf0-f97ff663224e,,,2003-01-20T00:46:26+00:00,24,41,"[{'period_type': 'quarter', 'id': 'fcc8d7bd-0d18-4c26-b554-c2a55a9b20a8', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': 'e46f8827-9b8f-4d70-9563-2951d0073a3e', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 10}, {'period_type': 'quarter', 'id': 'db407da8-4e99-4f9d-9c6c-7e58fb2d1a31', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '41cb7d2f-a9e3-42e1-bfab-1d2c5612f47d', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 0}]",closed,-8,7000 Coliseum Way,53200,Oakland,USA,ba1ad00f-9130-462c-93f9-5612a0015117,Oakland Alameda Coliseum,outdoor,CA,turf,94621,"Clear Temp: 52 F, Humidity: 80%, Wind: Northwest 9 mph"
0,67603,OAK,3.0,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland Raiders,,,,INGEST,TB,3.0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay Buccaneers,d1e46cb7-52d9-4c4a-b403-974a12f3e0af,,,2003-01-26T23:26:53+00:00,21,48,"[{'period_type': 'quarter', 'id': '9eff693a-17b8-44fb-874f-be30ce4093d9', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': 'bd4f5d25-38ef-45fe-86a8-65b12ec39758', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': '588cd316-dd3d-4e73-aa51-93e87f60d67c', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 6}, {'period_type': 'quarter', 'id': '3fe07586-4dd1-49c9-b0f0-e3747dc28d50', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 12}]",closed,-8,9449 Friars Road,70561,San Diego,USA,7ca47702-8951-45be-a4f5-3e7d78f8f399,Qualcomm Stadium,outdoor,CA,turf,92108,"Sunny Temp: 81 F, Humidity: 21%, Wind: 8 WSW mph"
0,69452,TEN,1.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,,,,INGEST,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,45c0d57e-8aee-4b62-a54e-88ef42e60f5f,,,2004-01-03T21:38:13+00:00,20,17,"[{'period_type': 'quarter', 'id': 'a35dd2df-fff3-4e51-927b-952f4bc0225d', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'be5a6c77-351c-4737-b0b7-b20f97ff03c3', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '3d68cc11-cc56-4476-9d4e-f0100d8eb739', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '127f244f-411f-4544-9dcb-e66ee9360e82', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 6}]",closed,-5,1101 Russell Street,71008,Baltimore,USA,d54faae0-0314-484f-8604-9d8dd08e1149,M&T Bank Stadium,outdoor,MD,turf,21230,"Unseasonably warm Temp: 63 F, Humidity: 65%, Wind: SW 9 mph"
1,73014,DAL,1.0,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas Cowboys,,,,INGEST,CAR,1.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,9fecfeba-240d-459f-9b43-7b90d25cde39,,,2004-01-04T01:09:19+00:00,10,29,"[{'period_type': 'quarter', 'id': 'a755a94e-aa7c-43c7-8390-f51dd7635a71', 'number': 1, 'sequence': 1, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd24e803d-7219-40d9-8be9-fb715d89371f', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': 'd321a654-9d60-42bf-83e7-fe0e8518c6ff', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'da90760f-831b-44bd-b118-dd86a7a428ce', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 7}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,"Partly Cloudy Temp: 63 F, Humidity: 81%, Wind: SSW 9 mph"
2,71457,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,a924b4b0-c3fe-4418-9dfb-2e9e7c9c2045,,,2004-01-04T18:04:57+00:00,27,33,"[{'period_type': 'quarter', 'id': '275f29b0-a6a4-41fb-9d91-2accb1e7e486', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '441b517b-32f8-467c-bc46-4fce14c65563', 'number': 2, 'sequence': 2, 'home_points': 13, 'away_points': 3}, {'period_type': 'quarter', 'id': '19316001-3f6a-4ae5-9d52-605194c218c7', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '0ab0d3d0-782a-4faf-bbb0-c440335c5d6e', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 7}, {'period_type': 'overtime', 'id': '528496d4-cdc0-4599-b031-25ca67f87e13', 'number': 1, 'sequence': 5, 'home_points': 6, 'away_points': 0}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,"Mostly cloudy Temp: 20 F, Humidity: 74%, Wind: NNW 14 mph"
3,56586,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,,,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,f47899d0-b05f-49ab-bd59-a9006ecf1943,,,2004-01-04T21:41:51+00:00,10,41,"[{'period_type': 'quarter', 'id': '128bb3f5-51cb-4fbc-8267-62b183f59da8', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 3}, {'period_type': 'quarter', 'id': '4f2832c2-c88f-4b25-9d34-424ad4b06686', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': '6fd9d21d-b12e-409b-83e8-4d6553489f5b', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'f263b8e3-22e0-4f10-96cc-eb658a23c9f7', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-5,100 South Capitol Avenue,55531,Indianapolis,,8cb20830-5bb3-4bf2-aacb-492a0d90df10,RCA Dome,dome,IN,artificial,46225,"Temp:  F, Wind:   mph"
0,68436,TEN,2.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,,,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,4e96268c-aef5-4351-aedd-ecffb8846322,,,2004-01-11T01:15:51+00:00,14,17,"[{'period_type': 'quarter', 'id': '4167b3c1-fd18-44b4-9306-dbe39003a542', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '986120fc-305e-4012-8feb-ea7bbef3352b', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '557e5c38-77c3-4eb4-a16b-4c9c9d20b3af', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '4465f282-0abf-4376-8c08-1e652d3f8813', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Clear & Very Cold Temp: 4 F, Humidity: 46%, Wind: WNW 10 mph"
1,66165,CAR,2.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,,,,INGEST,STL,1.0,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis Rams,6eddd9d4-082a-44bb-a23b-9add79e166e8,,,2004-01-10T21:36:07+00:00,29,23,"[{'period_type': 'quarter', 'id': 'e7293281-aa29-4ad7-b387-1bd0557bcbb7', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '97fdb3ac-1208-4eb1-bcc5-1140d3b544b8', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 10}, {'period_type': 'quarter', 'id': '31ccb519-ec7c-4fe2-9225-53be4d666b67', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 6}, {'period_type': 'quarter', 'id': '866e0d0b-6913-4234-b0a7-e75fa0c83af6', 'number': 4, 'sequence': 4, 'home_points': 11, 'away_points': 7}, {'period_type': 'overtime', 'id': 'a83a0e7d-559e-4b57-b5fb-8b614b6878ad', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 0}, {'period_type': 'overtime', 'id': '34ab746d-2e1b-4c46-925e-3f1f8295e050', 'number': 2, 'sequence': 6, 'home_points': 0, 'away_points': 6}]",closed,-6,701 Convention Plaza,66000,St. Louis,USA,e86a743f-ee77-490f-acfb-3187b7a9633e,Edward Jones Dome,dome,MO,artificial,63101,"Temp:  F, Wind:   mph"
2,79159,IND,2.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,KC,1.0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,6f57086e-faf6-466c-acc1-fa399048e821,,,2004-01-11T18:06:41+00:00,38,31,"[{'period_type': 'quarter', 'id': '7fa32697-ec38-410a-9269-0f7136d195a7', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': '52f702ce-0914-4fcc-a13f-838c57ac4f48', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '5d72d0fc-6f62-4802-9674-6f9877aa1381', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 10}, {'period_type': 'quarter', 'id': '14790ac5-c957-4abe-99ec-67a9895f9b17', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-6,One Arrowhead Drive,79451,Kansas City,USA,2ec4c411-dac2-403d-b091-6b6aa4a0a914,Arrowhead Stadium,outdoor,MO,turf,64129,"Clear Temp: 51 F, Humidity: 51%, Wind: SW 13 mph"
3,67707,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,,,INGEST,PHI,1.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,aac63e1e-5136-465a-9527-7466f72b16f4,,,2004-01-11T21:46:37+00:00,17,20,"[{'period_type': 'quarter', 'id': '3e253761-452b-4283-acb6-b6096fe17418', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': 'aaf74028-5e1b-4bb0-ba25-d3ab627ab2c8', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '0c22a3ab-23b5-4fb8-ae2f-3f51d9bdc6a5', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '5777402d-8657-46d8-a8b8-e648273461f1', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 3}, {'period_type': 'overtime', 'id': '82c807b6-c190-4247-860b-79fe75d398ff', 'number': 1, 'sequence': 5, 'home_points': 3, 'away_points': 0}]",closed,-5,1020 Pattison Avenue,68532,Philadelphia,USA,4fa8c29c-6626-464c-8540-314ed7535e1b,Lincoln Financial Field,outdoor,PA,turf,19148,"Clear Temp: 25 F, Humidity: 39%, Wind: SW 13 mph"
0,68436,IND,3.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,319655ff-df94-4640-aed5-0726e0deccaf,,,2004-01-18T20:06:04+00:00,14,24,"[{'period_type': 'quarter', 'id': '0dc4bb02-bd42-4f42-8a8b-34183246d995', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '76a2cb4a-af5a-4561-9f52-a3ed090f5719', 'number': 2, 'sequence': 2, 'home_points': 8, 'away_points': 0}, {'period_type': 'quarter', 'id': '4a7054d9-c75c-4654-9797-1f362694c4eb', 'number': 3, 'sequence': 3, 'home_points': 6, 'away_points': 7}, {'period_type': 'quarter', 'id': 'e3ac727f-9cf3-4573-a635-5a9e908d5a81', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 7}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Cloudy, Occasional Snow Temp: 32 F, Humidity: 100%, Wind: SSW 2 mph"
