Date,Season,home,hgoal,visitor,vgoal,winner
2015-08-01,2015,Philadelphia Union,1,New York Red Bulls,3,New York Red Bulls
2015-08-01,2015,DC United,6,Real Salt Lake,4,DC United
2015-08-01,2015,Orlando City,5,Columbus Crew,2,Orlando City
2015-08-01,2015,New England Revolution,3,Toronto FC,1,New England Revolution
2015-08-01,2015,Sporting Kansas City,1,Houston Dynamo,1,Houston Dynamo
2015-08-01,2015,Colorado Rapids,1,LA Galaxy,3,LA Galaxy
2015-08-01,2015,Seattle Sounders,0,Vancouver Whitecaps,3,Vancouver Whitecaps
2015-08-02,2015,San Jose Earthquakes,0,Portland Timbers,0,Portland Timbers
2015-08-02,2015,Chicago Fire,2,FC Dallas,0,Chicago Fire
2015-08-05,2015,Montreal Impact,1,New York Red Bulls,1,New York Red Bulls
2015-08-05,2015,Toronto FC,4,Orlando City,1,Toronto FC
2015-08-07,2015,Portland Timbers,1,Chicago Fire,0,Portland Timbers
2015-08-08,2015,Toronto FC,1,Sporting Kansas City,3,Sporting Kansas City
2015-08-08,2015,Orlando City,0,Philadelphia Union,0,Philadelphia Union
2015-08-08,2015,Montreal Impact,0,DC United,1,DC United
2015-08-08,2015,Colorado Rapids,1,Columbus Crew,2,Columbus Crew
2015-08-08,2015,Houston Dynamo,2,San Jose Earthquakes,1,Houston Dynamo
2015-08-08,2015,Vancouver Whitecaps,4,Real Salt Lake,0,Vancouver Whitecaps
2015-08-09,2015,LA Galaxy,3,Seattle Sounders,1,LA Galaxy
2015-08-09,2015,New York Red Bulls,2,New York City FC,0,New York Red Bulls
2015-08-13,2015,New York City FC,3,DC United,1,New York City FC
2015-08-14,2015,San Jose Earthquakes,1,Colorado Rapids,0,San Jose Earthquakes
2015-08-15,2015,New York Red Bulls,3,Toronto FC,0,New York Red Bulls
2015-08-15,2015,New England Revolution,2,Houston Dynamo,0,New England Revolution
2015-08-15,2015,FC Dallas,1,LA Galaxy,2,LA Galaxy
2015-08-15,2015,Sporting Kansas City,4,Vancouver Whitecaps,3,Sporting Kansas City
2015-08-15,2015,Real Salt Lake,0,Portland Timbers,1,Portland Timbers
2015-08-16,2015,Seattle Sounders,4,Orlando City,0,Seattle Sounders
2015-08-16,2015,Philadelphia Union,3,Chicago Fire,3,Chicago Fire
2015-08-19,2015,Columbus Crew,2,New York City FC,2,New York City FC
2015-08-19,2015,Sporting Kansas City,0,San Jose Earthquakes,5,San Jose Earthquakes
2015-08-21,2015,Portland Timbers,2,Houston Dynamo,2,Houston Dynamo
2015-08-22,2015,Toronto FC,5,Orlando City,0,Toronto FC
2015-08-22,2015,DC United,0,San Jose Earthquakes,2,San Jose Earthquakes
2015-08-22,2015,Columbus Crew,3,Sporting Kansas City,2,Columbus Crew
2015-08-22,2015,Montreal Impact,0,Philadelphia Union,1,Philadelphia Union
2015-08-22,2015,Chicago Fire,0,Colorado Rapids,1,Colorado Rapids
2015-08-22,2015,Real Salt Lake,2,Seattle Sounders,0,Real Salt Lake
2015-08-22,2015,Vancouver Whitecaps,1,FC Dallas,0,Vancouver Whitecaps
2015-08-23,2015,LA Galaxy,5,New York City FC,1,LA Galaxy
2015-08-26,2015,Chicago Fire,3,New York Red Bulls,2,Chicago Fire
2015-08-26,2015,Colorado Rapids,2,Houston Dynamo,1,Colorado Rapids
2015-08-28,2015,San Jose Earthquakes,1,LA Galaxy,0,San Jose Earthquakes
2015-08-29,2015,New York City FC,1,Columbus Crew,2,Columbus Crew
2015-08-29,2015,Toronto FC,2,Montreal Impact,1,Toronto FC
2015-08-29,2015,Philadelphia Union,0,New England Revolution,1,New England Revolution
2015-08-29,2015,Colorado Rapids,2,Sporting Kansas City,1,Colorado Rapids
2015-08-29,2015,Houston Dynamo,2,Vancouver Whitecaps,0,Houston Dynamo
2015-08-29,2015,FC Dallas,2,Real Salt Lake,0,FC Dallas
2015-08-29,2015,Orlando City,1,Chicago Fire,1,Chicago Fire
2015-08-30,2015,Seattle Sounders,2,Portland Timbers,1,Seattle Sounders
2015-08-30,2015,New York Red Bulls,3,DC United,0,New York Red Bulls
2015-09-05,2015,New England Revolution,3,Orlando City,0,New England Revolution
2015-09-05,2015,Montreal Impact,4,Chicago Fire,3,Montreal Impact
2015-09-05,2015,Seattle Sounders,2,Toronto FC,1,Seattle Sounders
2015-09-05,2015,San Jose Earthquakes,1,Philadelphia Union,2,Philadelphia Union
2015-09-06,2015,Columbus Crew,0,FC Dallas,3,FC Dallas
2015-09-09,2015,Vancouver Whitecaps,2,Colorado Rapids,0,Vancouver Whitecaps
2015-09-09,2015,Portland Timbers,0,Sporting Kansas City,0,Sporting Kansas City
2015-09-11,2015,New York Red Bulls,3,Chicago Fire,2,New York Red Bulls
2015-09-12,2015,Philadelphia Union,1,Columbus Crew,2,Columbus Crew
2015-09-12,2015,Houston Dynamo,1,Real Salt Lake,3,Real Salt Lake
2015-09-12,2015,FC Dallas,2,New York City FC,1,FC Dallas
2015-09-12,2015,Colorado Rapids,1,DC United,0,Colorado Rapids
2015-09-12,2015,LA Galaxy,0,Montreal Impact,0,Montreal Impact
2015-09-12,2015,San Jose Earthquakes,1,Seattle Sounders,1,Seattle Sounders
2015-09-13,2015,Toronto FC,1,New England Revolution,3,New England Revolution
2015-09-13,2015,Orlando City,3,Sporting Kansas City,1,Orlando City
2015-09-16,2015,New York City FC,2,Toronto FC,0,New York City FC
2015-09-16,2015,New England Revolution,2,New York Red Bulls,1,New England Revolution
2015-09-16,2015,San Jose Earthquakes,1,Montreal Impact,1,Montreal Impact
2015-09-18,2015,Sporting Kansas City,3,FC Dallas,1,Sporting Kansas City
2015-09-19,2015,Toronto FC,3,Colorado Rapids,1,Toronto FC
2015-09-19,2015,New York City FC,3,San Jose Earthquakes,0,New York City FC
2015-09-19,2015,Vancouver Whitecaps,0,Seattle Sounders,3,Seattle Sounders
2015-09-19,2015,DC United,1,Columbus Crew,2,Columbus Crew
2015-09-19,2015,Montreal Impact,3,New England Revolution,0,Montreal Impact
2015-09-19,2015,Chicago Fire,0,Orlando City,1,Orlando City
2015-09-19,2015,Real Salt Lake,3,LA Galaxy,0,Real Salt Lake
2015-09-20,2015,Portland Timbers,0,New York Red Bulls,2,New York Red Bulls
2015-09-20,2015,Philadelphia Union,2,Houston Dynamo,0,Philadelphia Union
2015-09-23,2015,Montreal Impact,2,Chicago Fire,1,Montreal Impact
2015-09-23,2015,Houston Dynamo,1,Sporting Kansas City,0,Houston Dynamo
2015-09-25,2015,New York Red Bulls,2,Orlando City,5,Orlando City
2015-09-26,2015,Toronto FC,3,Chicago Fire,2,Toronto FC
2015-09-26,2015,Montreal Impact,2,DC United,0,Montreal Impact
2015-09-26,2015,New England Revolution,1,Philadelphia Union,1,Philadelphia Union
2015-09-26,2015,Columbus Crew,1,Portland Timbers,2,Portland Timbers
2015-09-26,2015,Houston Dynamo,3,Colorado Rapids,2,Houston Dynamo
2015-09-26,2015,Vancouver Whitecaps,1,New York City FC,2,New York City FC
2015-09-27,2015,San Jose Earthquakes,1,Real Salt Lake,0,San Jose Earthquakes
2015-09-27,2015,LA Galaxy,3,FC Dallas,2,LA Galaxy
2015-09-27,2015,Sporting Kansas City,1,Seattle Sounders,1,Seattle Sounders
2015-10-02,2015,DC United,2,New York City FC,1,DC United
2015-10-03,2015,Toronto FC,3,Philadelphia Union,1,Toronto FC
2015-10-03,2015,New York Red Bulls,2,Columbus Crew,1,New York Red Bulls
2015-10-03,2015,Orlando City,2,Montreal Impact,1,Orlando City
2015-10-03,2015,Chicago Fire,3,New England Revolution,1,Chicago Fire
2015-10-03,2015,Portland Timbers,0,Sporting Kansas City,1,Sporting Kansas City
2015-10-03,2015,San Jose Earthquakes,1,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-10-04,2015,Colorado Rapids,1,Real Salt Lake,2,Real Salt Lake
2015-10-04,2015,FC Dallas,4,Houston Dynamo,1,FC Dallas
2015-10-04,2015,Seattle Sounders,1,LA Galaxy,1,LA Galaxy
2015-10-07,2015,New York Red Bulls,2,Montreal Impact,1,New York Red Bulls
2015-10-07,2015,Vancouver Whitecaps,0,FC Dallas,0,FC Dallas
2015-10-10,2015,Colorado Rapids,0,Montreal Impact,1,Montreal Impact
2015-10-14,2015,Toronto FC,2,New York Red Bulls,1,Toronto FC
2015-10-14,2015,FC Dallas,2,Vancouver Whitecaps,0,FC Dallas
2015-10-14,2015,Real Salt Lake,0,Portland Timbers,1,Portland Timbers
2015-10-16,2015,Orlando City,2,New York City FC,1,Orlando City
2015-10-16,2015,San Jose Earthquakes,1,Sporting Kansas City,0,San Jose Earthquakes
2015-10-17,2015,Real Salt Lake,0,FC Dallas,1,FC Dallas
2015-10-17,2015,Toronto FC,0,Columbus Crew,2,Columbus Crew
2015-10-17,2015,New England Revolution,0,Montreal Impact,1,Montreal Impact
2015-10-18,2015,LA Galaxy,2,Portland Timbers,5,Portland Timbers
2015-10-18,2015,New York Red Bulls,4,Philadelphia Union,1,New York Red Bulls
2015-10-18,2015,DC United,4,Chicago Fire,0,DC United
2015-10-18,2015,Houston Dynamo,1,Seattle Sounders,1,Seattle Sounders
2015-10-21,2015,Sporting Kansas City,0,Colorado Rapids,2,Colorado Rapids
2015-10-25,2015,Philadelphia Union,1,Orlando City,0,Philadelphia Union
2015-10-25,2015,Montreal Impact,2,Toronto FC,1,Montreal Impact
2015-10-25,2015,Columbus Crew,5,DC United,0,Columbus Crew
2015-10-25,2015,Chicago Fire,1,New York Red Bulls,2,New York Red Bulls
2015-10-25,2015,New York City FC,1,New England Revolution,3,New England Revolution
2015-10-25,2015,Portland Timbers,4,Colorado Rapids,1,Portland Timbers
2015-10-25,2015,FC Dallas,2,San Jose Earthquakes,1,FC Dallas
2015-10-25,2015,Vancouver Whitecaps,3,Houston Dynamo,0,Vancouver Whitecaps
2015-10-25,2015,Seattle Sounders,3,Real Salt Lake,1,Seattle Sounders
2015-10-25,2015,Sporting Kansas City,2,LA Galaxy,1,Sporting Kansas City
2015-10-28,2015,DC United,2,New England Revolution,1,DC United
2015-10-28,2015,Seattle Sounders,3,LA Galaxy,2,Seattle Sounders
2015-10-29,2015,Montreal Impact,3,Toronto FC,0,Montreal Impact
2015-10-29,2015,Portland Timbers,1,Sporting Kansas City,1,Sporting Kansas City
2015-11-01,2015,DC United,0,New York Red Bulls,1,New York Red Bulls
2015-11-01,2015,Montreal Impact,2,Columbus Crew,1,Montreal Impact
2015-11-01,2015,Portland Timbers,0,Vancouver Whitecaps,0,Vancouver Whitecaps
2015-11-01,2015,Seattle Sounders,2,FC Dallas,1,Seattle Sounders
2015-11-08,2015,New York Red Bulls,1,DC United,0,New York Red Bulls
2015-11-08,2015,Columbus Crew,2,Montreal Impact,1,Columbus Crew
2015-11-08,2015,Vancouver Whitecaps,0,Portland Timbers,2,Portland Timbers
2015-11-08,2015,FC Dallas,2,Seattle Sounders,1,FC Dallas
2015-11-22,2015,Columbus Crew,2,New York Red Bulls,0,Columbus Crew
2015-11-22,2015,Portland Timbers,3,FC Dallas,1,Portland Timbers
2015-11-29,2015,New York Red Bulls,1,Columbus Crew,0,New York Red Bulls
2015-11-29,2015,FC Dallas,2,Portland Timbers,2,Portland Timbers
2015-12-06,2015,Columbus Crew,1,Portland Timbers,2,Portland Timbers
2016-03-06,2016,New York Red Bulls,0,Toronto FC,2,Toronto FC
2016-03-06,2016,Orlando City,2,Real Salt Lake,2,Real Salt Lake
2016-03-06,2016,Chicago Fire,3,New York City FC,4,New York City FC
2016-03-06,2016,San Jose Earthquakes,1,Colorado Rapids,0,San Jose Earthquakes
2016-03-06,2016,Houston Dynamo,3,New England Revolution,3,New England Revolution
2016-03-06,2016,FC Dallas,2,Philadelphia Union,0,FC Dallas
2016-03-06,2016,Portland Timbers,2,Columbus Crew,1,Portland Timbers
2016-03-06,2016,Vancouver Whitecaps,2,Montreal Impact,3,Montreal Impact
2016-03-06,2016,Seattle Sounders,0,Sporting Kansas City,1,Sporting Kansas City
2016-03-06,2016,LA Galaxy,4,DC United,1,LA Galaxy
2016-03-11,2016,Orlando City,1,Chicago Fire,1,Chicago Fire
2016-03-12,2016,New England Revolution,0,DC United,0,DC United
2016-03-12,2016,Real Salt Lake,2,Seattle Sounders,1,Real Salt Lake
2016-03-12,2016,Montreal Impact,3,New York Red Bulls,0,Montreal Impact
2016-03-12,2016,Colorado Rapids,1,LA Galaxy,0,Colorado Rapids
2016-03-12,2016,Columbus Crew,1,Philadelphia Union,2,Philadelphia Union
2016-03-12,2016,Sporting Kansas City,2,Vancouver Whitecaps,1,Sporting Kansas City
2016-03-12,2016,Houston Dynamo,5,FC Dallas,0,Houston Dynamo
2016-03-13,2016,New York City FC,2,Toronto FC,2,Toronto FC
2016-03-13,2016,San Jose Earthquakes,2,Portland Timbers,1,San Jose Earthquakes
2016-03-18,2016,New York City FC,0,Orlando City,1,Orlando City
2016-03-19,2016,Chicago Fire,0,Columbus Crew,0,Columbus Crew
2016-03-19,2016,New York Red Bulls,4,Houston Dynamo,3,New York Red Bulls
2016-03-19,2016,FC Dallas,2,Montreal Impact,0,FC Dallas
2016-03-19,2016,Seattle Sounders,1,Vancouver Whitecaps,2,Vancouver Whitecaps
2016-03-19,2016,Portland Timbers,2,Real Salt Lake,2,Real Salt Lake
2016-03-19,2016,LA Galaxy,3,San Jose Earthquakes,1,LA Galaxy
2016-03-20,2016,Philadelphia Union,3,New England Revolution,0,Philadelphia Union
2016-03-20,2016,DC United,1,Colorado Rapids,1,Colorado Rapids
2016-03-20,2016,Sporting Kansas City,1,Toronto FC,0,Sporting Kansas City
2016-03-26,2016,New York City FC,1,New England Revolution,1,New England Revolution
2016-03-26,2016,DC United,0,FC Dallas,3,FC Dallas
2016-03-26,2016,Vancouver Whitecaps,1,Houston Dynamo,0,Vancouver Whitecaps
2016-04-01,2016,New England Revolution,1,New York Red Bulls,0,New England Revolution
2016-04-02,2016,Chicago Fire,1,Philadelphia Union,0,Chicago Fire
2016-04-02,2016,Colorado Rapids,1,Toronto FC,0,Colorado Rapids
2016-04-02,2016,Sporting Kansas City,1,Real Salt Lake,2,Real Salt Lake
2016-04-02,2016,FC Dallas,1,Columbus Crew,1,Columbus Crew
2016-04-02,2016,Vancouver Whitecaps,0,LA Galaxy,0,LA Galaxy
2016-04-02,2016,Seattle Sounders,1,Montreal Impact,0,Seattle Sounders
2016-04-02,2016,San Jose Earthquakes,1,DC United,1,DC United
2016-04-03,2016,Orlando City,4,Portland Timbers,1,Orlando City
2016-04-08,2016,Philadelphia Union,2,Orlando City,1,Philadelphia Union
2016-04-09,2016,New England Revolution,1,Toronto FC,1,Toronto FC
2016-04-09,2016,Montreal Impact,2,Columbus Crew,0,Montreal Impact
2016-04-09,2016,DC United,4,Vancouver Whitecaps,0,DC United
2016-04-09,2016,New York Red Bulls,0,Sporting Kansas City,2,Sporting Kansas City
2016-04-09,2016,FC Dallas,2,San Jose Earthquakes,2,San Jose Earthquakes
2016-04-09,2016,Real Salt Lake,1,Colorado Rapids,0,Real Salt Lake
2016-04-10,2016,Houston Dynamo,1,Seattle Sounders,1,Seattle Sounders
2016-04-10,2016,New York City FC,0,Chicago Fire,0,Chicago Fire
2016-04-10,2016,LA Galaxy,1,Portland Timbers,1,Portland Timbers
2016-04-13,2016,Sporting Kansas City,1,Colorado Rapids,2,Colorado Rapids
2016-04-13,2016,San Jose Earthquakes,2,New York Red Bulls,0,San Jose Earthquakes
2016-04-13,2016,Portland Timbers,1,FC Dallas,3,FC Dallas
2016-04-15,2016,Houston Dynamo,1,LA Galaxy,4,LA Galaxy
2016-04-16,2016,DC United,0,Toronto FC,1,Toronto FC
2016-04-16,2016,Chicago Fire,1,Montreal Impact,2,Montreal Impact
2016-04-16,2016,Columbus Crew,3,New York City FC,2,Columbus Crew
2016-04-16,2016,Colorado Rapids,2,New York Red Bulls,1,Colorado Rapids
2016-04-16,2016,Seattle Sounders,2,Philadelphia Union,1,Seattle Sounders
2016-04-16,2016,Real Salt Lake,1,Vancouver Whitecaps,0,Real Salt Lake
2016-04-16,2016,Portland Timbers,3,San Jose Earthquakes,1,Portland Timbers
2016-04-17,2016,Orlando City,2,New England Revolution,2,New England Revolution
2016-04-17,2016,FC Dallas,2,Sporting Kansas City,1,FC Dallas
2016-04-23,2016,Philadelphia Union,2,New York City FC,0,Philadelphia Union
2016-04-23,2016,Montreal Impact,0,Toronto FC,2,Toronto FC
2016-04-23,2016,DC United,3,New England Revolution,0,DC United
2016-04-23,2016,Columbus Crew,1,Houston Dynamo,0,Columbus Crew
2016-04-23,2016,Colorado Rapids,3,Seattle Sounders,1,Colorado Rapids
2016-04-23,2016,Vancouver Whitecaps,3,FC Dallas,0,Vancouver Whitecaps
2016-04-23,2016,LA Galaxy,5,Real Salt Lake,2,LA Galaxy
2016-04-24,2016,San Jose Earthquakes,1,Sporting Kansas City,0,San Jose Earthquakes
2016-04-24,2016,New York Red Bulls,3,Orlando City,2,New York Red Bulls
2016-04-27,2016,New York City FC,1,Montreal Impact,1,Montreal Impact
2016-04-27,2016,New England Revolution,1,Portland Timbers,1,Portland Timbers
2016-04-27,2016,Vancouver Whitecaps,1,Sporting Kansas City,1,Sporting Kansas City
2016-04-29,2016,New York Red Bulls,4,FC Dallas,0,New York Red Bulls
2016-04-30,2016,Seattle Sounders,1,Columbus Crew,0,Seattle Sounders
2016-04-30,2016,Philadelphia Union,1,San Jose Earthquakes,1,San Jose Earthquakes
2016-04-30,2016,New York City FC,3,Vancouver Whitecaps,2,New York City FC
2016-04-30,2016,Montreal Impact,2,Colorado Rapids,2,Colorado Rapids
2016-04-30,2016,Chicago Fire,1,DC United,1,DC United
2016-04-30,2016,New England Revolution,2,Orlando City,2,Orlando City
2016-04-30,2016,Real Salt Lake,2,Houston Dynamo,1,Real Salt Lake
2016-05-01,2016,Portland Timbers,2,Toronto FC,1,Portland Timbers
2016-05-01,2016,Sporting Kansas City,1,LA Galaxy,1,LA Galaxy
2016-05-06,2016,Orlando City,1,New York Red Bulls,1,New York Red Bulls
2016-05-07,2016,Vancouver Whitecaps,2,Portland Timbers,1,Vancouver Whitecaps
2016-05-07,2016,Toronto FC,1,FC Dallas,0,Toronto FC
2016-05-07,2016,Columbus Crew,4,Montreal Impact,4,Montreal Impact
2016-05-07,2016,Houston Dynamo,2,Sporting Kansas City,0,Houston Dynamo
2016-05-07,2016,Colorado Rapids,1,Real Salt Lake,0,Colorado Rapids
2016-05-07,2016,Seattle Sounders,2,San Jose Earthquakes,0,Seattle Sounders
2016-05-08,2016,LA Galaxy,4,New England Revolution,2,LA Galaxy
2016-05-08,2016,DC United,0,New York City FC,2,New York City FC
2016-05-11,2016,Philadelphia Union,2,LA Galaxy,2,LA Galaxy
2016-05-11,2016,FC Dallas,2,Portland Timbers,1,FC Dallas
2016-05-11,2016,Colorado Rapids,1,Sporting Kansas City,0,Colorado Rapids
2016-05-11,2016,Vancouver Whitecaps,2,Chicago Fire,1,Vancouver Whitecaps
2016-05-11,2016,San Jose Earthquakes,3,Houston Dynamo,1,San Jose Earthquakes
2016-05-13,2016,DC United,2,New York Red Bulls,0,DC United
2016-05-14,2016,Montreal Impact,1,Philadelphia Union,1,Philadelphia Union
2016-05-14,2016,Toronto FC,3,Vancouver Whitecaps,4,Vancouver Whitecaps
2016-05-14,2016,New England Revolution,2,Chicago Fire,0,New England Revolution
2016-05-14,2016,Columbus Crew,1,Colorado Rapids,1,Colorado Rapids
2016-05-14,2016,FC Dallas,2,Seattle Sounders,0,FC Dallas
2016-05-15,2016,Houston Dynamo,1,Real Salt Lake,0,Houston Dynamo
2016-05-15,2016,Sporting Kansas City,2,Orlando City,1,Sporting Kansas City
2016-05-15,2016,Portland Timbers,1,New York City FC,2,New York City FC
2016-05-18,2016,Toronto FC,1,New York City FC,1,New York City FC
2016-05-18,2016,New York Red Bulls,1,Chicago Fire,0,New York Red Bulls
2016-05-20,2016,Philadelphia Union,1,DC United,0,Philadelphia Union
2016-05-21,2016,New York City FC,0,New York Red Bulls,7,New York Red Bulls
2016-05-21,2016,Toronto FC,0,Columbus Crew,0,Columbus Crew
2016-05-21,2016,Chicago Fire,1,Houston Dynamo,0,Chicago Fire
2016-05-21,2016,Orlando City,2,Montreal Impact,1,Orlando City
2016-05-21,2016,New England Revolution,2,FC Dallas,4,FC Dallas
2016-05-21,2016,Sporting Kansas City,1,Real Salt Lake,3,Real Salt Lake
2016-05-21,2016,Seattle Sounders,0,Colorado Rapids,1,Colorado Rapids
2016-05-22,2016,Portland Timbers,4,Vancouver Whitecaps,2,Portland Timbers
2016-05-22,2016,LA Galaxy,1,San Jose Earthquakes,1,San Jose Earthquakes
2016-05-25,2016,Orlando City,2,Philadelphia Union,2,Philadelphia Union
2016-05-27,2016,Sporting Kansas City,0,DC United,1,DC United
2016-05-28,2016,Vancouver Whitecaps,1,Houston Dynamo,1,Houston Dynamo
2016-05-28,2016,New York Red Bulls,3,Toronto FC,0,New York Red Bulls
2016-05-28,2016,New England Revolution,2,Seattle Sounders,1,New England Revolution
2016-05-28,2016,Columbus Crew,4,Real Salt Lake,3,Columbus Crew
2016-05-28,2016,Montreal Impact,3,LA Galaxy,2,Montreal Impact
2016-05-28,2016,Chicago Fire,1,Portland Timbers,1,Portland Timbers
2016-05-28,2016,Colorado Rapids,1,Philadelphia Union,1,Philadelphia Union
2016-05-28,2016,San Jose Earthquakes,0,FC Dallas,0,FC Dallas
2016-05-29,2016,New York City FC,2,Orlando City,2,Orlando City
2016-06-01,2016,Philadelphia Union,3,Columbus Crew,2,Philadelphia Union
2016-06-01,2016,DC United,0,Seattle Sounders,2,Seattle Sounders
2016-06-01,2016,Portland Timbers,1,San Jose Earthquakes,0,Portland Timbers
2016-06-02,2016,New York City FC,2,Real Salt Lake,3,Real Salt Lake
2016-06-02,2016,FC Dallas,1,Houston Dynamo,1,Houston Dynamo
2016-06-02,2016,LA Galaxy,0,Sporting Kansas City,0,Sporting Kansas City
2016-06-18,2016,New York City FC,3,Philadelphia Union,2,New York City FC
2016-06-18,2016,Vancouver Whitecaps,1,New England Revolution,2,New England Revolution
2016-06-18,2016,Toronto FC,1,LA Galaxy,0,Toronto FC
2016-06-18,2016,Orlando City,2,San Jose Earthquakes,2,San Jose Earthquakes
2016-06-18,2016,Columbus Crew,0,Montreal Impact,0,Montreal Impact
2016-06-18,2016,Houston Dynamo,0,DC United,0,DC United
2016-06-18,2016,Colorado Rapids,2,Chicago Fire,1,Colorado Rapids
2016-06-18,2016,Real Salt Lake,2,Portland Timbers,2,Portland Timbers
2016-06-19,2016,Sporting Kansas City,2,FC Dallas,0,Sporting Kansas City
2016-06-19,2016,New York Red Bulls,2,Seattle Sounders,0,New York Red Bulls
2016-06-22,2016,Philadelphia Union,4,Chicago Fire,3,Philadelphia Union
2016-06-22,2016,Real Salt Lake,2,New York Red Bulls,1,Real Salt Lake
2016-06-22,2016,LA Galaxy,0,Colorado Rapids,0,Colorado Rapids
2016-06-25,2016,Seattle Sounders,0,New York City FC,2,New York City FC
2016-06-25,2016,Philadelphia Union,2,Vancouver Whitecaps,3,Vancouver Whitecaps
2016-06-25,2016,DC United,2,New England Revolution,0,DC United
2016-06-25,2016,Orlando City,3,Toronto FC,2,Orlando City
2016-06-25,2016,Montreal Impact,2,Sporting Kansas City,2,Sporting Kansas City
2016-06-25,2016,Columbus Crew,1,New York Red Bulls,1,New York Red Bulls
2016-06-25,2016,FC Dallas,2,Real Salt Lake,0,FC Dallas
2016-06-25,2016,San Jose Earthquakes,1,LA Galaxy,1,LA Galaxy
2016-06-26,2016,Portland Timbers,3,Houston Dynamo,2,Portland Timbers
