,attendance,away.alias,away.game_number,away.id,away.name,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
13,71581,TEN,4,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,CBS,709,INGEST,HOU,4,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,f6a58cd9-a044-4575-b976-6a2e64e153b0,53,55556,2012-09-30T17:02:49+00:00,14,38,"[{'period_type': 'quarter', 'id': '957058cb-0e97-4530-9cf0-15f6d9c82313', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '263adfbe-db8b-4cb3-b413-02a4d40b3b38', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '5f9ab0d4-b50f-433a-b38b-24956e0e581d', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': 'de63ea61-9da8-475d-a99b-ce8144237486', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 7}]",closed,-6,One Reliant Park,71054,Houston,USA,6a72e5ca-33d0-40af-8e6b-b32a4d3d9346,NRG Stadium,retractable_dome,TX,artificial,77054,
14,53193,SEA,4,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,FOX,707,INGEST,STL,4,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis Rams,f6dc5787-8148-41b7-a457-783ded83b4be,57,55560,2012-09-30T17:03:51+00:00,13,19,"[{'period_type': 'quarter', 'id': 'd2135291-703b-48f2-b140-3d5a8b489618', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'b7717e20-489d-4741-a6c0-8b5006fc152b', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '67d92939-df80-4d64-be97-c45a9df0a74a', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '36f41d38-340a-4f25-a842-9934892551e8', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 3}]",closed,-6,701 Convention Plaza,66000,St. Louis,USA,e86a743f-ee77-490f-acfb-3187b7a9633e,Edward Jones Dome,dome,MO,artificial,63101,
0,69732,BUF,5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Buffalo Bills,CBS,714,INGEST,SF,5,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,0a01969c-8b35-4a8d-b410-fc557fcfaeb6,75,55578,2012-10-07T20:25:49+00:00,3,45,"[{'period_type': 'quarter', 'id': 'bd06daf7-d877-4971-89bf-b43f4085aeb2', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '41e33207-2cd0-4068-add9-774ae06fa1de', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 3}, {'period_type': 'quarter', 'id': '36517f56-9b3f-495b-be95-8eb48c3e2b43', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '4ad475d8-7639-40ad-ad60-e48df22f4070', 'number': 4, 'sequence': 4, 'home_points': 21, 'away_points': 0}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,
1,54653,ARI,5,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,NFL,212,INGEST,STL,5,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis Rams,0eab80ab-67d6-41a9-8cdb-7567fcd40e6e,64,55567,2012-10-05T00:29:44+00:00,3,17,"[{'period_type': 'quarter', 'id': '69ac9a77-35d2-4677-831f-e8eeaafd4d14', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'a7813ee9-ee0c-49e5-a17d-64f3b2e72f1f', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '797cd2f2-c00b-4cab-a0a8-ef8f8600a5eb', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '1941f8c0-e7b6-40b9-974d-9a1b55e71112', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-6,701 Convention Plaza,66000,St. Louis,USA,e86a743f-ee77-490f-acfb-3187b7a9633e,Edward Jones Dome,dome,MO,artificial,63101,
2,75337,ATL,5,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,FOX,706,INGEST,WAS,5,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington Redskins,3ec50774-1757-42c7-b579-836e7cae0f5e,71,55574,2012-10-07T17:04:00+00:00,24,17,"[{'period_type': 'quarter', 'id': 'c94b33ea-f2ac-415d-ac10-8709c901332c', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '60c015c6-0d5c-4bee-9ffb-a819d5d31d0a', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '69a8fe8f-3a48-4622-bce9-b30dec4aa0d0', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '76004ea7-a297-4742-987e-3e1a7f7dafbe', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 17}]",closed,-5,1600 FedEx Way,83000,Landover,USA,7c11bb2d-4a53-4842-b842-0f1c63ed78e9,FedExField,outdoor,MD,turf,20785,
3,68756,DEN,5,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,CBS,713,INGEST,NE,5,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,52918071-f70a-43f5-ba6e-b3c88d62db94,74,55577,2012-10-07T20:25:43+00:00,21,31,"[{'period_type': 'quarter', 'id': '7976db66-e0cd-4451-ae25-4b0f1ea7db2b', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '8f1aedf4-676e-4b19-ba65-0523d3c743c8', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': 'beb26644-1b5c-4c89-8322-c6771d2debe3', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '9a790d53-dadb-4073-bf2f-a38cce83c829', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
4,73109,SD,5,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,NBC,,INGEST,NO,5,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,5f86eee3-293e-484a-9da6-d4bcbcecfe73,76,55579,2012-10-08T00:31:44+00:00,24,31,"[{'period_type': 'quarter', 'id': 'b149bcbe-a0e5-4196-b312-afe2c7e9ebe0', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '186921de-6d48-425e-a413-804becb30017', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '888494ba-5f5d-4fd1-99f3-9cbfb6e8dab6', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '0cf0b5e4-c9ba-421e-900e-9e83d90919a1', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 0}]",closed,-6,1500 Sugar Bowl Drive,76468,New Orleans,USA,3c85d89a-ec66-4983-acd5-1381d6c8673a,Mercedes-Benz Superdome,dome,LA,artificial,70112,
5,72676,SEA,5,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,FOX,710,INGEST,CAR,5,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,603ec3c7-5298-4e58-82ee-b7091a1a3db3,72,55575,2012-10-07T20:05:50+00:00,16,12,"[{'period_type': 'quarter', 'id': 'ef06bf6c-18e0-461c-a47e-da156889cc0d', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'e694fab3-30c5-4d78-958b-36b53054d157', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '6026e673-48d5-4152-84cf-c7208c7720c8', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '32f661c3-48b3-4505-8c6f-f234e24817a8', 'number': 4, 'sequence': 4, 'home_points': 2, 'away_points': 3}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,
6,64737,PHI,5,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,FOX,705,INGEST,PIT,4,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,631868a2-53fa-4ec7-afa7-1f516affcded,70,55573,2012-10-07T17:02:57+00:00,14,16,"[{'period_type': 'quarter', 'id': '972724aa-8e98-494c-b3cb-b477091af304', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '67d58251-4af4-4c3f-8007-8dee441ff758', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '87abc448-2b81-478c-a08c-3006e1f147c3', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '664010ea-530a-410e-b11c-c41537783801', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 7}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
7,67020,GB,5,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,FOX,704,INGEST,IND,4,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,745e6643-5191-4244-acef-1f8f968579ca,66,55569,2012-10-07T17:03:39+00:00,27,30,"[{'period_type': 'quarter', 'id': 'b70f3aaf-4f8e-4bee-8ed3-31351f0ed352', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c1da4966-52c9-498f-96d0-bb5c6ecd059d', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': '394963cf-75ac-42ed-bec5-4ab56258b197', 'number': 3, 'sequence': 3, 'home_points': 16, 'away_points': 0}, {'period_type': 'quarter', 'id': '52f28dc2-5d2f-4467-8e17-693310668fd4', 'number': 4, 'sequence': 4, 'home_points': 11, 'away_points': 6}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,
8,68803,BAL,5,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,CBS,708,INGEST,KC,5,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,8d625a89-7cc9-45cd-b1d5-ec725ae19f39,67,55570,2012-10-07T17:02:44+00:00,9,6,"[{'period_type': 'quarter', 'id': '142b5ac4-883c-4722-b3f4-24b7f3a94622', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'f3dd55fe-9836-4207-bb3b-1e13142858d2', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'a6b86fe7-9a73-415a-8f35-cb921aa35124', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '4faafb02-61e7-4c28-9859-855045fea811', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-6,One Arrowhead Drive,79451,Kansas City,USA,2ec4c411-dac2-403d-b091-6b6aa4a0a914,Arrowhead Stadium,outdoor,MO,turf,64129,
9,79911,CLE,5,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland Browns,CBS,709,INGEST,NYG,5,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,a94d5be7-b5b5-471f-ad47-fa9c53976fec,69,55572,2012-10-07T17:02:39+00:00,27,41,"[{'period_type': 'quarter', 'id': '672cbe57-bf9e-4105-80f0-00789a5280aa', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'e5da973d-7ec4-4a48-90e1-221bb1ffef18', 'number': 2, 'sequence': 2, 'home_points': 20, 'away_points': 3}, {'period_type': 'quarter', 'id': 'f29d47e6-4515-48de-b878-5ebac77be9b3', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '12c1b2c4-53e3-45f1-8232-fa8cf23a14f3', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-5,One MetLife Stadium Drive,82500,East Rutherford,USA,5d4c85c7-d84e-4e10-bd6a-8a15ebecca5c,MetLife Stadium,outdoor,NJ,artificial,07073,
10,67012,CHI,5,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago Bears,FOX,711,INGEST,JAC,5,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jacksonville Jaguars,ada0f50f-6256-456d-aaec-408c12a99a02,73,55576,2012-10-07T20:05:30+00:00,41,3,"[{'period_type': 'quarter', 'id': 'e5860695-d640-4afe-93d2-904fae3b17c0', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '0fb02385-7904-48b2-9b3d-5c9be71534f4', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '17c48d5b-7f67-4cd0-922b-5298612de368', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '6096052d-9070-4aea-bbeb-66c68be13294', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 28}]",closed,-5,One EverBank Field Drive,67246,Jacksonville,USA,4c5c036d-dd3d-4183-b595-71a43a97560f,EverBank Field,outdoor,FL,turf,32202,
11,61162,MIA,5,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami Dolphins,CBS,707,INGEST,CIN,5,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,e39a59f4-e605-4670-9c81-29c65876e737,65,55568,2012-10-07T17:03:14+00:00,17,13,"[{'period_type': 'quarter', 'id': '62789bfd-666b-4c0e-bf9d-e8a9b8da715f', 'number': 1, 'sequence': 1, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': 'fc4db813-11be-43c7-8e83-8e963623f4ab', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'bc366416-b727-4804-9662-71cd47758d72', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '576e06f7-9b6b-4858-a3ac-a3683eb6022d', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,One Paul Brown Stadium,65535,Cincinnati,USA,b87a1595-d3c8-48ea-8a53-0aab6378a64a,Paul Brown Stadium,outdoor,OH,artificial,45202,
12,79088,HOU,5,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,ESPN,206,INGEST,NYJ,5,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,e5f9ae78-c14c-4752-b08f-c2fc9f1f099c,77,55580,2012-10-09T00:40:31+00:00,23,17,"[{'period_type': 'quarter', 'id': 'a64602de-a0cc-42f7-8dae-8a2136a496b6', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'eaa294ec-c1c0-42d2-b895-aceae0e99fa5', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': 'd7e9af64-33fe-4f5f-94a1-5811b67f0bc1', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 6}, {'period_type': 'quarter', 'id': 'a7ff89f0-77e8-49af-ab81-029679ec08f3', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,One MetLife Stadium Drive,82500,East Rutherford,USA,5d4c85c7-d84e-4e10-bd6a-8a15ebecca5c,MetLife Stadium,outdoor,NJ,artificial,07073,
13,57652,TEN,5,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,CBS,712,INGEST,MIN,5,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,edded3ae-8ed6-417b-8b46-4862e903255d,68,55571,2012-10-07T20:25:38+00:00,7,30,"[{'period_type': 'quarter', 'id': '7792c917-ded3-4e8d-a47f-37f964a179c6', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '1ad9a956-4042-4772-884f-41c01f1dc925', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': '407fdab0-eae0-4e64-a3a1-b60e76f84b36', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd2579548-d854-48ee-89db-bbeb3d60e10e', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-6,900 South 5th Street,64111,Minneapolis,USA,1fede74c-50a2-4036-a1c0-b4d1e53ca98c,Mall of America Field,dome,MN,artificial,55415,
0,46500,KC,6,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,CBS,710,INGEST,TB,5,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay Buccaneers,4665b393-f6d7-45be-bad5-1ac29d6de44f,85,55588,2012-10-14T17:00:42+00:00,10,38,"[{'period_type': 'quarter', 'id': '40e4e02d-1fc8-45ff-a462-0f1d89ebe930', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '1f1b5194-3358-4f97-a69a-c3e136ba9ddd', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'b3bbf43b-1227-482f-b2ee-6694bdf24a11', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '0f8ed6cf-20ca-4773-836c-2fdf824b6a66', 'number': 4, 'sequence': 4, 'home_points': 17, 'away_points': 7}]",closed,-5,4201 North Dale Mabry Highway,65890,Tampa,USA,6fccc39c-80bc-4c81-83d9-2d5a848c8c09,Raymond James Stadium,outdoor,FL,turf,33607,
1,69144,DET,5,c5a59daa-53a7-4de0-851f-fb12be893e9e,Detroit Lions,FOX,706,INGEST,PHI,6,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,476019b6-4227-40a5-a6ee-1e2add4aadb2,84,55587,2012-10-14T17:00:50+00:00,26,23,"[{'period_type': 'quarter', 'id': 'e8cc7427-62d8-4a52-81b7-8e854e0ac38c', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '6e15c77b-be97-4d2d-9b1e-e9071340487b', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '0dcfff7b-cb71-40c3-b6c7-a2384a01884c', 'number': 3, 'sequence': 3, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': '78cd4904-8608-4bd7-926d-f80af8256e3f', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 17}, {'period_type': 'overtime', 'id': 'f518f9b1-8293-4319-ad2d-03ad328441e1', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 3}]",closed,-5,1020 Pattison Avenue,68532,Philadelphia,USA,4fa8c29c-6626-464c-8540-314ed7535e1b,Lincoln Financial Field,outdoor,PA,turf,19148,
2,79088,IND,5,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,CBS,709,INGEST,NYJ,6,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York Jets,4dea8474-b52f-4f39-9a51-3e4078c95771,83,55586,2012-10-14T17:00:10+00:00,9,35,"[{'period_type': 'quarter', 'id': 'f1b49fe6-f5e1-4f4a-a0a4-dcb678c55efa', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '23b533bf-90f7-4359-ad3f-2de546d217a9', 'number': 2, 'sequence': 2, 'home_points': 21, 'away_points': 3}, {'period_type': 'quarter', 'id': '9ac9c3cd-101a-4d4e-b869-ffe8034aaa49', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '271046a9-d2dc-4022-b6e3-787f462ddd1a', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 3}]",closed,-5,One MetLife Stadium Drive,82500,East Rutherford,USA,5d4c85c7-d84e-4e10-bd6a-8a15ebecca5c,MetLife Stadium,outdoor,NJ,artificial,07073,
3,60385,BUF,6,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Buffalo Bills,CBS,711,INGEST,ARI,6,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,6641c92e-0b1c-4b7c-87ff-f4c7127fddbe,86,55589,2012-10-14T20:03:00+00:00,19,16,"[{'period_type': 'quarter', 'id': '14331f1a-1fce-4aab-9c89-0aad882cba3d', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 9}, {'period_type': 'quarter', 'id': '22181910-4c63-4e68-b7e6-f9ca37ed20d9', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '505b65ba-c352-4e82-b2e4-b52de1104e4b', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '71f7a736-ffeb-4f03-81c4-8dfd01682bf7', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}, {'period_type': 'overtime', 'id': '2f3d89cd-d949-44da-a187-9a92e290c6a5', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 3}]",closed,-8,One Cardinals Drive,63400,Glendale,USA,f8e4d2ab-53f9-4e9f-8c4a-9bc278094a84,University of Phoenix Stadium,retractable_dome,AZ,turf,85305,
4,68604,DEN,6,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,ESPN,206,INGEST,SD,6,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,68a14c56-9902-4740-be6d-147f6e90cb1a,91,55594,2012-10-16T00:40:38+00:00,35,24,"[{'period_type': 'quarter', 'id': '203c1748-464e-442b-bb9b-98e478cba8c6', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '770101b5-100f-464a-8205-cf2b9ef8ac79', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '6acad2c6-2051-4f81-8f46-35f00ba01a6f', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '3bd87921-651e-46bf-8bcc-3b3106053290', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 21}]",closed,-8,9449 Friars Road,70561,San Diego,USA,7ca47702-8951-45be-a4f5-3e7d78f8f399,Qualcomm Stadium,outdoor,CA,turf,92108,
5,78476,MIN,6,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,FOX,714,INGEST,WAS,6,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington Redskins,6f15d24f-4135-4e62-814e-0d13269dab08,89,55592,2012-10-14T20:23:48+00:00,26,38,"[{'period_type': 'quarter', 'id': '5e2a6dba-f420-4504-bfcc-d31a0c5122da', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 9}, {'period_type': 'quarter', 'id': '2f1b4272-98df-49c0-a944-0e57e8e4ca91', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': '41ee524b-ef3e-4ca5-86fc-d5fbbac56f00', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '7de55591-1275-4b3b-84f7-fd4361766f84', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 14}]",closed,-5,1600 FedEx Way,83000,Landover,USA,7c11bb2d-4a53-4842-b842-0f1c63ed78e9,FedExField,outdoor,MD,turf,20785,
6,69732,NYG,6,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,FOX,713,INGEST,SF,6,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco 49ers,6f3162e8-f3ce-4670-8895-3c4552e4fb93,88,55591,2012-10-14T20:23:36+00:00,26,3,"[{'period_type': 'quarter', 'id': '4d0700c1-a690-4f30-a63a-8ec07040fcb6', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '955cb819-ef95-4a57-a903-ef160f38dccd', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '26f5a758-77a9-41d4-86d3-8e5afce90acf', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '90e4e29d-99b7-410a-9821-e99ce15857b8', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 3}]",closed,-8,602 Jamestown Avenue,69732,San Francisco,USA,6701808c-c329-482b-9834-2d29cb3185ff,Candlestick Park,outdoor,CA,turf,94124,
7,67060,CIN,6,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,CBS,708,INGEST,CLE,6,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland Browns,79235c95-5451-46ad-bf37-17a0136182b9,81,55584,2012-10-14T16:59:55+00:00,24,34,"[{'period_type': 'quarter', 'id': 'c4844d9a-1b98-47de-b86a-f275c97210d0', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '0e28c11c-99fc-41e0-b3ea-cf16773d8906', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'bc10e312-f06b-4eb7-8a17-cbd9358dcde0', 'number': 3, 'sequence': 3, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': '4d085bab-55a8-49bd-965e-ffc6d0fa6e1c', 'number': 4, 'sequence': 4, 'home_points': 21, 'away_points': 10}]",closed,-5,100 Alfred Lerner Way,71516,Cleveland,USA,90c38d91-3774-4f5d-82ca-1c806828219f,FirstEnergy Stadium,outdoor,OH,turf,44114,
