,Hour,OffenseType_Aggravated Assault,OffenseType_Auto Theft,OffenseType_Burglary,OffenseType_Murder,OffenseType_Rape,OffenseType_Robbery,OffenseType_Theft,game
2011-11-12,6,1,0,0,0,0,0,0,No Game
2011-11-12,18,0,0,0,0,0,0,1,No Game
2011-11-12,19,0,0,1,0,0,0,0,No Game
2011-11-13,12,1,0,0,0,0,0,0,No Game
2011-11-13,18,0,0,0,0,0,0,1,No Game
2011-11-13,18,0,0,0,0,0,0,1,No Game
2011-11-14,0,0,0,1,0,0,0,0,No Game
2011-11-14,19,0,0,0,0,0,0,1,No Game
2011-11-14,21,0,0,0,0,0,0,1,No Game
2011-11-14,21,0,0,0,0,0,0,1,No Game
2011-11-15,9,0,0,0,0,0,0,1,No Game
2011-11-17,2,0,0,0,0,0,0,1,No Game
2011-11-17,15,0,0,0,0,0,0,1,No Game
2011-11-18,20,0,0,0,0,0,0,1,No Game
2011-11-18,23,0,0,0,0,0,0,1,No Game
2011-11-19,0,0,0,0,0,0,0,1,No Game
2011-11-19,17,0,0,0,0,0,0,1,No Game
2011-11-20,0,0,0,0,0,0,0,1,No Game
2011-11-20,0,0,0,0,0,0,0,1,No Game
2011-11-20,18,0,1,0,0,0,0,0,No Game
2011-11-21,19,0,0,0,0,0,0,1,No Game
2011-11-22,0,0,0,0,0,0,0,1,No Game
2011-11-22,21,0,0,1,0,0,0,0,No Game
2011-11-24,17,0,0,0,0,0,0,1,No Game
2011-11-25,16,0,0,0,0,0,0,1,No Game
2011-11-25,18,0,0,0,0,0,0,1,No Game
2011-11-26,0,0,0,0,0,0,0,1,No Game
2011-11-26,1,0,0,0,0,0,0,1,No Game
2011-11-27,1,0,0,0,0,0,0,1,No Game
2011-11-30,12,0,0,0,0,0,0,1,No Game
2011-12-01,1,0,0,0,0,0,0,1,No Game
2011-12-01,23,0,0,0,0,0,0,1,No Game
2011-12-02,0,0,0,0,0,0,0,1,No Game
2011-12-04,18,0,0,0,0,0,0,1,No Game
2011-12-06,19,0,1,0,0,0,0,0,No Game
2011-12-07,19,0,0,0,0,0,1,0,No Game
2011-12-08,22,0,0,0,0,0,1,0,No Game
2011-12-10,10,1,0,0,0,0,0,0,No Game
2011-12-10,12,0,0,0,0,0,0,1,No Game
2011-12-12,6,0,0,0,0,0,0,1,No Game
2011-12-12,7,0,0,0,0,0,0,1,No Game
2011-12-14,3,0,0,0,0,0,0,1,No Game
2011-12-15,18,0,0,1,0,0,0,0,No Game
2011-12-15,22,0,0,0,0,0,0,1,No Game
2011-12-16,17,0,0,1,0,0,0,0,No Game
2011-12-17,16,0,0,0,0,0,0,1,No Game
2011-12-17,22,0,0,0,0,0,0,1,No Game
2011-12-19,16,0,0,0,0,0,0,1,No Game
2011-12-21,6,0,0,0,0,0,0,1,No Game
2011-12-22,5,0,0,0,0,0,0,1,No Game
2011-12-23,0,1,0,0,0,0,0,0,No Game
2011-12-23,6,0,0,0,0,0,0,1,No Game
2011-12-23,7,0,0,0,0,0,0,1,No Game
2011-12-23,11,0,0,0,0,0,0,1,No Game
2011-12-25,22,0,0,0,0,0,0,1,No Game
2011-12-26,5,0,0,1,0,0,0,0,No Game
2011-12-28,8,0,0,0,0,0,0,1,No Game
2011-12-31,17,0,0,0,0,0,0,1,No Game
2012-01-01,0,0,0,0,0,0,0,1,No Game
2012-01-01,0,0,0,0,0,0,0,1,No Game
2012-01-01,0,0,0,1,0,0,0,0,No Game
2012-01-01,8,0,0,0,0,0,0,1,No Game
2012-01-04,20,0,0,0,0,0,0,1,No Game
2012-01-05,15,0,0,1,0,0,0,0,No Game
2012-01-06,16,0,0,0,0,0,0,1,No Game
2012-01-07,0,0,0,0,0,0,0,1,No Game
2012-01-08,2,0,0,0,0,0,0,1,No Game
2012-01-08,2,0,0,0,0,0,0,1,No Game
2012-01-09,14,0,0,0,0,0,0,1,No Game
2012-01-14,8,0,0,0,0,0,0,1,No Game
2012-01-14,9,0,0,0,0,0,0,1,No Game
2012-01-15,17,0,0,0,0,0,0,1,No Game
2012-01-16,0,0,0,0,0,0,1,0,No Game
2012-01-16,20,0,0,0,0,0,0,1,No Game
2012-01-16,20,0,1,0,0,0,0,0,No Game
2012-01-17,1,0,0,0,0,0,0,1,No Game
2012-01-17,7,0,0,0,0,0,0,1,No Game
2012-01-18,16,0,0,0,0,0,0,1,No Game
2012-01-19,14,0,0,0,0,0,0,1,No Game
2012-01-20,6,0,0,0,0,0,0,1,No Game
2012-01-20,16,0,0,0,0,0,0,1,No Game
2012-01-21,21,0,0,0,0,0,0,1,No Game
2012-01-23,0,0,0,0,0,1,0,0,No Game
2012-01-23,3,0,0,0,0,0,0,1,No Game
2012-01-23,13,0,0,0,0,0,0,1,No Game
2012-01-24,0,0,0,0,0,0,0,1,No Game
2012-01-26,2,0,0,0,0,0,0,1,No Game
2012-01-28,4,0,0,1,0,0,0,0,No Game
2012-01-30,17,0,0,0,0,0,0,1,No Game
2012-02-02,0,1,0,0,0,0,0,0,No Game
2012-02-02,8,0,0,1,0,0,0,0,No Game
2012-02-03,0,0,1,0,0,0,0,0,No Game
2012-02-04,2,1,0,0,0,0,0,0,No Game
2012-02-04,2,0,0,0,0,0,0,1,No Game
2012-02-05,0,0,0,0,0,0,1,0,No Game
2012-02-07,8,0,0,0,0,0,0,1,No Game
2012-02-07,12,0,0,0,0,0,0,1,No Game
2012-02-09,4,0,0,0,0,0,0,1,No Game
2012-02-13,0,0,0,0,0,0,0,1,No Game
2012-02-13,23,0,0,0,0,0,0,1,No Game
2012-02-14,12,1,0,0,0,0,0,0,No Game
2012-02-14,18,0,0,0,0,0,0,1,No Game
2012-02-14,22,0,0,0,0,0,0,1,No Game
2012-02-16,19,0,0,0,0,0,0,1,No Game
2012-02-18,10,0,0,0,0,0,0,1,No Game
2012-02-18,16,0,0,0,0,0,0,1,No Game
2012-02-19,9,0,0,0,0,0,0,1,No Game
2012-02-20,8,0,0,1,0,0,0,0,No Game
2012-02-20,16,0,0,0,0,0,0,1,No Game
2012-02-20,19,0,0,0,0,0,0,1,No Game
2012-02-23,7,0,0,0,0,0,0,1,No Game
2012-02-24,18,0,0,0,0,0,0,1,No Game
2012-02-28,9,0,0,0,0,0,0,1,No Game
2012-03-02,2,0,0,0,0,0,0,1,No Game
2012-03-03,3,0,0,0,0,0,0,1,No Game
2012-03-03,13,0,0,0,0,0,0,1,No Game
2012-03-04,0,0,0,0,0,0,0,1,No Game
2012-03-04,3,0,0,1,0,0,0,0,No Game
2012-03-05,9,0,0,0,0,0,0,1,No Game
2012-03-07,9,0,0,1,0,0,0,0,No Game
2012-03-07,20,0,0,0,0,0,1,0,No Game
2012-03-09,16,0,0,1,0,0,0,0,No Game
2012-03-13,0,0,0,0,0,0,0,1,No Game
2012-03-15,16,0,0,0,0,0,0,1,No Game
2012-03-16,21,0,0,0,0,0,0,1,No Game
2012-03-17,0,0,0,0,0,0,0,1,No Game
2012-03-17,7,0,0,0,0,0,0,1,No Game
2012-03-17,17,0,0,0,0,0,0,1,No Game
2012-03-20,3,0,0,0,0,0,0,1,No Game
2012-03-20,21,0,0,0,0,0,0,1,No Game
2012-03-20,21,0,0,0,0,0,0,1,No Game
2012-03-21,19,0,0,0,0,0,0,1,No Game
2012-03-22,20,0,0,0,0,0,0,1,No Game
2012-03-23,18,0,0,0,0,0,0,1,No Game
2012-03-28,11,0,0,1,0,0,0,0,No Game
2012-03-30,5,0,0,0,0,0,0,1,No Game
2012-03-31,1,0,0,0,0,0,0,1,No Game
2012-03-31,11,0,0,0,0,0,0,1,No Game
2012-04-02,22,0,0,0,0,0,0,1,No Game
2012-04-03,15,1,0,0,0,0,0,0,No Game
2012-04-03,19,0,0,0,0,0,0,1,No Game
2012-04-05,13,0,0,0,0,0,0,1,No Game
2012-04-05,15,0,0,0,0,0,0,1,No Game
2012-04-05,16,0,0,0,0,0,0,1,No Game
2012-04-06,22,1,0,0,0,0,0,0,No Game
2012-04-10,15,0,0,0,0,0,0,1,No Game
2012-04-10,18,0,0,0,0,0,0,1,No Game
2012-04-10,20,1,0,0,0,0,0,0,No Game
2012-04-14,0,1,0,0,0,0,0,0,No Game
2012-04-15,23,0,0,1,0,0,0,0,No Game
2012-04-16,0,0,0,0,0,0,0,1,No Game
2012-04-18,8,0,0,0,0,0,0,1,No Game
2012-04-19,10,0,0,1,0,0,0,0,No Game
2012-04-20,16,0,0,0,0,0,0,1,No Game
2012-04-22,2,1,0,0,0,0,0,0,No Game
2012-04-22,10,1,0,0,0,0,0,0,No Game
2012-04-22,19,0,0,0,0,0,0,1,No Game
2012-04-23,1,1,0,0,0,0,0,0,No Game
2012-04-25,7,0,0,0,0,0,0,1,No Game
2012-04-26,10,0,0,0,0,0,0,1,No Game
2012-04-27,8,0,0,1,0,0,0,0,No Game
2012-04-27,19,0,0,0,0,0,0,1,No Game
2012-04-30,19,0,0,0,0,0,0,1,No Game
2012-05-01,0,0,0,0,0,0,0,1,No Game
2012-05-01,8,0,1,0,0,0,0,0,No Game
2012-05-02,12,0,0,0,0,0,0,1,No Game
2012-05-02,18,0,0,0,0,0,0,1,No Game
2012-05-02,23,0,0,0,0,0,0,1,No Game
2012-05-03,12,0,0,0,0,0,0,1,No Game
2012-05-03,15,0,0,0,0,0,0,1,No Game
2012-05-04,2,0,0,0,0,0,0,1,No Game
2012-05-04,17,0,0,0,0,0,0,1,No Game
2012-05-07,18,0,0,0,0,0,0,1,No Game
2012-05-08,10,0,0,0,0,0,0,1,No Game
2012-05-08,11,0,0,0,0,0,0,1,No Game
2012-05-11,22,0,1,0,0,0,0,0,No Game
2012-05-12,15,0,0,0,0,0,0,1,Won Game
2012-05-13,13,0,0,0,0,0,0,1,No Game
2012-05-14,14,0,0,0,0,0,0,1,No Game
2012-05-16,17,0,1,0,0,0,0,0,No Game
2012-05-16,22,0,0,0,0,0,0,1,No Game
2012-05-18,12,1,0,0,0,0,0,0,No Game
2012-05-18,22,0,0,0,0,0,0,1,No Game
2012-05-18,23,1,0,0,0,0,0,0,No Game
2012-05-19,4,0,0,1,0,0,0,0,No Game
2012-05-19,13,0,0,0,0,0,0,1,No Game
2012-05-19,18,0,1,0,0,0,0,0,No Game
2012-05-20,0,0,0,0,0,0,0,1,No Game
2012-05-20,18,0,0,0,0,0,0,1,No Game
2012-05-22,8,0,0,0,0,0,0,1,No Game
2012-05-23,13,0,0,0,0,0,0,1,No Game
2012-05-25,17,0,0,0,0,0,0,1,No Game
2012-05-26,0,0,0,0,0,0,0,1,Won Game
2012-05-26,6,0,0,0,0,0,0,1,Won Game
2012-05-26,15,1,0,0,0,0,0,0,Won Game
2012-05-27,12,0,0,0,0,0,0,1,No Game
2012-05-28,1,0,0,1,0,0,0,0,No Game
2012-05-29,3,0,0,0,0,0,0,1,No Game
2012-05-29,18,0,0,0,0,0,0,1,No Game
2012-05-30,1,0,0,0,0,0,0,1,No Game
2012-05-30,17,0,0,0,0,0,0,1,No Game
2012-06-01,2,0,0,1,0,0,0,0,No Game
2012-06-01,12,0,0,0,0,0,1,0,No Game
2012-06-01,17,1,0,0,0,0,0,0,No Game
2012-06-03,14,1,0,0,0,0,0,0,No Game
2012-06-03,18,0,0,1,0,0,0,0,No Game
2012-06-03,19,0,0,0,0,0,0,1,No Game
2012-06-04,20,0,0,0,0,0,0,1,No Game
2012-06-05,21,0,0,0,0,0,0,1,No Game
2012-06-05,23,0,0,0,0,0,0,1,No Game
2012-06-06,7,0,0,0,0,0,0,1,No Game
2012-06-06,14,0,1,0,0,0,0,0,No Game
2012-06-07,19,0,1,0,0,0,0,0,No Game
2012-06-08,12,0,0,0,0,0,0,1,No Game
2012-06-16,9,1,0,0,0,0,0,0,Won Game
2012-06-16,17,0,0,0,0,0,0,1,Won Game
2012-06-17,6,0,0,0,0,0,0,1,No Game
2012-06-17,12,0,0,0,0,0,0,1,No Game
2012-06-19,18,0,0,0,0,0,0,1,No Game
2012-06-21,21,0,0,0,0,0,0,1,No Game
2012-06-22,7,0,0,0,0,0,0,1,No Game
2012-06-23,19,0,0,0,0,0,0,1,No Game
2012-06-24,23,0,1,0,0,0,0,0,No Game
2012-06-25,20,0,1,0,0,0,0,0,No Game
2012-06-26,8,0,0,0,0,0,0,1,No Game
2012-06-26,11,0,0,0,0,0,0,1,No Game
2012-06-27,0,0,0,0,0,0,0,1,No Game
2012-06-27,21,0,0,0,0,0,0,1,No Game
2012-06-28,1,0,0,0,0,0,0,1,No Game
2012-06-28,7,0,0,0,0,0,0,1,No Game
2012-06-29,1,0,0,0,0,0,0,1,No Game
2012-07-01,19,0,0,0,0,0,0,1,No Game
2012-07-02,23,0,0,0,0,0,0,1,No Game
2012-07-03,18,0,0,0,0,0,0,1,Lost Game
2012-07-03,19,0,0,0,0,0,0,1,Lost Game
2012-07-04,4,0,0,1,0,0,0,0,No Game
2012-07-04,12,0,0,0,0,0,0,1,No Game
2012-07-04,22,1,0,0,0,0,0,0,No Game
2012-07-08,2,0,0,0,0,0,0,1,No Game
2012-07-08,8,0,0,0,0,0,0,1,No Game
2012-07-08,17,1,0,0,0,0,0,0,No Game
2012-07-10,20,0,0,0,0,0,0,1,No Game
2012-07-12,22,0,0,0,0,0,0,1,No Game
2012-07-14,6,0,0,0,0,0,0,1,No Game
2012-07-15,4,1,0,0,0,0,0,0,Won Game
2012-07-15,5,0,0,0,0,0,0,1,Won Game
2012-07-15,17,0,0,0,0,0,0,1,Won Game
2012-07-15,19,0,1,0,0,0,0,0,Won Game
2012-07-16,0,0,0,0,0,0,0,1,No Game
2012-07-16,21,0,0,0,0,0,0,1,No Game
2012-07-16,23,0,0,0,0,0,0,1,No Game
2012-07-17,21,0,1,0,0,0,0,0,No Game
2012-07-18,0,0,0,0,0,0,0,1,Won Game
2012-07-18,7,1,0,0,0,0,0,0,Won Game
2012-07-20,17,0,0,0,0,0,0,1,No Game
2012-07-20,23,0,0,0,0,0,0,1,No Game
2012-07-21,0,0,0,0,0,0,0,1,Won Game
2012-07-21,0,0,0,1,0,0,0,0,Won Game
2012-07-21,17,1,0,0,0,0,0,0,Won Game
2012-07-21,17,0,0,0,1,0,0,0,Won Game
2012-07-21,21,1,0,0,0,0,0,0,Won Game
2012-07-22,0,0,0,0,0,0,0,1,No Game
2012-07-22,18,0,0,0,0,0,0,1,No Game
2012-07-23,1,0,0,0,0,0,1,0,No Game
2012-07-23,11,1,0,0,0,0,0,0,No Game
2012-07-23,18,0,0,1,0,0,0,0,No Game
2012-07-25,21,0,0,0,0,0,0,1,No Game
2012-07-26,2,0,0,0,0,0,0,1,No Game
2012-07-26,16,0,0,0,0,0,0,1,No Game
2012-07-27,22,0,0,0,0,0,0,1,No Game
2012-07-28,7,0,1,0,0,0,0,0,No Game
2012-07-28,17,0,0,0,0,0,0,1,No Game
2012-07-30,0,0,0,0,0,0,0,1,No Game
2012-07-31,1,0,0,1,0,0,0,0,No Game
2012-07-31,19,0,0,0,0,0,0,1,No Game
2012-08-01,17,1,0,0,0,0,0,0,No Game
2012-08-01,18,0,0,0,0,0,0,1,No Game
2012-08-01,19,0,0,0,0,0,0,1,No Game
2012-08-01,20,0,0,0,0,0,0,1,No Game
2012-08-02,20,0,0,0,0,0,0,1,No Game
2012-08-02,22,0,0,0,0,0,0,1,No Game
2012-08-02,22,0,0,0,0,0,0,1,No Game
2012-08-02,22,0,0,0,0,0,0,1,No Game
2012-08-02,23,0,0,0,0,0,0,1,No Game
2012-08-03,4,0,0,1,0,0,0,0,Won Game
2012-08-03,15,0,0,0,0,0,0,1,Won Game
2012-08-03,20,0,1,0,0,0,0,0,Won Game
2012-08-03,23,0,0,0,0,0,0,1,Won Game
2012-08-05,13,0,0,1,0,0,0,0,No Game
2012-08-06,0,0,0,0,0,0,1,0,No Game
2012-08-08,21,0,0,0,0,0,0,1,No Game
2012-08-09,0,0,0,1,0,0,0,0,No Game
2012-08-09,17,0,0,0,0,0,0,1,No Game
2012-08-09,21,0,0,0,0,0,0,1,No Game
2012-08-10,12,0,0,0,0,0,0,1,No Game
2012-08-11,16,0,0,0,0,0,0,1,No Game
2012-08-12,19,1,0,0,0,0,0,0,No Game
2012-08-12,20,1,0,0,0,0,0,0,No Game
2012-08-13,1,1,0,0,0,0,0,0,No Game
2012-08-13,12,0,0,0,0,0,0,1,No Game
2012-08-13,23,1,0,0,0,0,0,0,No Game
2012-08-16,21,0,0,0,0,0,0,1,No Game
2012-08-16,22,0,0,0,0,0,0,1,No Game
2012-08-16,22,0,0,0,0,0,0,1,No Game
2012-08-17,0,0,0,0,0,0,0,1,No Game
2012-08-17,18,0,0,0,0,0,0,1,No Game
2012-08-18,19,0,1,0,0,0,0,0,No Game
2012-08-18,21,0,0,0,0,0,0,1,No Game
2012-08-19,1,1,0,0,0,0,0,0,Lost Game
2012-08-19,19,0,0,0,0,0,0,1,Lost Game
2012-08-20,19,0,0,0,0,0,0,1,No Game
2012-08-20,20,1,0,0,0,0,0,0,No Game
2012-08-21,19,0,0,0,0,0,0,1,No Game
2012-08-22,17,0,0,0,0,0,0,1,No Game
2012-08-23,20,0,0,0,0,0,0,1,No Game
2012-08-23,22,0,0,0,0,0,0,1,No Game
2012-08-24,9,0,0,0,0,0,0,1,No Game
2012-08-24,23,0,0,0,0,0,0,1,No Game
2012-08-25,0,0,0,0,0,0,0,1,Lost Game
2012-08-25,18,0,0,0,0,0,0,1,Lost Game
2012-08-25,19,0,0,0,0,0,0,1,Lost Game
2012-08-25,21,0,0,0,0,0,0,1,Lost Game
2012-08-29,10,0,0,1,0,0,0,0,No Game
2012-08-29,18,0,0,0,0,0,0,1,No Game
2012-08-31,17,0,0,0,0,0,0,1,No Game
2012-08-31,19,0,0,0,0,0,0,1,No Game
2012-08-31,19,0,0,0,0,0,0,1,No Game
2012-09-01,0,0,0,0,0,0,0,1,No Game
2012-09-01,0,0,0,0,0,0,0,1,No Game
2012-09-02,0,0,0,0,0,0,0,1,No Game
2012-09-02,22,0,0,0,0,0,0,1,No Game
2012-09-03,18,0,0,0,0,0,0,1,No Game
2012-09-03,19,0,0,0,0,0,0,1,No Game
2012-09-06,19,0,0,0,0,0,0,1,Won Game
2012-09-06,19,0,0,0,0,0,0,1,Won Game
2012-09-08,0,0,0,0,0,0,0,1,No Game
2012-09-08,6,0,0,1,0,0,0,0,No Game
2012-09-08,7,0,0,1,0,0,0,0,No Game
2012-09-08,17,0,0,0,0,0,0,1,No Game
2012-09-09,0,0,0,0,0,0,0,1,No Game
2012-09-09,0,0,0,0,0,0,0,1,No Game
2012-09-10,8,0,0,0,0,0,0,1,No Game
2012-09-11,5,0,0,1,0,0,0,0,No Game
2012-09-11,22,0,0,0,0,0,0,1,No Game
2012-09-13,19,0,0,0,0,0,0,1,No Game
2012-09-13,20,0,0,0,0,0,0,1,No Game
2012-09-13,20,0,0,0,0,0,0,1,No Game
2012-09-13,23,1,0,0,0,0,0,0,No Game
2012-09-13,23,1,0,0,0,0,0,0,No Game
2012-09-14,17,0,0,0,0,0,0,1,No Game
2012-09-14,18,0,0,0,0,0,0,1,No Game
2012-09-15,0,0,0,0,0,0,0,1,No Game
2012-09-15,0,0,0,0,0,0,0,1,No Game
2012-09-16,0,0,0,0,0,0,0,1,No Game
2012-09-16,9,0,0,1,0,0,0,0,No Game
2012-09-16,17,0,0,0,0,0,0,1,No Game
2012-09-17,1,0,0,0,0,0,0,1,No Game
2012-09-17,6,0,1,0,0,0,0,0,No Game
2012-09-17,10,0,0,0,0,0,0,1,No Game
2012-09-17,10,0,0,0,0,0,0,1,No Game
2012-09-18,9,0,0,1,0,0,0,0,No Game
2012-09-18,19,0,0,0,0,0,0,1,No Game
2012-09-20,19,0,0,1,0,0,0,0,No Game
2012-09-20,20,0,0,0,0,0,0,1,No Game
2012-09-22,4,0,0,1,0,0,0,0,No Game
2012-09-22,10,0,0,0,0,0,0,1,No Game
2012-09-22,21,0,0,0,0,0,0,1,No Game
2012-09-22,22,0,0,0,0,0,0,1,No Game
2012-09-22,22,0,0,0,0,0,0,1,No Game
2012-09-22,22,0,0,0,0,0,0,1,No Game
2012-09-22,23,0,0,0,0,0,0,1,No Game
2012-09-23,1,0,0,0,0,0,0,1,No Game
2012-09-23,1,0,0,0,0,0,0,1,No Game
2012-09-23,1,0,0,0,0,0,0,1,No Game
2012-09-24,18,0,0,0,0,0,0,1,No Game
2012-09-24,19,0,0,0,0,0,0,1,No Game
2012-09-25,8,0,0,0,0,0,0,1,No Game
2012-09-25,10,0,0,0,0,0,0,1,No Game
2012-09-26,16,0,0,0,0,0,0,1,No Game
2012-09-26,20,0,0,0,0,0,0,1,No Game
2012-09-27,16,0,0,0,0,0,0,1,No Game
2012-09-27,22,0,0,0,0,0,0,1,No Game
2012-09-28,7,0,0,0,0,0,0,1,No Game
2012-09-28,17,0,0,0,0,0,0,1,No Game
2012-09-28,18,0,0,0,0,0,0,1,No Game
2012-09-28,21,0,0,0,0,0,0,1,No Game
2012-09-28,23,0,0,0,0,0,0,1,No Game
2012-09-29,3,0,0,0,0,0,0,1,Won Game
2012-09-29,23,0,0,0,0,0,0,1,Won Game
2012-09-30,1,0,0,0,0,0,0,1,No Game
2012-09-30,1,0,0,0,0,0,0,1,No Game
2012-09-30,5,0,0,1,0,0,0,0,No Game
2012-09-30,21,0,0,0,0,0,0,1,No Game
2012-10-02,8,0,0,1,0,0,0,0,No Game
2012-10-03,20,0,0,0,0,0,0,1,No Game
2012-10-03,22,0,0,0,0,0,0,1,No Game
2012-10-04,4,0,1,0,0,0,0,0,No Game
2012-10-04,22,0,0,0,0,0,0,1,No Game
2012-10-05,22,0,1,0,0,0,0,0,No Game
2012-10-06,0,0,0,0,0,0,0,1,Lost Game
2012-10-06,1,0,0,0,0,0,0,1,Lost Game
2012-10-06,2,0,0,0,0,0,0,1,Lost Game
2012-10-06,18,0,0,0,0,0,0,1,Lost Game
2012-10-07,0,0,0,0,0,0,0,1,No Game
2012-10-07,0,0,0,0,0,0,0,1,No Game
2012-10-07,0,0,0,0,0,0,0,1,No Game
2012-10-07,18,0,0,0,0,0,0,1,No Game
2012-10-11,1,0,0,0,0,0,0,1,No Game
2012-10-12,15,0,0,0,0,0,0,1,No Game
2012-10-13,0,1,0,0,0,0,0,0,No Game
2012-10-13,1,0,0,0,0,0,1,0,No Game
2012-10-13,18,0,0,0,0,0,0,1,No Game
2012-10-13,23,0,0,0,0,0,0,1,No Game
2012-10-14,0,0,0,0,0,0,0,1,No Game
2012-10-14,1,0,0,0,0,0,0,1,No Game
2012-10-14,2,0,0,0,0,0,0,1,No Game
2012-10-14,19,0,0,0,0,0,0,1,No Game
2012-10-14,20,0,0,0,0,0,0,1,No Game
2012-10-14,22,0,0,0,0,0,0,1,No Game
2012-10-15,9,0,0,0,0,0,0,1,No Game
2012-10-16,2,0,0,0,0,0,1,0,No Game
2012-10-17,12,0,0,0,0,0,0,1,No Game
2012-10-17,20,0,0,0,0,0,0,1,No Game
2012-10-18,15,0,0,0,0,0,0,1,No Game
2012-10-18,17,0,0,0,0,0,0,1,No Game
2012-10-19,20,0,0,0,0,0,0,1,No Game
2012-10-20,20,0,0,0,0,0,0,1,Won Game
2012-10-20,21,0,0,0,0,0,0,1,Won Game
2012-10-21,1,0,0,1,0,0,0,0,No Game
2012-10-22,12,0,1,0,0,0,0,0,No Game
2012-10-23,21,0,0,0,0,0,0,1,No Game
2012-10-24,8,0,0,0,0,0,0,1,No Game
2012-10-26,8,0,0,0,0,0,0,1,No Game
2012-10-26,16,0,0,0,0,0,0,1,No Game
2012-10-26,20,0,0,0,0,0,0,1,No Game
2012-10-26,20,0,0,0,0,0,0,1,No Game
2012-10-26,22,0,0,0,0,0,0,1,No Game
2012-10-27,0,0,0,0,0,0,0,1,No Game
2012-10-27,0,0,0,0,0,0,0,1,No Game
2012-10-27,0,0,0,0,0,0,0,1,No Game
2012-10-27,19,0,0,0,0,0,0,1,No Game
2012-10-27,19,0,0,0,0,0,0,1,No Game
2012-10-27,22,0,0,0,0,0,0,1,No Game
2012-10-27,22,0,0,0,0,0,0,1,No Game
2012-10-27,23,0,0,0,0,0,0,1,No Game
2012-10-28,1,0,0,0,0,0,0,1,No Game
2012-10-30,8,0,1,0,0,0,0,0,No Game
2012-10-30,17,1,0,0,0,0,0,0,No Game
2012-10-30,20,0,0,0,0,0,0,1,No Game
2012-10-31,12,0,0,0,0,0,0,1,No Game
2012-11-02,17,0,0,0,0,0,0,1,No Game
2012-11-03,3,1,0,0,0,0,0,0,No Game
2012-11-03,3,1,0,0,0,0,0,0,No Game
2012-11-03,5,0,0,0,0,0,0,1,No Game
2012-11-04,3,1,0,0,0,0,0,0,Won Game
2012-11-05,18,0,0,0,0,0,0,1,No Game
2012-11-06,7,0,1,0,0,0,0,0,No Game
2012-11-06,16,0,0,0,0,0,0,1,No Game
2012-11-07,3,0,0,0,0,0,0,1,No Game
2012-11-08,18,0,0,0,0,0,0,1,No Game
2012-11-09,20,0,0,0,0,0,0,1,No Game
2012-11-09,21,0,0,0,0,0,0,1,No Game
2012-11-09,23,0,0,0,0,0,0,1,No Game
2012-11-11,0,0,0,0,0,0,0,1,Won Game
2012-11-13,11,1,0,0,0,0,0,0,No Game
2012-11-14,19,0,0,0,0,0,0,1,No Game
2012-11-14,19,0,0,0,0,0,0,1,No Game
2012-11-14,20,0,0,0,0,0,0,1,No Game
2012-11-14,20,0,0,0,0,0,0,1,No Game
2012-11-14,21,0,0,0,0,0,0,1,No Game
2012-11-14,22,0,0,0,0,0,0,1,No Game
2012-11-16,0,1,0,0,0,0,0,0,No Game
2012-11-16,22,0,0,1,0,0,0,0,No Game
2012-11-16,23,0,0,0,0,0,0,1,No Game
2012-11-17,9,0,0,0,0,0,0,1,No Game
2012-11-18,14,1,0,0,0,0,0,0,No Game
2012-11-18,17,0,0,0,0,0,0,1,No Game
2012-11-18,20,0,0,0,0,0,0,1,No Game
2012-11-18,21,0,0,0,0,0,0,1,No Game
2012-11-19,21,0,0,0,0,0,0,1,No Game
2012-11-21,13,0,0,0,0,0,0,1,No Game
2012-11-21,19,0,0,0,0,0,0,1,No Game
2012-11-23,19,0,0,0,0,0,0,1,No Game
2012-11-24,16,0,0,0,0,0,1,0,No Game
2012-11-27,7,0,0,0,0,0,0,1,No Game
2012-11-27,18,1,0,0,0,0,0,0,No Game
2012-11-27,22,0,1,0,0,0,0,0,No Game
2012-11-29,16,0,1,0,0,0,0,0,No Game
2012-11-30,22,0,0,1,0,0,0,0,No Game
2012-11-30,23,0,1,0,0,0,0,0,No Game
2012-12-01,23,0,0,1,0,0,0,0,No Game
2012-12-02,8,0,0,0,0,0,0,1,No Game
2012-12-02,15,0,0,0,0,0,0,1,No Game
2012-12-04,13,0,0,0,0,0,0,1,No Game
2012-12-05,9,0,0,1,0,0,0,0,No Game
2012-12-05,14,1,0,0,0,0,0,0,No Game
2012-12-06,0,0,0,1,0,0,0,0,No Game
2012-12-06,0,0,0,0,0,0,0,1,No Game
2012-12-07,16,0,0,0,0,0,0,1,No Game
2012-12-08,18,0,0,1,0,0,0,0,No Game
2012-12-09,0,0,0,0,0,0,0,1,No Game
2012-12-10,17,0,0,0,0,0,0,1,No Game
2012-12-11,0,0,0,0,0,0,0,1,No Game
2012-12-11,9,0,0,0,0,0,0,1,No Game
2012-12-12,16,0,0,0,0,0,0,1,No Game
2012-12-12,19,0,0,0,0,0,0,1,No Game
2012-12-12,21,0,0,0,0,0,0,1,No Game
2012-12-13,0,0,0,0,0,0,0,1,No Game
2012-12-13,9,0,0,0,0,0,0,1,No Game
2012-12-13,17,1,0,0,0,0,0,0,No Game
2012-12-14,20,0,1,0,0,0,0,0,No Game
2012-12-14,21,0,0,0,0,0,0,1,No Game
2012-12-15,4,0,1,0,0,0,0,0,No Game
