,Hour,OffenseType_Aggravated Assault,OffenseType_Auto Theft,OffenseType_Burglary,OffenseType_Murder,OffenseType_Rape,OffenseType_Robbery,OffenseType_Theft,game
2010-10-25,3,0,0,1,0,0,0,0,No Game
2010-10-25,17,0,0,0,0,0,1,0,No Game
2010-10-25,22,0,0,0,0,0,0,1,No Game
2010-10-28,2,0,0,1,0,0,0,0,No Game
2010-10-28,11,1,0,0,0,0,0,0,No Game
2010-10-30,13,0,0,0,0,0,0,1,No Game
2010-10-30,21,0,0,0,0,0,0,1,No Game
2010-10-30,22,0,0,0,0,0,0,1,No Game
2010-10-30,23,0,0,0,0,0,0,1,No Game
2010-10-31,1,0,0,0,0,0,0,1,No Game
2010-11-02,19,0,0,0,0,0,1,0,No Game
2010-11-03,9,0,0,0,0,0,0,1,No Game
2010-11-05,11,1,0,0,0,0,0,0,No Game
2010-11-07,1,0,0,0,0,0,0,1,No Game
2010-11-09,6,0,0,0,0,0,0,1,No Game
2010-11-09,11,0,0,0,0,0,0,1,No Game
2010-11-09,18,0,0,0,0,0,0,1,No Game
2010-11-11,12,0,0,0,0,0,1,0,No Game
2010-11-14,3,0,1,0,0,0,0,0,No Game
2010-11-14,18,0,0,0,0,0,0,1,No Game
2010-11-14,22,0,0,0,0,0,0,1,No Game
2010-11-16,18,1,0,0,0,0,0,0,No Game
2010-11-16,20,0,0,0,0,0,0,1,No Game
2010-11-17,11,0,1,0,0,0,0,0,No Game
2010-11-17,19,0,1,0,0,0,0,0,No Game
2010-11-18,11,0,0,0,0,0,0,1,No Game
2010-11-20,0,0,0,0,0,0,0,1,No Game
2010-11-20,1,0,0,0,0,0,0,1,No Game
2010-11-20,18,0,0,0,0,0,0,1,No Game
2010-11-20,23,0,0,0,0,0,0,1,No Game
2010-11-21,0,0,0,0,0,0,0,1,No Game
2010-11-22,13,0,0,1,0,0,0,0,No Game
2010-11-23,12,0,0,1,0,0,0,0,No Game
2010-11-23,22,0,1,0,0,0,0,0,No Game
2010-11-24,11,0,0,1,0,0,0,0,No Game
2010-11-24,15,0,0,0,0,0,0,1,No Game
2010-11-24,15,0,0,0,0,0,0,1,No Game
2010-11-24,20,0,0,0,0,0,0,1,No Game
2010-11-25,19,0,0,0,0,0,0,1,No Game
2010-11-26,20,0,0,0,0,0,0,1,No Game
2010-11-27,5,0,0,0,0,0,0,1,No Game
2010-11-28,2,0,0,0,0,0,0,1,No Game
2010-11-28,3,0,0,0,0,0,0,1,No Game
2010-11-28,20,0,0,1,0,0,0,0,No Game
2010-11-30,20,0,0,0,0,0,0,1,No Game
2010-11-30,22,0,0,1,0,0,0,0,No Game
2010-12-01,17,0,0,1,0,0,0,0,No Game
2010-12-03,12,0,0,0,0,0,0,1,No Game
2010-12-03,12,0,0,0,0,0,0,1,No Game
2010-12-03,13,0,0,1,0,0,0,0,No Game
2010-12-03,17,0,0,0,0,0,0,1,No Game
2010-12-04,7,1,0,0,0,0,0,0,No Game
2010-12-04,10,0,0,0,0,0,0,1,No Game
2010-12-05,8,0,0,0,0,0,0,1,No Game
2010-12-08,23,0,0,0,0,0,1,0,No Game
2010-12-09,23,0,0,0,0,0,0,1,No Game
2010-12-10,0,0,0,0,0,0,0,1,No Game
2010-12-10,13,0,0,0,0,0,0,1,No Game
2010-12-10,15,0,0,0,0,0,0,1,No Game
2010-12-10,22,0,0,0,0,0,0,1,No Game
2010-12-11,1,0,0,0,0,0,0,1,No Game
2010-12-11,21,0,0,0,0,0,0,1,No Game
2010-12-13,18,0,0,0,0,0,0,1,No Game
2010-12-13,19,0,0,0,0,0,0,1,No Game
2010-12-13,23,0,0,0,0,0,0,1,No Game
2010-12-14,12,0,1,0,0,0,0,0,No Game
2010-12-14,12,0,0,0,0,0,0,1,No Game
2010-12-16,13,1,0,0,0,0,0,0,No Game
2010-12-17,12,0,0,0,0,0,0,1,No Game
2010-12-18,23,0,0,0,0,0,0,1,No Game
2010-12-22,9,0,0,0,0,0,0,1,No Game
2010-12-23,22,0,0,0,0,0,0,1,No Game
2010-12-24,0,0,0,0,0,0,0,1,No Game
2010-12-24,0,1,0,0,0,0,0,0,No Game
2010-12-24,0,1,0,0,0,0,0,0,No Game
2010-12-25,10,0,1,0,0,0,0,0,No Game
2010-12-26,22,0,0,0,0,0,0,1,No Game
2010-12-28,7,0,0,0,0,0,1,0,No Game
2010-12-31,22,0,0,0,0,0,0,1,No Game
2010-12-31,23,0,0,0,0,0,0,1,No Game
2010-12-31,23,0,0,0,0,0,0,1,No Game
2011-01-01,0,1,0,0,0,0,0,0,No Game
2011-01-01,1,0,0,0,0,0,0,1,No Game
2011-01-02,1,0,0,0,0,0,0,1,No Game
2011-01-03,18,0,0,0,0,0,0,1,No Game
2011-01-06,23,0,0,0,0,0,0,1,No Game
2011-01-08,21,0,0,0,0,0,0,1,No Game
2011-01-08,21,0,0,0,0,0,0,1,No Game
2011-01-09,1,0,0,0,0,0,0,1,No Game
2011-01-13,12,0,0,0,0,0,0,1,No Game
2011-01-14,0,0,0,0,0,0,0,1,No Game
2011-01-14,21,0,0,0,0,0,0,1,No Game
2011-01-15,21,0,0,0,0,0,0,1,No Game
2011-01-16,6,0,0,0,0,0,0,1,No Game
2011-01-16,8,0,0,1,0,0,0,0,No Game
2011-01-17,0,0,0,0,0,0,0,1,No Game
2011-01-17,22,0,0,0,0,0,1,0,No Game
2011-01-18,4,0,0,0,0,0,0,1,No Game
2011-01-18,21,0,0,1,0,0,0,0,No Game
2011-01-22,0,0,0,1,0,0,0,0,No Game
2011-01-22,19,0,0,0,0,0,0,1,No Game
2011-01-26,0,0,0,0,0,0,0,1,No Game
2011-01-28,22,0,0,0,0,0,0,1,No Game
2011-01-30,0,0,0,0,0,0,0,1,No Game
2011-01-30,1,0,0,0,0,0,0,1,No Game
2011-01-30,1,1,0,0,0,0,0,0,No Game
2011-01-30,2,1,0,0,0,0,0,0,No Game
2011-01-30,3,0,0,0,0,0,0,1,No Game
2011-01-30,5,0,0,0,0,0,0,1,No Game
2011-01-30,5,0,0,0,0,0,0,1,No Game
2011-01-30,6,0,0,0,0,0,0,1,No Game
2011-01-30,19,0,0,0,0,0,0,1,No Game
2011-01-30,21,0,0,0,0,0,0,1,No Game
2011-02-01,21,0,0,0,0,0,0,1,No Game
2011-02-02,8,0,1,0,0,0,0,0,No Game
2011-02-02,18,0,1,0,0,0,0,0,No Game
2011-02-08,9,0,0,0,0,0,0,1,No Game
2011-02-10,20,0,0,0,0,0,0,1,No Game
2011-02-14,18,0,1,0,0,0,0,0,No Game
2011-02-17,1,0,0,0,0,0,0,1,No Game
2011-02-19,5,0,0,1,0,0,0,0,No Game
2011-02-19,7,0,0,0,0,0,1,0,No Game
2011-02-19,13,0,0,0,0,0,0,1,No Game
2011-02-19,23,0,0,0,0,0,0,1,No Game
2011-02-20,16,0,0,0,0,0,0,1,No Game
2011-02-21,4,0,0,1,0,0,0,0,No Game
2011-02-21,20,0,0,0,0,0,0,1,No Game
2011-02-24,15,0,0,0,0,0,0,1,No Game
2011-02-25,0,0,0,0,0,0,0,1,No Game
2011-02-26,13,0,0,0,0,0,0,1,No Game
2011-02-27,0,0,0,0,0,0,0,1,No Game
2011-02-28,19,0,0,0,0,0,0,1,No Game
2011-02-28,20,0,0,0,0,0,0,1,No Game
2011-02-28,22,0,0,0,0,0,0,1,No Game
2011-03-01,8,0,0,0,0,0,0,1,No Game
2011-03-01,22,0,0,0,0,0,0,1,No Game
2011-03-02,9,0,0,0,0,0,0,1,No Game
2011-03-02,12,0,0,0,0,0,0,1,No Game
2011-03-03,9,0,1,0,0,0,0,0,No Game
2011-03-04,21,0,0,0,0,0,0,1,No Game
2011-03-05,10,0,0,0,0,0,0,1,No Game
2011-03-05,20,0,0,0,0,0,0,1,No Game
2011-03-06,18,0,0,1,0,0,0,0,No Game
2011-03-08,3,0,0,0,0,0,0,1,No Game
2011-03-08,16,0,1,0,0,0,0,0,No Game
2011-03-08,17,0,1,0,0,0,0,0,No Game
2011-03-08,18,0,0,0,0,0,0,1,No Game
2011-03-11,17,0,0,0,0,0,0,1,No Game
2011-03-12,1,0,0,0,0,0,0,1,No Game
2011-03-13,4,1,0,0,0,0,0,0,No Game
2011-03-14,9,0,0,0,0,0,0,1,No Game
2011-03-14,17,0,0,0,0,0,0,1,No Game
2011-03-16,14,0,0,0,0,0,0,1,No Game
2011-03-17,0,0,0,0,0,0,0,1,No Game
2011-03-17,17,0,0,0,0,0,0,1,No Game
2011-03-17,21,0,0,0,0,0,1,0,No Game
2011-03-18,0,0,0,0,0,0,0,1,No Game
2011-03-18,23,0,0,0,0,0,0,1,No Game
2011-03-18,23,0,0,0,0,0,0,1,No Game
2011-03-19,0,0,0,0,0,0,0,1,Lost Game
2011-03-19,8,0,0,1,0,0,0,0,Lost Game
2011-03-19,11,0,0,0,0,0,0,1,Lost Game
2011-03-20,0,0,0,0,0,0,0,1,No Game
2011-03-21,4,0,0,1,0,0,0,0,No Game
2011-03-21,10,0,0,0,0,0,1,0,No Game
2011-03-23,15,0,1,0,0,0,0,0,No Game
2011-03-24,1,1,0,0,0,0,0,0,No Game
2011-03-24,9,0,0,1,0,0,0,0,No Game
2011-03-24,12,0,0,0,0,0,0,1,No Game
2011-03-25,0,0,0,1,0,0,0,0,No Game
2011-03-25,20,0,0,0,0,0,0,1,No Game
2011-03-25,23,0,0,0,0,0,0,1,No Game
2011-03-26,0,0,1,0,0,0,0,0,No Game
2011-03-27,2,0,0,0,0,0,0,1,No Game
2011-03-27,19,0,1,0,0,0,0,0,No Game
2011-03-28,17,0,0,0,0,0,0,1,No Game
2011-03-28,23,0,0,0,0,0,0,1,No Game
2011-03-29,15,0,0,0,0,0,0,1,No Game
2011-03-31,11,0,0,1,0,0,0,0,No Game
2011-03-31,20,1,0,0,0,0,0,0,No Game
2011-03-31,21,0,0,0,0,0,0,1,No Game
2011-03-31,22,0,1,0,0,0,0,0,No Game
2011-04-01,4,1,0,0,0,0,0,0,No Game
2011-04-02,14,0,1,0,0,0,0,0,No Game
2011-04-03,0,0,0,0,0,0,0,1,No Game
2011-04-03,12,0,1,0,0,0,0,0,No Game
2011-04-05,16,0,1,0,0,0,0,0,No Game
2011-04-06,21,0,0,0,0,0,0,1,No Game
2011-04-06,23,0,0,0,0,0,0,1,No Game
2011-04-07,21,0,0,0,0,0,0,1,No Game
2011-04-08,11,0,0,0,0,0,0,1,No Game
2011-04-08,19,0,0,0,0,0,0,1,No Game
2011-04-08,23,0,0,0,0,0,0,1,No Game
2011-04-09,1,0,0,0,0,0,0,1,No Game
2011-04-09,2,0,0,0,0,0,0,1,No Game
2011-04-09,16,1,0,0,0,0,0,0,No Game
2011-04-09,17,0,0,0,0,0,0,1,No Game
2011-04-14,19,0,0,0,0,0,0,1,No Game
2011-04-14,23,1,0,0,0,0,0,0,No Game
2011-04-15,13,0,0,0,0,0,0,1,No Game
2011-04-16,23,0,0,1,0,0,0,0,No Game
2011-04-17,17,0,0,0,0,0,0,1,Won Game
2011-04-20,23,0,0,0,0,0,0,1,No Game
2011-04-21,21,0,0,0,0,0,0,1,No Game
2011-04-21,23,0,0,0,0,1,0,0,No Game
2011-04-24,0,0,0,0,0,0,0,1,No Game
2011-04-24,1,0,0,0,0,0,0,1,No Game
2011-04-24,15,1,0,0,0,0,0,0,No Game
2011-04-25,4,0,0,0,0,0,1,0,No Game
2011-04-25,19,0,0,0,0,0,1,0,No Game
2011-04-25,21,0,0,0,0,0,0,1,No Game
2011-04-28,8,0,0,0,0,0,0,1,No Game
2011-04-28,8,0,1,0,0,0,0,0,No Game
2011-04-29,21,0,0,0,0,0,0,1,Won Game
2011-04-30,0,0,0,0,0,0,0,1,No Game
2011-04-30,0,0,0,0,0,0,0,1,No Game
2011-04-30,14,0,0,0,0,0,0,1,No Game
2011-04-30,16,0,0,0,0,0,0,1,No Game
2011-04-30,19,0,1,0,0,0,0,0,No Game
2011-05-01,0,0,0,0,0,0,0,1,No Game
2011-05-01,10,1,0,0,0,0,0,0,No Game
2011-05-01,16,0,0,1,0,0,0,0,No Game
2011-05-02,7,0,0,0,0,0,0,1,No Game
2011-05-02,8,0,0,0,0,0,0,1,No Game
2011-05-03,8,0,0,1,0,0,0,0,No Game
2011-05-03,8,0,0,0,0,0,0,1,No Game
2011-05-04,21,0,0,0,0,0,0,1,Lost Game
2011-05-05,19,0,0,1,0,0,0,0,No Game
2011-05-06,23,0,0,0,0,0,0,1,No Game
2011-05-07,13,0,0,0,0,0,0,1,No Game
2011-05-08,14,0,1,0,0,0,0,0,No Game
2011-05-09,0,0,0,1,0,0,0,0,No Game
2011-05-09,18,1,0,0,0,0,0,0,No Game
2011-05-10,2,0,0,1,0,0,0,0,No Game
2011-05-10,13,0,0,0,0,0,0,1,No Game
2011-05-10,18,0,0,0,0,0,0,1,No Game
2011-05-10,18,0,0,0,0,0,0,1,No Game
2011-05-11,18,0,0,0,0,0,0,1,No Game
2011-05-12,17,0,0,1,0,0,0,0,No Game
2011-05-12,22,0,0,0,0,0,0,1,No Game
2011-05-13,10,0,1,0,0,0,0,0,No Game
2011-05-13,19,0,0,0,0,0,0,1,No Game
2011-05-16,0,0,0,0,0,0,0,1,No Game
2011-05-16,13,0,0,0,0,0,0,1,No Game
2011-05-17,0,0,0,0,0,0,0,1,No Game
2011-05-17,8,0,1,0,0,0,0,0,No Game
2011-05-18,15,0,0,1,0,0,0,0,No Game
2011-05-20,7,1,0,0,0,0,0,0,No Game
2011-05-20,22,0,0,0,0,0,0,1,No Game
2011-05-21,2,0,0,0,0,0,0,1,Lost Game
2011-05-21,3,0,0,0,0,0,0,1,Lost Game
2011-05-21,7,0,0,0,0,0,0,1,Lost Game
2011-05-21,16,0,0,1,0,0,0,0,Lost Game
2011-05-21,17,0,0,0,0,0,0,1,Lost Game
2011-05-21,22,0,1,0,0,0,0,0,Lost Game
2011-05-22,0,0,0,0,0,0,0,1,No Game
2011-05-23,5,0,0,0,0,0,0,1,No Game
2011-05-23,12,0,0,0,0,0,0,1,No Game
2011-05-23,18,0,0,0,0,0,0,1,No Game
2011-05-23,22,1,0,0,0,0,0,0,No Game
2011-05-24,20,0,0,0,0,0,0,1,No Game
2011-05-25,13,0,0,0,0,0,1,0,No Game
2011-05-25,18,0,0,0,0,0,0,1,No Game
2011-05-26,12,0,0,0,0,0,0,1,No Game
2011-05-26,12,0,0,0,0,0,0,1,No Game
2011-05-27,7,0,1,0,0,0,0,0,No Game
2011-05-27,20,1,0,0,0,0,0,0,No Game
2011-05-28,2,0,0,0,0,0,0,1,Lost Game
2011-05-28,3,0,0,0,0,0,0,1,Lost Game
2011-05-30,15,0,0,1,0,0,0,0,No Game
2011-05-30,22,0,1,0,0,0,0,0,No Game
2011-06-01,17,0,0,1,0,0,0,0,No Game
2011-06-03,0,0,0,0,0,0,0,1,No Game
2011-06-03,18,0,0,0,0,0,0,1,No Game
2011-06-03,19,0,0,0,0,0,0,1,No Game
2011-06-04,4,0,0,1,0,0,0,0,No Game
2011-06-04,16,0,0,1,0,0,0,0,No Game
2011-06-04,17,0,0,0,0,0,0,1,No Game
2011-06-05,1,0,0,0,0,0,0,1,No Game
2011-06-06,17,0,0,0,0,0,0,1,No Game
2011-06-06,22,0,0,1,0,0,0,0,No Game
2011-06-07,22,0,0,0,0,0,0,1,No Game
2011-06-08,5,0,0,1,0,0,0,0,No Game
2011-06-08,15,0,0,0,0,0,0,1,No Game
2011-06-09,2,0,0,1,0,0,0,0,No Game
2011-06-09,17,0,0,0,0,0,0,1,No Game
2011-06-09,20,0,0,0,0,0,0,1,No Game
2011-06-09,22,0,0,0,0,0,0,1,No Game
2011-06-10,19,0,0,1,0,0,0,0,No Game
2011-06-10,19,0,0,0,0,0,0,1,No Game
2011-06-11,16,0,0,0,0,0,0,1,Won Game
2011-06-11,17,0,0,0,0,0,0,1,Won Game
2011-06-12,0,0,0,0,0,0,0,1,No Game
2011-06-14,6,0,0,0,0,0,0,1,No Game
2011-06-14,14,0,0,0,0,0,0,1,No Game
2011-06-14,18,0,0,0,0,0,0,1,No Game
2011-06-14,21,0,0,0,0,0,0,1,No Game
2011-06-15,8,0,0,1,0,0,0,0,No Game
2011-06-15,18,0,0,0,0,0,0,1,No Game
2011-06-15,20,1,0,0,0,0,0,0,No Game
2011-06-16,19,0,0,0,0,0,0,1,No Game
2011-06-16,20,0,0,0,0,0,0,1,No Game
2011-06-17,9,0,0,0,0,0,0,1,No Game
2011-06-17,12,0,0,0,0,0,0,1,No Game
2011-06-18,6,0,0,0,0,0,0,1,Lost Game
2011-06-18,12,0,0,0,0,0,1,0,Lost Game
2011-06-18,19,1,0,0,0,0,0,0,Lost Game
2011-06-19,2,0,0,0,0,0,0,1,No Game
2011-06-20,6,0,0,0,0,0,0,1,No Game
2011-06-20,9,0,1,0,0,0,0,0,No Game
2011-06-21,12,0,0,1,0,0,0,0,No Game
2011-06-21,18,1,0,0,0,0,0,0,No Game
2011-06-21,21,0,0,0,0,0,0,1,No Game
2011-06-22,16,0,0,0,0,0,0,1,No Game
2011-06-24,12,0,0,0,0,0,0,1,No Game
2011-06-25,11,0,0,1,0,0,0,0,No Game
2011-06-26,1,0,0,0,0,0,0,1,No Game
2011-06-27,3,0,0,0,0,0,0,1,No Game
2011-06-28,18,0,0,1,0,0,0,0,No Game
2011-06-28,23,0,0,0,0,0,0,1,No Game
2011-06-29,19,0,0,0,0,0,0,1,No Game
2011-07-02,4,0,0,0,0,0,0,1,No Game
2011-07-02,14,0,0,1,0,0,0,0,No Game
2011-07-02,15,0,0,0,0,0,0,1,No Game
2011-07-03,0,0,0,0,0,0,0,1,No Game
2011-07-03,18,0,0,0,0,0,0,1,No Game
2011-07-04,2,0,1,0,0,0,0,0,No Game
2011-07-04,12,0,0,0,0,0,0,1,No Game
2011-07-05,9,1,0,0,0,0,0,0,No Game
2011-07-06,7,0,0,0,0,0,0,1,No Game
2011-07-06,15,0,0,0,0,0,0,1,No Game
2011-07-06,18,0,0,0,0,0,0,1,No Game
2011-07-07,22,0,1,0,0,0,0,0,No Game
2011-07-08,11,0,0,0,0,0,0,1,No Game
2011-07-08,16,0,0,0,0,0,0,1,No Game
2011-07-08,20,0,1,0,0,0,0,0,No Game
2011-07-08,22,0,0,0,0,0,0,1,No Game
2011-07-08,22,0,0,0,0,0,0,1,No Game
2011-07-08,23,0,0,0,0,0,0,1,No Game
2011-07-09,0,0,0,0,0,0,0,1,Won Game
2011-07-09,0,1,0,0,0,0,0,0,Won Game
2011-07-09,1,0,0,0,0,0,0,1,Won Game
2011-07-09,23,0,1,0,0,0,0,0,Won Game
2011-07-09,23,0,1,0,0,0,0,0,Won Game
2011-07-10,18,0,0,0,0,0,0,1,No Game
2011-07-11,7,0,0,0,0,0,1,0,No Game
2011-07-11,17,0,1,0,0,0,0,0,No Game
2011-07-12,0,0,0,0,0,0,0,1,No Game
2011-07-12,1,0,1,0,0,0,0,0,No Game
2011-07-13,13,1,0,0,0,0,0,0,No Game
2011-07-14,22,0,0,0,0,0,0,1,No Game
2011-07-15,9,1,0,0,0,0,0,0,No Game
2011-07-15,19,0,0,0,0,0,0,1,No Game
2011-07-16,17,0,0,0,0,0,0,1,Lost Game
2011-07-16,18,0,0,0,0,0,0,1,Lost Game
2011-07-17,0,0,0,0,0,0,0,1,No Game
2011-07-17,1,0,0,0,0,0,0,1,No Game
2011-07-17,18,0,0,0,0,0,0,1,No Game
2011-07-17,21,0,0,0,0,0,0,1,No Game
2011-07-17,22,0,0,0,0,0,0,1,No Game
2011-07-18,21,1,0,0,0,0,0,0,No Game
2011-07-18,21,0,0,0,0,0,0,1,No Game
2011-07-18,23,0,1,0,0,0,0,0,No Game
2011-07-19,12,0,0,0,0,0,0,1,No Game
2011-07-19,19,0,1,0,0,0,0,0,No Game
2011-07-19,23,0,0,0,0,0,0,1,No Game
2011-07-21,7,0,0,0,0,0,0,1,No Game
2011-07-22,0,0,0,0,0,0,0,1,No Game
2011-07-22,12,0,0,0,0,0,0,1,No Game
2011-07-22,16,0,0,0,0,0,0,1,No Game
2011-07-22,20,0,0,0,0,0,0,1,No Game
2011-07-23,0,0,0,0,0,0,0,1,No Game
2011-07-23,4,0,0,0,0,0,0,1,No Game
2011-07-24,17,0,0,0,0,0,0,1,No Game
2011-07-25,2,0,1,0,0,0,0,0,No Game
2011-07-26,17,0,0,0,0,0,0,1,No Game
2011-07-27,9,0,1,0,0,0,0,0,No Game
2011-07-27,17,0,1,0,0,0,0,0,No Game
2011-07-28,13,0,0,0,0,0,0,1,No Game
2011-07-28,23,0,0,0,0,0,0,1,No Game
2011-07-30,5,0,0,0,0,0,0,1,No Game
2011-07-30,23,0,0,0,0,0,0,1,No Game
2011-08-01,15,0,0,0,0,0,0,1,No Game
2011-08-03,0,1,0,0,0,0,0,0,No Game
2011-08-04,22,1,0,0,0,0,0,0,No Game
2011-08-05,20,0,0,0,0,0,0,1,No Game
2011-08-06,18,0,0,0,0,0,0,1,No Game
2011-08-07,1,1,0,0,0,0,0,0,No Game
2011-08-08,21,0,0,0,0,0,0,1,No Game
2011-08-09,9,0,0,0,0,0,0,1,No Game
2011-08-09,23,0,0,0,0,0,1,0,No Game
2011-08-11,17,0,0,0,0,0,1,0,No Game
2011-08-11,17,1,0,0,0,0,0,0,No Game
2011-08-11,18,0,0,0,0,0,0,1,No Game
2011-08-11,21,0,0,1,0,0,0,0,No Game
2011-08-12,1,0,0,0,0,0,0,1,No Game
2011-08-12,17,0,0,0,0,0,0,1,No Game
2011-08-14,0,0,0,0,0,0,0,1,Won Game
2011-08-14,17,0,0,0,0,0,0,1,Won Game
2011-08-17,15,0,0,0,0,0,0,1,No Game
2011-08-17,16,0,0,0,0,0,0,1,No Game
2011-08-18,8,0,1,0,0,0,0,0,No Game
2011-08-18,21,0,1,0,0,0,0,0,No Game
2011-08-19,14,0,0,0,0,0,0,1,No Game
2011-08-19,20,0,0,0,0,0,0,1,No Game
2011-08-21,1,0,0,0,0,0,0,1,No Game
2011-08-21,2,1,0,0,0,0,0,0,No Game
2011-08-21,15,0,0,1,0,0,0,0,No Game
2011-08-23,14,0,0,0,0,0,0,1,No Game
2011-08-25,5,0,0,0,0,0,0,1,No Game
2011-08-25,21,0,0,0,0,0,0,1,No Game
2011-08-25,23,0,0,0,0,0,0,1,No Game
2011-08-26,12,0,1,0,0,0,0,0,No Game
2011-08-26,15,0,0,0,0,0,0,1,No Game
2011-08-26,23,0,0,0,0,0,0,1,No Game
2011-08-26,23,0,0,0,0,0,0,1,No Game
2011-08-27,18,0,1,0,0,0,0,0,No Game
2011-08-27,22,0,0,0,0,0,0,1,No Game
2011-08-28,12,0,0,0,0,0,0,1,No Game
2011-08-28,21,0,0,0,0,0,0,1,No Game
2011-08-29,11,0,0,0,0,0,0,1,No Game
2011-08-29,19,0,0,0,0,0,0,1,No Game
2011-08-29,20,0,0,0,0,0,0,1,No Game
2011-08-30,14,0,0,1,0,0,0,0,No Game
2011-09-03,1,0,0,0,0,0,0,1,No Game
2011-09-03,16,0,0,0,0,0,0,1,No Game
2011-09-04,1,0,0,0,0,0,0,1,No Game
2011-09-04,3,1,0,0,0,0,0,0,No Game
2011-09-04,13,0,1,0,0,0,0,0,No Game
2011-09-04,23,0,0,0,0,0,0,1,No Game
2011-09-08,22,1,0,0,0,0,0,0,No Game
2011-09-09,8,1,0,0,0,0,0,0,No Game
2011-09-09,21,0,0,0,0,0,0,1,No Game
2011-09-10,7,0,0,0,0,0,0,1,No Game
2011-09-10,22,0,0,0,0,0,0,1,No Game
2011-09-12,17,0,0,0,0,0,0,1,No Game
2011-09-13,19,0,0,0,0,0,0,1,No Game
2011-09-13,23,0,0,0,0,0,0,1,No Game
2011-09-15,17,0,1,0,0,0,0,0,No Game
2011-09-17,0,0,0,0,0,0,0,1,Won Game
2011-09-19,1,0,0,0,0,0,0,1,No Game
2011-09-19,20,0,0,0,0,0,0,1,No Game
2011-09-19,21,0,0,0,0,0,0,1,No Game
2011-09-21,6,0,0,1,0,0,0,0,No Game
2011-09-21,16,0,0,0,0,0,0,1,No Game
2011-09-23,13,1,0,0,0,0,0,0,No Game
2011-09-23,17,0,0,0,0,0,0,1,No Game
2011-09-23,21,1,0,0,0,0,0,0,No Game
2011-09-24,5,0,0,0,0,0,0,1,No Game
2011-09-24,12,1,0,0,0,0,0,0,No Game
2011-09-24,15,0,0,0,0,0,0,1,No Game
2011-09-24,21,0,0,0,0,0,0,1,No Game
2011-09-25,3,0,0,0,0,0,0,1,No Game
2011-09-25,22,0,0,0,0,0,0,1,No Game
2011-09-26,7,0,0,0,0,0,0,1,No Game
2011-09-26,8,0,0,0,0,0,0,1,No Game
2011-09-26,18,0,0,0,0,0,0,1,No Game
2011-09-29,2,0,1,0,0,0,0,0,No Game
2011-09-30,22,0,0,0,0,0,0,1,No Game
2011-10-01,18,0,0,0,0,0,0,1,Lost Game
2011-10-01,22,0,0,0,0,0,0,1,Lost Game
2011-10-01,22,0,0,0,0,0,0,1,Lost Game
2011-10-02,21,1,0,0,0,0,0,0,No Game
2011-10-02,22,0,1,0,0,0,0,0,No Game
2011-10-03,18,1,0,0,0,0,0,0,No Game
2011-10-03,18,0,0,0,0,0,0,1,No Game
2011-10-05,20,0,0,0,0,0,0,1,No Game
2011-10-06,3,0,0,0,0,0,0,1,No Game
2011-10-06,18,0,0,1,0,0,0,0,No Game
2011-10-08,12,0,0,0,0,0,0,1,No Game
2011-10-09,13,0,0,0,0,0,0,1,No Game
2011-10-11,4,0,0,0,0,0,0,1,No Game
2011-10-12,9,0,1,0,0,0,0,0,No Game
2011-10-13,19,0,0,0,0,0,0,1,No Game
2011-10-14,17,0,0,0,0,0,0,1,No Game
2011-10-14,23,0,0,0,0,0,0,1,No Game
2011-10-15,0,0,0,0,0,0,0,1,No Game
2011-10-15,22,1,0,0,0,0,0,0,No Game
2011-10-16,18,0,0,1,0,0,0,0,No Game
2011-10-19,0,0,0,0,0,0,1,0,No Game
2011-10-21,7,0,0,1,0,0,0,0,No Game
2011-10-23,12,0,0,0,0,0,0,1,Won Game
2011-10-23,14,0,0,0,0,0,0,1,Won Game
2011-10-24,10,0,0,0,0,0,0,1,No Game
2011-10-25,0,0,0,0,0,0,0,1,No Game
2011-10-26,10,0,0,1,0,0,0,0,No Game
2011-10-26,10,0,0,1,0,0,0,0,No Game
2011-10-27,0,0,0,0,0,0,1,0,No Game
2011-10-27,2,0,0,0,0,0,0,1,No Game
2011-10-27,10,1,0,0,0,0,0,0,No Game
2011-10-28,9,0,0,0,0,0,1,0,No Game
2011-10-28,13,0,0,0,0,0,0,1,No Game
2011-10-28,22,0,0,0,0,0,0,1,No Game
2011-10-29,4,0,0,0,0,0,0,1,No Game
2011-10-29,15,0,0,0,0,0,0,1,No Game
2011-10-30,0,0,0,0,0,0,0,1,No Game
2011-10-30,1,0,0,0,0,0,0,1,No Game
2011-10-30,1,0,0,0,0,0,0,1,No Game
2011-10-30,3,0,0,0,0,0,0,1,No Game
2011-10-30,3,0,1,0,0,0,0,0,No Game
2011-11-01,1,0,0,0,0,0,0,1,No Game
2011-11-02,1,0,0,0,0,0,0,1,No Game
2011-11-03,12,0,1,0,0,0,0,0,Won Game
2011-11-03,18,0,0,0,0,0,0,1,Won Game
2011-11-03,23,0,0,0,0,0,0,1,Won Game
2011-11-05,5,0,0,0,0,0,0,1,No Game
2011-11-05,22,0,0,0,0,0,0,1,No Game
2011-11-06,4,0,1,0,0,0,0,0,No Game
2011-11-06,18,0,0,0,0,0,0,1,No Game
2011-11-07,19,0,0,0,0,0,0,1,No Game
2011-11-08,9,0,0,0,0,0,0,1,No Game
2011-11-11,4,0,0,0,0,0,0,1,No Game
2011-11-11,11,0,1,0,0,0,0,0,No Game
