Date,Beat,BlockRange,StreetName,OffenseType,Premise,NumOffenses,Hour,day,weekday,month,year
2010-01-01,10H70,4800-4899,austin,Burglary,residence/house,1.0,21.0,1,Friday,Jan,2010
2010-01-01,10H70,1900-1999,wentworth,Aggravated Assault,residence/house,1.0,23.0,1,Friday,Jan,2010
2010-01-01,10H70,6500-6599,fannin,Aggravated Assault,hospital,1.0,19.0,1,Friday,Jan,2010
2010-01-02,10H70,1400-1499,oakdale,Theft,apartment parking lot,1.0,15.0,2,Saturday,Jan,2010
2010-01-02,10H70,6400-6499,fannin,Theft,hospital,1.0,15.0,2,Saturday,Jan,2010
2010-01-02,10H70,6600-6699,fannin,Theft,hospital,1.0,15.0,2,Saturday,Jan,2010
2010-01-02,10H70,6500-6599,fannin,Theft,hospital,1.0,20.0,2,Saturday,Jan,2010
2010-01-03,10H70,1500-1599,ben taub loop,Theft,hospital,1.0,2.0,3,Sunday,Jan,2010
2010-01-03,10H70,6600-6699,fannin,Theft,hospital,1.0,14.0,3,Sunday,Jan,2010
2010-01-04,10H70,1600-1699,hermann,Theft,apartment,1.0,0.0,4,Monday,Jan,2010
2010-01-04,10H70,5200-5299,almeda,Robbery,convenience store,1.0,22.0,4,Monday,Jan,2010
2010-01-04,10H70,6600-6699,fannin,Theft,hospital,1.0,22.0,4,Monday,Jan,2010
2010-01-04,10H70,1500-1599,ben taub loop,Aggravated Assault,grocery/supermarket parking lot,1.0,19.0,4,Monday,Jan,2010
2010-01-06,10H70,1100-1199,hermann,Theft,commercial parking lot/garage,1.0,7.0,6,Wednesday,Jan,2010
2010-01-06,10H70,6600-6699,fannin,Theft,hospital,1.0,8.0,6,Wednesday,Jan,2010
2010-01-06,10H70,6600-6699,fannin,Theft,hospital,1.0,13.0,6,Wednesday,Jan,2010
2010-01-06,10H70,6300-6399,almeda,Theft,apartment parking lot,1.0,23.0,6,Wednesday,Jan,2010
2010-01-06,10H70,6500-6599,fannin,Theft,commercial parking lot/garage,1.0,17.0,6,Wednesday,Jan,2010
2010-01-06,10H70,1500-1599,ben taub loop,Robbery,road/street/sidewalk,1.0,10.0,6,Wednesday,Jan,2010
2010-01-07,10H70,1100-1199,john freeman,Theft,office building,1.0,11.0,7,Thursday,Jan,2010
2010-01-09,10H70,0-99,baylor plaza,Theft,service/gas station,1.0,0.0,9,Saturday,Jan,2010
2010-01-09,10H70,4800-4899,south,Auto Theft,highway/freeway,1.0,1.0,9,Saturday,Jan,2010
2010-01-09,10H70,6000-6099,golf course,Theft,other parking lot,1.0,12.0,9,Saturday,Jan,2010
2010-01-09,10H70,2100-2199,binz,Theft,other parking lot,1.0,23.0,9,Saturday,Jan,2010
2010-01-09,10H70,0-99,hermann circle,Theft,other parking lot,1.0,13.0,9,Saturday,Jan,2010
2010-01-10,10H70,2100-2199,oakdale,Theft,residence/house,1.0,13.0,10,Sunday,Jan,2010
2010-01-10,10H70,6200-6299,golf course,Theft,"parks & recreation, zoo, swim pool",1.0,15.0,10,Sunday,Jan,2010
2010-01-10,10H70,5300-5399,fannin,Theft,commercial parking lot/garage,1.0,10.0,10,Sunday,Jan,2010
2010-01-11,10H70,1200-1299,wichita,Theft,road/street/sidewalk,1.0,18.0,11,Monday,Jan,2010
2010-01-11,10H70,1300-1399,moursund,Theft,hospital,1.0,18.0,11,Monday,Jan,2010
2010-01-12,10H70,6700-6799,fannin,Theft,hospital,1.0,11.0,12,Tuesday,Jan,2010
2010-01-12,10H70,4900-4999,crawford,Theft,apartment,1.0,20.0,12,Tuesday,Jan,2010
2010-01-12,10H70,1800-1899,palm,Theft,"multi-plex hme(duplex,triplex etc)",1.0,8.0,12,Tuesday,Jan,2010
2010-01-12,10H70,5900-5999,fannin,Theft,road/street/sidewalk,1.0,13.0,12,Tuesday,Jan,2010
2010-01-13,10H70,2400-2499,charleston,Theft,residence/house,1.0,7.0,13,Wednesday,Jan,2010
2010-01-13,10H70,6400-6499,fannin,Theft,hospital,1.0,20.0,13,Wednesday,Jan,2010
2010-01-14,10H70,6600-6699,fannin,Theft,hospital,1.0,16.0,14,Thursday,Jan,2010
2010-01-15,10H70,6500-6599,fannin,Theft,hospital,1.0,16.0,15,Friday,Jan,2010
2010-01-15,10H70,4700-4799,crawford,Auto Theft,other parking lot,1.0,19.0,15,Friday,Jan,2010
2010-01-15,10H70,6600-6699,fannin,Theft,office building,1.0,17.0,15,Friday,Jan,2010
2010-01-15,10H70,1500-1599,hermann,Burglary,garage/carport,1.0,16.0,15,Friday,Jan,2010
2010-01-15,10H70,6700-6799,fannin,Theft,hospital,1.0,14.0,15,Friday,Jan,2010
2010-01-16,10H70,3100-3199,old spanish,Robbery,restaurant/cafeteria parking lot,1.0,22.0,16,Saturday,Jan,2010
2010-01-16,10H70,2600-2699,dixie,Robbery,bar/night club parking lot,1.0,0.0,16,Saturday,Jan,2010
2010-01-16,10H70,5200-5299,jackson,Theft,road/street/sidewalk,1.0,0.0,16,Saturday,Jan,2010
2010-01-16,10H70,5500-5599,south,Aggravated Assault,highway/freeway,1.0,2.0,16,Saturday,Jan,2010
2010-01-17,10H70,6700-6799,bertner,Theft,hospital,1.0,15.0,17,Sunday,Jan,2010
2010-01-17,10H70,5300-5399,crawford,Theft,road/street/sidewalk,1.0,12.0,17,Sunday,Jan,2010
2010-01-18,10H70,1900-1999,old spanish,Theft,grocery/supermarket,1.0,19.0,18,Monday,Jan,2010
2010-01-18,10H70,1800-1899,prospect,Theft,road/street/sidewalk,1.0,23.0,18,Monday,Jan,2010
2010-01-19,10H70,7100-7199,almeda,Burglary,apartment,1.0,8.0,19,Tuesday,Jan,2010
2010-01-19,10H70,6300-6399,fannin,Robbery,road/street/sidewalk,1.0,20.0,19,Tuesday,Jan,2010
2010-01-19,10H70,2100-2199,macgregor,Robbery,"parks & recreation, zoo, swim pool",1.0,21.0,19,Tuesday,Jan,2010
2010-01-19,10H70,5700-5799,jackson,Theft,road/street/sidewalk,1.0,10.0,19,Tuesday,Jan,2010
2010-01-19,10H70,2100-2199,southmore,Theft,convenience store,1.0,17.0,19,Tuesday,Jan,2010
2010-01-20,10H70,1300-1399,blodgett,Burglary,residence/house,1.0,7.0,20,Wednesday,Jan,2010
2010-01-20,10H70,2100-2199,southmore,Theft,service/gas station,1.0,22.0,20,Wednesday,Jan,2010
2010-01-20,10H70,1200-1299,binz,Robbery,other parking lot,1.0,12.0,20,Wednesday,Jan,2010
2010-01-20,10H70,4500-4599,la branch,Theft,driveway,1.0,21.0,20,Wednesday,Jan,2010
2010-01-21,10H70,1500-1599,ben taub loop,Rape,residence/house,1.0,18.0,21,Thursday,Jan,2010
2010-01-21,10H70,6100-6199,gehring,Theft,residence/house,1.0,20.0,21,Thursday,Jan,2010
2010-01-21,10H70,2400-2499,charleston,Theft,road/street/sidewalk,1.0,7.0,21,Thursday,Jan,2010
2010-01-21,10H70,5500-5599,la branch,Auto Theft,apartment parking lot,1.0,22.0,21,Thursday,Jan,2010
2010-01-21,10H70,6700-6799,bertner,Theft,hospital,1.0,6.0,21,Thursday,Jan,2010
2010-01-21,10H70,6400-6499,fannin,Theft,university/college,1.0,0.0,21,Thursday,Jan,2010
2010-01-21,10H70,6500-6599,fannin,Theft,hospital,1.0,6.0,21,Thursday,Jan,2010
2010-01-22,10H70,6500-6599,fannin,Theft,hospital,1.0,0.0,22,Friday,Jan,2010
2010-01-22,10H70,6400-6499,fannin,Theft,hospital,1.0,5.0,22,Friday,Jan,2010
2010-01-22,10H70,6400-6499,fannin,Theft,hospital,1.0,14.0,22,Friday,Jan,2010
2010-01-22,10H70,1900-1999,binz,Burglary,apartment,1.0,7.0,22,Friday,Jan,2010
2010-01-22,10H70,1200-1299,moursund,Theft,other/unknown,1.0,21.0,22,Friday,Jan,2010
2010-01-22,10H70,5900-5999,almeda,Theft,"gym,recreat,club hse,indr pool,spa",1.0,11.0,22,Friday,Jan,2010
2010-01-22,10H70,1200-1299,hermann,Theft,hospital parking lot,1.0,8.0,22,Friday,Jan,2010
2010-01-22,10H70,2000-2099,holcombe,Theft,hospital parking lot,1.0,7.0,22,Friday,Jan,2010
2010-01-22,10H70,2800-2899,macgregor,Aggravated Assault,other/unknown,1.0,0.0,22,Friday,Jan,2010
2010-01-22,10H70,5100-5199,san jacinto,Theft,physician's office,1.0,7.0,22,Friday,Jan,2010
2010-01-23,10H70,4500-4599,la branch,Theft,driveway,1.0,20.0,23,Saturday,Jan,2010
2010-01-23,10H70,5700-5799,crawford,Theft,road/street/sidewalk,1.0,19.0,23,Saturday,Jan,2010
2010-01-23,10H70,5600-5699,jackson,Theft,road/street/sidewalk,1.0,21.0,23,Saturday,Jan,2010
2010-01-23,10H70,6500-6599,fannin,Burglary,hospital,1.0,14.0,23,Saturday,Jan,2010
2010-01-24,10H70,1600-1699,southmore,Theft,driveway,1.0,9.0,24,Sunday,Jan,2010
2010-01-24,10H70,4400-4499,la branch,Theft,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,20.0,24,Sunday,Jan,2010
2010-01-24,10H70,1900-1999,old spanish,Theft,grocery/supermarket,1.0,2.0,24,Sunday,Jan,2010
2010-01-25,10H70,5300-5399,almeda,Theft,hospital parking lot,1.0,11.0,25,Monday,Jan,2010
2010-01-26,10H70,1300-1399,wheeler,Robbery,other parking lot,1.0,13.0,26,Tuesday,Jan,2010
2010-01-26,10H70,1400-1499,ruth,Theft,construction site,1.0,10.0,26,Tuesday,Jan,2010
2010-01-26,10H70,1300-1399,wentworth,Burglary,residence/house,1.0,16.0,26,Tuesday,Jan,2010
2010-01-27,10H70,6400-6499,fannin,Theft,university/college,1.0,17.0,27,Wednesday,Jan,2010
2010-01-27,10H70,6400-6499,fannin,Theft,hospital,1.0,20.0,27,Wednesday,Jan,2010
2010-01-27,10H70,1900-1999,calumet,Burglary,residence/house,1.0,18.0,27,Wednesday,Jan,2010
2010-01-27,10H70,1800-1899,ewing,Theft,apartment,1.0,18.0,27,Wednesday,Jan,2010
2010-01-28,10H70,6400-6499,fannin,Theft,hospital,1.0,9.0,28,Thursday,Jan,2010
2010-01-28,10H70,2400-2499,mystic meadow,Burglary,residence/house,1.0,21.0,28,Thursday,Jan,2010
2010-01-28,10H70,2300-2399,holcombe,Theft,other/unknown,1.0,14.0,28,Thursday,Jan,2010
2010-01-28,10H70,6300-6399,mystic meadow,Theft,driveway,1.0,19.0,28,Thursday,Jan,2010
2010-01-28,10H70,2000-2099,ruth,Burglary,apartment,1.0,8.0,28,Thursday,Jan,2010
2010-01-29,10H70,6300-6399,almeda,Burglary,apartment,1.0,20.0,29,Friday,Jan,2010
2010-01-29,10H70,2000-2099,binz,Theft,misc. business (non-specific),1.0,19.0,29,Friday,Jan,2010
2010-01-29,10H70,6600-6699,fannin,Theft,hospital,1.0,10.0,29,Friday,Jan,2010
2010-01-29,10H70,6400-6499,fannin,Theft,hospital,1.0,7.0,29,Friday,Jan,2010
2010-01-31,10H70,7500-7599,south,Aggravated Assault,other/unknown,2.0,10.0,31,Sunday,Jan,2010
2010-02-01,10H70,2300-2399,camden,Theft,apartment parking lot,1.0,23.0,1,Monday,Feb,2010
2010-02-01,10H70,5900-5999,almeda,Theft,apartment parking lot,1.0,0.0,1,Monday,Feb,2010
2010-02-01,10H70,0-99,hermann circle,Theft,other parking lot,1.0,11.0,1,Monday,Feb,2010
2010-02-01,10H70,0-99,hermann museum,Theft,apartment parking lot,1.0,12.0,1,Monday,Feb,2010
2010-02-01,10H70,1900-1999,prospect,Theft,apartment,1.0,5.0,1,Monday,Feb,2010
2010-02-02,10H70,7200-7299,almeda,Theft,apartment,1.0,19.0,2,Tuesday,Feb,2010
2010-02-02,10H70,1400-1499,calumet,Burglary,condominium,1.0,18.0,2,Tuesday,Feb,2010
2010-02-02,10H70,6700-6799,bertner,Theft,hospital,1.0,12.0,2,Tuesday,Feb,2010
2010-02-02,10H70,6400-6499,fannin,Theft,road/street/sidewalk,1.0,11.0,2,Tuesday,Feb,2010
2010-02-02,10H70,6700-6799,fannin,Theft,hospital,1.0,12.0,2,Tuesday,Feb,2010
2010-02-02,10H70,6400-6499,fannin,Theft,hospital,1.0,7.0,2,Tuesday,Feb,2010
2010-02-02,10H70,5700-5799,fannin,Theft,commercial parking lot/garage,1.0,23.0,2,Tuesday,Feb,2010
2010-02-03,10H70,2800-2899,old spanish,Robbery,restaurant/cafeteria,1.0,21.0,3,Wednesday,Feb,2010
2010-02-03,10H70,4800-4899,san jacinto,Burglary,laundry/dry cleaners/washaterias,1.0,4.0,3,Wednesday,Feb,2010
2010-02-03,10H70,7200-7299,almeda,Theft,apartment parking lot,1.0,12.0,3,Wednesday,Feb,2010
2010-02-03,10H70,5500-5599,fannin,Auto Theft,other parking lot,1.0,12.0,3,Wednesday,Feb,2010
2010-02-03,10H70,3100-3199,holcombe,Theft,department/discount store,1.0,11.0,3,Wednesday,Feb,2010
2010-02-04,10H70,1200-1299,hermann,Theft,physician's office,1.0,14.0,4,Thursday,Feb,2010
2010-02-04,10H70,2300-2399,macgregor,Theft,apartment parking lot,1.0,20.0,4,Thursday,Feb,2010
2010-02-04,10H70,6700-6799,bertner,Theft,hospital,1.0,6.0,4,Thursday,Feb,2010
2010-02-04,10H70,6400-6499,fannin,Theft,hospital,1.0,8.0,4,Thursday,Feb,2010
2010-02-04,10H70,1400-1499,wichita,Theft,garage/carport,1.0,11.0,4,Thursday,Feb,2010
2010-02-04,10H70,1200-1299,hermann,Theft,commercial parking lot/garage,1.0,12.0,4,Thursday,Feb,2010
2010-02-05,10H70,1600-1699,oakdale,Burglary,"vacant single occupancy residence (houses,townhouses,duplexes, etc.)",1.0,12.0,5,Friday,Feb,2010
2010-02-05,10H70,6700-6799,fannin,Theft,hospital,1.0,9.0,5,Friday,Feb,2010
2010-02-05,10H70,1800-1899,ewing,Burglary,garage/carport,1.0,17.0,5,Friday,Feb,2010
2010-02-05,10H70,1500-1599,hermann,Theft,road/street/sidewalk,1.0,10.0,5,Friday,Feb,2010
2010-02-05,10H70,5300-5399,caroline,Theft,other parking lot,1.0,8.0,5,Friday,Feb,2010
2010-02-05,10H70,1400-1499,wichita,Burglary,residence/house,1.0,6.0,5,Friday,Feb,2010
2010-02-06,10H70,3200-3299,yellowstone,Auto Theft,apartment parking lot,1.0,22.0,6,Saturday,Feb,2010
2010-02-06,10H70,2000-2099,hermann,Theft,commercial parking lot/garage,1.0,7.0,6,Saturday,Feb,2010
2010-02-07,10H70,0-99,hermann park,Theft,apartment parking lot,1.0,17.0,7,Sunday,Feb,2010
2010-02-07,10H70,6300-6399,mystic bridge,Theft,driveway,1.0,5.0,7,Sunday,Feb,2010
2010-02-07,10H70,1400-1499,oakdale,Burglary,"multi-plex hme(duplex,triplex etc)",1.0,10.0,7,Sunday,Feb,2010
2010-02-07,10H70,1700-1799,rosedale,Theft,other/unknown,1.0,14.0,7,Sunday,Feb,2010
2010-02-07,10H70,6700-6799,bertner,Burglary,hospital,1.0,23.0,7,Sunday,Feb,2010
2010-02-07,10H70,6600-6699,fannin,Theft,other/unknown,1.0,22.0,7,Sunday,Feb,2010
2010-02-07,10H70,4600-4699,austin,Burglary,condominium,1.0,6.0,7,Sunday,Feb,2010
2010-02-07,10H70,1600-1699,hermann,Theft,apartment,1.0,0.0,7,Sunday,Feb,2010
2010-02-08,10H70,1900-1999,cleburne,Theft,other parking lot,1.0,14.0,8,Monday,Feb,2010
2010-02-08,10H70,1200-1299,hermann,Theft,other parking lot,1.0,9.0,8,Monday,Feb,2010
2010-02-08,10H70,2900-2999,old spanish,Theft,commercial parking lot/garage,1.0,17.0,8,Monday,Feb,2010
2010-02-08,10H70,3200-3299,yellowstone,Theft,apartment parking lot,1.0,20.0,8,Monday,Feb,2010
